Flow ID,pipeline_0_1_dec,pipeline_0_8_dec,pipeline_1_start_dec,pipeline_1_end_dec,pipeline_2_start_dec,pipeline_2_end_dec,pipeline_3_start_dec,pipeline_3_end_dec,srcPort,flow_id_hex,class_number,delta_0_us,delta_1,delta_2,delta_3,Flow Duration Original,pipeline_flow_duration
31.13.80.48 10.0.2.16 5222 33128,2865134362,2865134394,2865134410,2865134421,2865134456,2865134469,,,5222,0x46d1,2,28,11,13,,2147,2175
10.0.2.16 31.13.80.48 47364 443,2865135440,2865140597,2865140670,2865140680,2865140713,2865140725,,,47364,0x34dd,2,15,10,12,,4625,4640
10.0.2.16 31.13.80.48 33534 5222,2865162372,2865162400,2865162406,2865162409,2865162445,2865162450,,,33534,0x1be0,2,53,3,5,,3903,3956
31.13.80.48 10.0.2.16 443 47364,2865162316,2865162319,2865162402,2865162409,2865162438,2865162449,,,443,0x446b,2,19,7,11,,4233,4252
31.13.80.48 10.0.2.16 5222 33534,2865163377,2865163380,2865163456,2865163461,2865163489,2865163495,,,5222,0x6f6f,2,37,5,6,,3504,3541
31.13.80.48 10.0.2.16 443 43258,2865163918,2865170122,2865170194,2865170201,2865170229,2865170240,,,443,0x3cf3,2,77,7,11,,5637,5714
10.0.2.16 31.13.80.48 43258 443,2865895454,2865895459,2865895540,2865895559,2865895588,2865895602,,,43258,0x19d3,2,21,19,14,,5250,5271
31.13.80.48 10.0.2.16 5222 54032,2865899632,2865899753,2865899835,2865899841,2865899867,2865899873,,,5222,0x7bca,2,98,6,6,,4173,4271
10.0.2.16 31.13.80.48 51030 443,2865900951,2865904270,2865904343,2865904349,2865904373,2865904380,,,51030,0x3713,2,17,6,7,,2811,2828
31.13.80.48 10.0.2.16 443 51030,2866009919,2866009925,2866010003,2866010012,2866010036,2866010044,,,443,0x282a,2,49,9,8,,2417,2466
31.13.80.48 10.0.2.16 443 58426,2866012999,2866013104,2866013183,2866013188,2866013211,2866013217,,,443,0x5262,2,83,5,6,,2149,2232
31.13.80.48 10.0.2.16 443 48502,2867657903,2867664941,2867664993,2867665012,2867665036,2867665052,,,443,0x371d,2,29,19,16,,6558,6587
10.0.2.16 31.13.80.48 48502 443,2867675032,2867675036,2867675115,2867675123,2867675147,2867675154,,,48502,0x4917,2,27,8,7,,6380,6407
10.0.2.16 31.13.80.48 57734 5222,2867675940,2867675966,2867675978,2867675983,2867676006,2867676010,,,57734,0x39e9,2,90,5,4,,3896,3986
31.13.80.48 10.0.2.16 5222 57734,2867676639,2867676766,2867676847,2867676852,2867676875,2867676881,,,5222,0x18c6,2,50,5,6,,3465,3515
10.0.2.16 31.13.80.48 59502 5222,2867743530,2867743541,2867743611,2867743617,2867743638,2867743643,,,59502,0x74e7,2,6,6,5,,3357,3363
31.13.80.48 10.0.2.16 5222 48588,2867743898,2867743927,2867743962,2867743966,2867743986,2867743992,,,5222,0x3897,2,22,4,6,,5582,5604
10.0.2.16 31.13.80.48 48588 5222,2867744549,2867744556,2867744631,2867744634,2867744654,2867744659,,,48588,0x41e5,2,98,3,5,,5183,5281
10.0.2.16 31.13.80.48 51904 443,2867810254,2867810350,2867810427,2867810433,2867810453,2867810461,,,51904,0x55c2,2,17,6,8,,6842,6859
10.0.2.16 31.13.80.48 60470 443,2867811588,2867811688,2867811767,2867811771,2867811790,2867811795,,,60470,0x79dd,2,19,4,5,,4788,4807
10.0.2.16 31.13.80.48 49698 5222,2867812980,2867816306,2867816379,2867816383,2867816403,2867816410,,,49698,0x6ec9,2,30,4,7,,2833,2863
31.13.80.48 10.0.2.16 5222 49698,2867846366,2867846373,2867846452,2867846466,2867846486,2867846497,,,5222,0x1dcb,2,117,14,11,,2429,2546
31.13.80.48 10.0.2.16 5222 54656,2867847732,2867847759,2867847773,2867847777,2867847795,2867847798,,,5222,0x175a,2,42,4,3,,2193,2235
10.0.2.16 31.13.80.48 35388 443,2867892537,2867892541,2867892621,2867892629,2867892648,2867892655,,,35388,0x3460,2,46,8,7,,6449,6495
10.0.2.16 31.13.80.48 45474 443,2867893041,2867893058,2867893122,2867893126,2867893144,2867893149,,,45474,0x45de,2,25,4,5,,4709,4734
31.13.80.48 10.0.2.16 443 45474,2867893278,2867893385,2867893463,2867893466,2867893484,2867893488,,,443,0x546d,2,108,3,4,,4306,4414
10.0.2.16 31.13.80.48 56302 443,2868021950,2868021954,2868022031,2868022037,2868022055,2868022060,,,56302,0x5f29,2,34,6,5,,5845,5879
10.0.2.16 31.13.80.48 40744 5222,2868023413,2868026736,2868026791,2868026795,2868026812,2868026819,,,40744,0x5b5c,2,38,4,7,,2806,2844
10.0.2.16 31.13.80.48 43236 443,2868057604,2868057715,2868057793,2868057797,2868057815,2868057819,,,43236,0x597a,2,32,4,4,,2673,2705
31.13.80.48 10.0.2.16 443 43236,2868058208,2868058235,2868058282,2868058286,2868058304,2868058307,,,443,0x5ff8,2,25,4,3,,2255,2280
31.13.80.48 10.0.2.16 443 41948,2868059947,2868064200,2868064266,2868064272,2868064290,2868064298,,,443,0x25f8,2,26,6,8,,3790,3816
10.0.2.16 31.13.80.48 41948 443,2868168842,2868168933,2868169011,2868169020,2868169039,2868169047,,,41948,0x619c,2,29,9,8,,3406,3435
31.13.80.48 10.0.2.16 5222 60974,2868169469,2868169498,2868169531,2868169535,2868169557,2868169563,,,5222,0x7ea1,2,47,4,6,,6456,6503
10.0.2.16 31.13.80.48 60974 5222,2868170286,2868170296,2868170367,2868170372,2868170390,2868170396,,,60974,0x5d17,2,105,5,6,,6050,6155
31.13.80.48 10.0.2.16 443 54228,2868171308,2868176474,2868176541,2868176549,2868176568,2868176575,,,443,0x324d,2,85,8,7,,4636,4721
10.0.2.16 31.13.80.48 51374 443,2868220489,2868220517,2868220540,2868220544,2868220562,2868220565,,,51374,0x3d37,2,24,4,3,,2677,2701
31.13.80.48 10.0.2.16 443 51374,2868221271,2868221276,2868221353,2868221358,2868221376,2868221380,,,443,0x79c8,2,33,5,4,,2289,2322
31.13.80.48 10.0.2.16 5222 54214,2868308353,2868308467,2868308551,2868308557,2868308575,2868308581,,,5222,0x6784,2,22,6,6,,4446,4468
10.0.2.16 31.13.80.48 54726 443,2868309606,2868309611,2868309687,2868309692,2868309710,2868309714,,,54726,0x6096,2,22,5,4,,3977,3999
31.13.80.48 10.0.2.16 443 54726,2868313602,2868313631,2868313655,2868313659,2868313677,2868313681,,,443,0x14ca,2,80,4,4,,3589,3669
10.0.2.16 31.13.80.48 50418 443,2868314891,2868320235,2868320299,2868320303,2868320322,2868320325,,,50418,0x1b27,2,23,4,3,,4786,4809
31.13.80.48 10.0.2.16 443 50418,2868353907,2868353911,2868353990,2868353993,2868354011,2868354015,,,443,0x23f9,2,3,3,4,,4335,4338
10.0.2.16 31.13.80.48 49352 5222,2868354091,2868354125,2868354165,2868354168,2868354186,2868354189,,,49352,0x7ef0,2,69,3,3,,3902,3971
31.13.80.48 10.0.2.16 5222 49352,2868357877,2868357880,2868357959,2868357962,2868357980,2868357983,,,5222,0x4195,2,23,3,3,,3507,3530
31.13.80.48 10.0.2.16 5222 60566,2868358054,2868358902,2868358910,2868358917,2868358935,2868358944,,,5222,0x2594,2,28,7,9,,3958,3986
31.13.80.48 10.0.2.16 5222 49658,2868424255,2868424259,2868424337,2868424342,2868424360,2868424364,,,5222,0x60fb,2,33,5,4,,2347,2380
10.0.2.16 31.13.80.48 35154 5222,2868425608,2868430879,2868430952,2868430956,2868430975,2868430983,,,35154,0x6af7,2,29,4,8,,4706,4735
10.0.2.16 31.13.80.48 45098 5222,2868458381,2868458385,2868458461,2868458464,2868458482,2868458486,,,45098,0x5965,2,29,3,4,,3871,3900
10.0.2.16 31.13.80.48 41848 5222,2868522134,2868522139,2868522218,2868522224,2868522243,2868522249,,,41848,0x29c7,2,31,6,6,,5956,5987
10.0.2.16 31.13.80.48 42150 5222,2868522704,2868522806,2868522885,2868522888,2868522906,2868522911,,,42150,0x1bdf,2,39,3,5,,3806,3845
31.13.80.48 10.0.2.16 5222 42150,2868525984,2868526008,2868526064,2868526068,2868526087,2868526090,,,5222,0x7264,2,70,4,3,,3430,3500
10.0.2.16 31.13.80.48 58246 443,2868526711,2868530459,2868530480,2868530483,2868530501,2868530506,,,58246,0x4ff8,2,6,3,5,,3214,3220
31.13.80.48 10.0.2.16 443 58246,2868556194,2868556198,2868556275,2868556280,2868556298,2868556303,,,443,0x7c97,2,19,5,5,,2817,2836
10.0.2.16 31.13.80.48 33130 443,2868556687,2868556690,2868556767,2868556769,2868556787,2868556790,,,33130,0x367e,2,30,2,3,,2787,2817
31.13.80.48 10.0.2.16 443 49934,2868558295,2868562385,2868562455,2868562461,2868562479,2868562488,,,443,0x4b08,2,57,6,9,,3568,3625
10.0.2.16 31.13.80.48 49934 443,2868720675,2868720703,2868720724,2868720737,2868720756,2868720767,,,49934,0x1e35,2,82,13,11,,3189,3271
10.0.2.16 31.13.80.48 43034 5222,2868721990,2868721993,2868722072,2868722079,2868722098,2868722106,,,43034,0x3f9c,2,66,7,8,,3853,3919
31.13.80.48 10.0.2.16 5222 43034,2868727712,2868727715,2868727794,2868727799,2868727818,2868727824,,,5222,0x77aa,2,34,5,6,,3457,3491
31.13.80.48 10.0.2.16 443 38660,2868863393,2868863492,2868863573,2868863590,2868863610,2868863624,,,443,0x7592,2,24,17,14,,2461,2485
31.13.80.48 10.0.2.16 5222 48126,2868865039,2868871153,2868871196,2868871208,2868871226,2868871239,,,5222,0x7d12,2,0,12,13,,5578,5578
10.0.2.16 31.13.80.48 48126 5222,2868910511,2868910551,2868910568,2868910575,2868910593,2868910600,,,48126,0x31c5,2,23,7,7,,5195,5218
31.13.80.48 10.0.2.16 443 32964,2868914334,2868914361,2868914392,2868914396,2868914414,2868914420,,,443,0x6aeb,2,85,4,6,,3686,3771
10.0.2.16 31.13.80.48 39926 5222,2868915282,2868918584,2868918656,2868918659,2868918677,2868918681,,,39926,0x2937,2,119,3,4,,2836,2955
10.0.2.16 31.13.80.48 33632 443,2869054420,2869054426,2869054500,2869054506,2869054524,2869054528,,,33632,0x2414,2,28,6,4,,2643,2671
31.13.80.48 10.0.2.16 443 33632,2869057359,2869057464,2869057549,2869057555,2869057574,2869057579,,,443,0x6138,2,110,6,5,,2251,2361
10.0.2.16 31.13.80.48 56416 5222,2869059093,2869064139,2869064207,2869064214,2869064232,2869064240,,,56416,0x27f7,2,1,7,8,,4583,4584
10.0.2.16 31.13.80.48 47236 443,2869116344,2869116347,2869116425,2869116428,2869116446,2869116450,,,47236,0x6f9c,2,15,3,4,,3839,3854
31.13.80.48 10.0.2.16 443 47236,2869119999,2869120026,2869120061,2869120064,2869120082,2869120086,,,443,0x3d91,2,36,3,4,,3423,3459
10.0.2.16 31.13.80.48 33020 5222,2869121422,2869124581,2869124641,2869124645,2869124663,2869124666,,,33020,0x6a6c,2,52,4,3,,2630,2682
31.13.80.48 10.0.2.16 5222 33020,2869157938,2869157942,2869158024,2869158032,2869158051,2869158060,,,5222,0x2f76,2,33,8,9,,2238,2271
10.0.2.16 31.13.80.48 38676 443,2869158131,2869158135,2869158210,2869158213,2869158231,2869158234,,,38676,0x3626,2,42,3,3,,2802,2844
10.0.2.16 31.13.80.48 33350 5222,2869162260,2869167439,2869167512,2869167516,2869167535,2869167540,,,33350,0x148f,2,103,4,5,,4596,4699
31.13.80.48 10.0.2.16 5222 33350,2869200114,2869200131,2869200194,2869200198,2869200216,2869200220,,,5222,0x44ad,2,27,4,4,,4178,4205
10.0.2.16 31.13.80.48 55200 5222,2869203471,2869208490,2869208561,2869208565,2869208583,2869208587,,,55200,0x4f99,2,51,4,4,,4510,4561
10.0.2.16 31.13.80.48 36910 5222,2869239906,2869239909,2869239987,2869239990,2869240008,2869240011,,,36910,0x1382,2,113,3,3,,3623,3736
10.0.2.16 31.13.80.48 38084 5222,2869279250,2869279254,2869279330,2869279332,2869279351,2869279353,,,38084,0x75ac,2,70,2,2,,2768,2838
31.13.80.48 10.0.2.16 5222 38084,2869281170,2869281207,2869281226,2869281229,2869281247,2869281250,,,5222,0x2e3d,2,21,3,3,,2359,2380
31.13.80.48 10.0.2.16 443 37270,2869342412,2869342421,2869342492,2869342495,2869342513,2869342516,,,443,0x29ec,2,52,3,3,,3578,3630
31.13.80.48 10.0.2.16 443 44676,2869431512,2869431535,2869431593,2869431598,2869431617,2869431621,,,443,0x1d16,2,28,5,4,,4223,4251
31.13.80.48 10.0.2.16 443 37318,2869432235,2869432263,2869432273,2869432281,2869432299,2869432310,,,443,0x1e69,2,89,8,11,,6072,6161
10.0.2.16 31.13.80.48 37318 443,2869432725,2869432756,2869432794,2869432797,2869432815,2869432819,,,37318,0x4455,2,27,3,4,,5702,5729
10.0.2.16 31.13.80.48 50832 443,2869433244,2869433277,2869433302,2869433306,2869433324,2869433328,,,50832,0x21c7,2,52,4,4,,2816,2868
31.13.80.48 10.0.2.16 5222 45898,2869434438,2869434442,2869434519,2869434525,2869434543,2869434550,,,5222,0x2c7b,2,28,6,7,,5816,5844
10.0.2.16 31.13.80.48 45898 5222,2869434646,2869434680,2869434700,2869434704,2869434722,2869434725,,,45898,0x527a,2,24,4,3,,5434,5458
31.13.80.48 10.0.2.16 443 33148,2869435475,2869435483,2869435553,2869435557,2869435576,2869435580,,,443,0x422a,2,29,4,4,,6475,6504
10.0.2.16 31.13.80.48 33148 443,2869435823,2869435864,2869435894,2869435897,2869435915,2869435918,,,33148,0x1531,2,90,3,3,,6057,6147
10.0.2.16 31.13.80.48 39112 443,2869436209,2869436319,2869436399,2869436402,2869436420,2869436423,,,39112,0x197a,2,109,3,3,,3015,3124
31.13.80.48 10.0.2.16 443 39112,2869436655,2869436658,2869436737,2869436741,2869436758,2869436762,,,443,0x572f,2,60,4,4,,2596,2656
31.13.80.48 10.0.2.16 443 35092,2869437683,2869437715,2869437755,2869437759,2869437778,2869437783,,,443,0x7c5b,2,60,4,5,,2483,2543
10.0.2.16 31.13.80.48 39946 5222,2869438425,2869438516,2869438595,2869438598,2869438616,2869438620,,,39946,0x2c25,2,9,3,4,,2854,2863
31.13.80.48 10.0.2.16 5222 39946,2869438690,2869438693,2869438770,2869438775,2869438793,2869438797,,,5222,0x5885,2,95,5,4,,2450,2545
31.13.80.48 10.0.2.16 5222 43336,2869438865,2869438868,2869438945,2869438950,2869438968,2869438973,,,5222,0x73c2,2,72,5,5,,4216,4288
10.0.2.16 31.13.80.48 41524 443,2869440044,2869440048,2869440124,2869440128,2869440145,2869440150,,,41524,0x1257,2,0,4,5,,3879,3879
31.13.80.48 10.0.2.16 443 41524,2869440552,2869440557,2869440629,2869440632,2869440650,2869440654,,,443,0x3abc,2,112,3,4,,3494,3606
10.0.2.16 31.13.80.48 33330 443,2869441738,2869441741,2869441821,2869441826,2869441845,2869441850,,,33330,0x7b31,2,98,5,5,,3071,3169
31.13.80.48 10.0.2.16 443 42964,2869442413,2869442418,2869442493,2869442498,2869442516,2869442523,,,443,0x715f,2,34,5,7,,3944,3978
10.0.2.16 31.13.80.48 42964 443,2869442634,2869442668,2869442672,2869442676,2869442694,2869442698,,,42964,0x2660,2,10,4,4,,3505,3515
31.13.80.48 10.0.2.16 5222 39196,2869442936,2869442970,2869443015,2869443018,2869443036,2869443039,,,5222,0x6c2a,2,16,3,3,,6209,6225
10.0.2.16 31.13.80.48 39196 5222,2869443274,2869443278,2869443354,2869443357,2869443375,2869443379,,,39196,0x390e,2,34,3,4,,5817,5851
31.13.80.48 10.0.2.16 5222 49758,2869443954,2869443967,2869444034,2869444037,2869444055,2869444059,,,5222,0x6b28,2,18,3,4,,4442,4460
10.0.2.16 31.13.80.48 48620 443,2869444365,2869444463,2869444543,2869444545,2869444563,2869444566,,,48620,0x7172,2,86,2,3,,3727,3813
31.13.80.48 10.0.2.16 443 48620,2869444804,2869444807,2869444883,2869444886,2869444904,2869444908,,,443,0x4f33,2,19,3,4,,3318,3337
31.13.80.48 10.0.2.16 443 41282,2869445213,2869445311,2869445391,2869445396,2869445414,2869445420,,,443,0x4cfd,2,40,5,6,,6480,6520
10.0.2.16 31.13.80.48 40122 443,2869445919,2869446013,2869446092,2869446095,2869446113,2869446117,,,40122,0x64b0,2,105,3,4,,3701,3806
31.13.80.48 10.0.2.16 443 40122,2869446204,2869446233,2869446266,2869446268,2869446287,2869446290,,,443,0x2459,2,26,2,3,,3324,3350
10.0.2.16 31.13.80.48 56482 443,2869447031,2869447035,2869447112,2869447115,2869447133,2869447136,,,56482,0x36b2,2,29,3,3,,5037,5066
10.0.2.16 31.13.80.48 33918 5222,2869447881,2869447894,2869447961,2869447964,2869447982,2869447985,,,33918,0x24c8,2,75,3,3,,5641,5716
31.13.80.48 10.0.2.16 443 53822,2869448386,2869448389,2869448467,2869448471,2869448489,2869448494,,,443,0x1de7,2,35,4,5,,5520,5555
10.0.2.16 31.13.80.48 53822 443,2869448567,2869448590,2869448644,2869448647,2869448665,2869448668,,,53822,0x5477,2,23,3,3,,5059,5082
10.0.2.16 31.13.80.48 54840 5222,2869448902,2869448905,2869448985,2869448987,2869449006,2869449010,,,54840,0x4603,2,29,2,4,,3975,4004
31.13.80.48 10.0.2.16 5222 54840,2869449090,2869449122,2869449159,2869449161,2869449179,2869449182,,,5222,0x4f6c,2,52,2,3,,3577,3629
31.13.80.48 10.0.2.16 443 58920,2869449598,2869449603,2869449681,2869449684,2869449704,2869449707,,,443,0x63fa,2,96,3,3,,2881,2977
10.0.2.16 31.13.80.48 47976 443,2869449778,2869449781,2869449856,2869449859,2869449877,2869449880,,,47976,0x7fa9,2,69,3,3,,2626,2695
10.0.2.16 31.13.80.48 60290 5222,2869451303,2869451309,2869451385,2869451389,2869451407,2869451410,,,60290,0x64d2,2,40,4,3,,5646,5686
10.0.2.16 31.13.80.48 48812 5222,2869451649,2869451660,2869451727,2869451731,2869451749,2869451752,,,48812,0x4afa,2,18,4,3,,3961,3979
31.13.80.48 10.0.2.16 5222 48812,2869451988,2869452006,2869452064,2869452067,2869452085,2869452088,,,5222,0x6e65,2,45,3,3,,3579,3624
10.0.2.16 31.13.80.48 35470 5222,2869452326,2869452355,2869452403,2869452405,2869452423,2869452426,,,35470,0x5f74,2,48,2,3,,2974,3022
31.13.80.48 10.0.2.16 5222 35470,2869452662,2869452665,2869452744,2869452749,2869452767,2869452771,,,5222,0x6327,2,58,5,4,,2581,2639
10.0.2.16 31.13.80.48 39868 443,2869453513,2869453516,2869453604,2869453608,2869453628,2869453631,,,39868,0x12ab,2,45,4,3,,4560,4605
10.0.2.16 31.13.80.48 41566 5222,2869454536,2869454539,2869454617,2869454620,2869454638,2869454641,,,41566,0x3d40,2,58,3,3,,3724,3782
31.13.80.48 10.0.2.16 5222 41566,2869455041,2869455045,2869455121,2869455124,2869455141,2869455144,,,5222,0x784a,2,108,3,3,,3350,3458
10.0.2.16 31.13.80.48 56588 5222,2869455751,2869455783,2869455804,2869455807,2869455825,2869455828,,,56588,0x2cf0,2,61,3,3,,6808,6869
31.13.80.48 10.0.2.16 5222 56446,2869455970,2869456062,2869456141,2869456147,2869456165,2869456172,,,5222,0x7062,2,51,6,7,,6488,6539
10.0.2.16 31.13.80.53 52864 443,2869456496,2869456608,2869456688,2869456696,2869456714,2869456720,,,52864,0x5175,2,128,8,6,,2526,2654
31.13.80.48 10.0.2.16 5222 45966,2869456956,2869456990,2869457032,2869457034,2869457052,2869457055,,,5222,0x715a,2,63,2,3,,4253,4316
10.0.2.16 31.13.80.48 58360 443,2869457452,2869457455,2869457533,2869457536,2869457561,2869457565,,,58360,0x443d,2,31,3,4,,3814,3845
31.13.80.48 10.0.2.16 443 58360,2869457797,2869457802,2869457881,2869457885,2869457904,2869457907,,,443,0x3a9a,2,110,4,3,,3400,3510
31.13.80.48 10.0.2.16 5222 58364,2869458138,2869458142,2869458219,2869458224,2869458242,2869458247,,,5222,0x4fe0,2,55,5,5,,7894,7949
10.0.2.16 31.13.80.48 57746 5222,2869459177,2869459208,2869459233,2869459236,2869459254,2869459257,,,57746,0x3927,2,43,3,3,,5858,5901
31.13.80.48 10.0.2.16 443 36978,2869459828,2869459831,2869459907,2869459911,2869459928,2869459933,,,443,0x14cc,2,77,4,5,,2288,2365
10.0.2.16 31.13.80.48 39132 443,2869460014,2869460049,2869460082,2869460085,2869460102,2869460105,,,39132,0x19b4,2,21,3,3,,4595,4616
31.13.80.48 10.0.2.16 5222 48526,2869460690,2869460712,2869460766,2869460771,2869460788,2869460793,,,5222,0x4e7d,2,29,5,5,,7231,7260
10.0.2.16 31.13.80.48 48526 5222,2869461384,2869461413,2869461435,2869461439,2869461457,2869461461,,,48526,0x3d83,2,18,4,4,,6840,6858
10.0.2.16 31.13.80.48 46886 443,2869462095,2869462196,2869462278,2869462283,2869462302,2869462307,,,46886,0x4b05,2,19,5,5,,3872,3891
31.13.80.48 10.0.2.16 443 46886,2869462594,2869462705,2869462785,2869462788,2869462806,2869462810,,,443,0x28a0,2,20,3,4,,3503,3523
31.13.80.48 10.0.2.16 5222 60158,2869463204,2869463207,2869463283,2869463287,2869463305,2869463310,,,5222,0x24c2,2,83,4,5,,3379,3462
10.0.2.16 31.13.80.48 60158 5222,2869463543,2869463546,2869463624,2869463627,2869463646,2869463649,,,60158,0x5ee8,2,17,3,3,,3001,3018
10.0.2.16 31.13.80.48 37226 443,2869463787,2869463882,2869463961,2869463964,2869463981,2869463984,,,37226,0x4bf4,2,59,3,3,,2673,2732
31.13.80.48 10.0.2.16 443 37226,2869464111,2869464216,2869464295,2869464300,2869464318,2869464321,,,443,0x25f6,2,55,5,3,,2298,2353
31.13.80.48 10.0.2.16 5222 33710,2869465416,2869465426,2869465493,2869465498,2869465517,2869465523,,,5222,0x5be9,2,60,5,6,,3182,3242
10.0.2.16 31.13.80.48 52548 443,2869465765,2869465769,2869465846,2869465850,2869465870,2869465873,,,52548,0x4967,2,12,4,3,,3815,3827
31.13.80.48 10.0.2.16 443 52548,2869466017,2869466105,2869466183,2869466186,2869466204,2869466207,,,443,0x417d,2,54,3,3,,3412,3466
31.13.80.48 10.0.2.16 5222 42932,2869466329,2869466439,2869466519,2869466524,2869466541,2869466546,,,5222,0x40ff,2,47,5,5,,5309,5356
10.0.2.16 31.13.80.48 42932 5222,2869466616,2869466621,2869466694,2869466696,2869466714,2869466717,,,42932,0x4910,2,86,2,3,,4929,5015
10.0.2.16 31.13.80.48 45082 443,2869466857,2869466952,2869467032,2869467035,2869467052,2869467055,,,45082,0x58cf,2,82,3,3,,2755,2837
31.13.80.48 10.0.2.16 443 45082,2869467004,2869467122,2869467203,2869467206,2869467224,2869467226,,,443,0x7cac,2,34,3,2,,2361,2395
10.0.2.16 31.13.80.48 46228 5222,2869467174,2869467293,2869467372,2869467374,2869467392,2869467394,,,46228,0x6062,2,20,2,2,,3202,3222
31.13.80.48 10.0.2.16 5222 46228,2869467689,2869467793,2869467870,2869467873,2869467891,2869467893,,,5222,0x1766,2,31,3,2,,2796,2827
10.0.2.16 31.13.80.48 32902 443,2869468289,2869468293,2869468370,2869468373,2869468391,2869468394,,,32902,0x7446,2,30,3,3,,2816,2846
10.0.2.16 31.13.80.48 58940 5222,2869469298,2869469328,2869469376,2869469379,2869469397,2869469400,,,58940,0x716e,2,60,3,3,,2621,2681
10.0.2.16 31.13.80.48 38146 5222,2869476214,2869480677,2869480750,2869480756,2869480775,2869480783,,,38146,0x6378,2,69,6,8,,3841,3910
31.13.80.48 10.0.2.16 5222 38146,2869513280,2869513284,2869513364,2869513368,2869513387,2869513393,,,5222,0x40f1,2,6,4,6,,3352,3358
10.0.2.16 31.13.80.48 49670 443,2869513462,2869513466,2869513546,2869513549,2869513568,2869513571,,,49670,0x6fad,2,55,3,3,,2785,2840
31.13.80.48 10.0.2.16 443 33532,2869515585,2869519033,2869519046,2869519051,2869519069,2869519076,,,443,0x4b27,2,33,5,7,,4381,4414
31.13.80.48 10.0.2.16 443 34294,2869563009,2869567584,2869567609,2869567617,2869567635,2869567641,,,443,0x5c9a,2,33,8,6,,4072,4105
10.0.2.16 31.13.80.48 34294 443,2869613821,2869613857,2869613888,2869613892,2869613910,2869613916,,,34294,0x3873,2,83,4,6,,3688,3771
31.13.80.48 10.0.2.16 443 49252,2869619264,2869625116,2869625188,2869625195,2869625213,2869625220,,,443,0x6eac,2,23,7,7,,8985,9008
10.0.2.16 31.13.80.48 49252 443,2869731743,2869731750,2869731826,2869731832,2869731850,2869731856,,,49252,0x554d,2,48,6,6,,8605,8653
31.13.80.48 10.0.2.16 5222 33026,2869732731,2869732736,2869732815,2869732821,2869732839,2869732845,,,5222,0x1081,2,28,6,6,,6197,6225
10.0.2.16 31.13.80.48 58544 443,2869737044,2869740325,2869740397,2869740401,2869740419,2869740425,,,58544,0x1c55,2,68,4,6,,2739,2807
