Flow ID,pipeline_0_1_dec,pipeline_0_8_dec,pipeline_1_start_dec,pipeline_1_end_dec,pipeline_2_start_dec,pipeline_2_end_dec,pipeline_3_start_dec,pipeline_3_end_dec,srcPort,flow_id_hex,class_number,delta_0_us,delta_1,delta_2,delta_3,Flow Duration Original,pipeline_flow_duration,,,,,,
10.0.2.16 76.223.92.165 34914 443,702622354,702632337,702632409,702632412,702632430,702632439,,,34914,0x6672,3,85,3,9,,9896,9981,,,,,,
76.223.92.165 10.0.2.16 443 56822,702766424,702774017,702774089,702774098,702774117,702774127,,,443,0x3abd,3,25,9,10,,7536,7561,,,,,,
76.223.92.165 10.0.2.16 443 56836,702765207,702775105,702775176,702775180,702775198,702775203,,,443,0x57d9,3,61,4,5,,9774,9835,,,,,,
76.223.92.165 10.0.2.16 443 37014,702806004,702816052,702816059,702816063,702816082,702816087,,,443,0x4ed4,3,70,4,5,,9977,10047,,,,,,
10.0.2.16 76.223.92.165 47498 443,702898570,702908551,702908557,702908561,702908579,702908586,,,47498,0x1327,3,29,4,7,,9842,9871,,,,,,
10.0.2.16 76.223.92.165 47490 443,702900394,702914732,702914806,702914814,702914832,702914844,,,47490,0x70c1,3,19,8,12,,14162,14181,,,,,,
76.223.92.165 10.0.2.16 443 53864,702978748,702985781,702985790,702985798,702985817,702985826,,,443,0x1f6b,3,81,8,9,,6946,7027,,,,,,
10.0.2.16 76.223.92.165 53862 443,702977190,702987175,702987192,702987196,702987214,702987220,,,53862,0x461a,3,88,4,6,,9905,9993,,,,,,
10.0.2.16 76.223.92.165 53864 443,702979173,702995383,702995397,702995402,702995420,702995430,,,53864,0x378e,3,24,5,10,,16000,16024,,,,,,
76.223.92.165 10.0.2.16 443 40758,703083477,703090636,703090709,703090718,703090737,703090745,,,443,0x6b0b,3,23,9,8,,7083,7106,,,,,,
76.223.92.165 10.0.2.16 443 40762,703082410,703091869,703091941,703091945,703091962,703091970,,,443,0x496f,3,21,4,8,,9340,9361,,,,,,
76.223.92.165 10.0.2.16 443 60104,703140654,703147670,703147742,703147747,703147766,703147773,,,443,0x17ee,3,25,5,7,,6881,6906,,,,,,
76.223.92.165 10.0.2.16 443 60120,703139594,703148593,703148665,703148668,703148686,703148691,,,443,0x666f,3,40,3,5,,8861,8901,,,,,,
10.0.2.16 76.223.92.165 60120 443,703139286,703148955,703148977,703148980,703148998,703149003,,,60120,0x635c,3,98,3,5,,9604,9702,,,,,,
10.0.2.16 76.223.92.165 60104 443,703141002,703157483,703157502,703157508,703157526,703157531,,,60104,0x5261,3,19,6,5,,16241,16260,,,,,,
13.248.212.111 10.0.2.16 443 44820,703239251,703247461,703247534,703247541,703247559,703247568,,,443,0x7760,3,92,7,9,,8123,8215,,,,,,
10.0.2.16 76.223.92.165 41172 443,703237729,703248872,703248923,703248926,703248944,703248949,,,41172,0x5d58,3,23,3,5,,11059,11082,,,,,,
10.0.2.16 13.248.212.111 44820 443,703239627,703252199,703252271,703252276,703252294,703252301,,,44820,0x2e6b,3,20,5,7,,12386,12406,,,,,,
76.223.92.165 10.0.2.16 443 51024,703392103,703399538,703399610,703399619,703399638,703399648,,,443,0x1d23,3,24,9,10,,7393,7417,,,,,,
10.0.2.16 76.223.92.165 51024 443,703392444,703408950,703409022,703409027,703409045,703409054,,,51024,0x3a30,3,29,5,9,,16364,16393,,,,,,
13.248.212.111 10.0.2.16 443 52956,703463187,703470728,703470800,703470804,703470822,703470831,,,443,0x1844,3,31,4,9,,7374,7405,,,,,,
10.0.2.16 13.248.212.111 52956 443,703463591,703474085,703474157,703474162,703474180,703474189,,,52956,0x32e6,3,5,5,9,,10338,10343,,,,,,
13.248.212.111 10.0.2.16 443 52940,703465923,703475776,703475848,703475852,703475870,703475877,,,443,0x69c5,3,62,4,7,,9693,9755,,,,,,
76.223.92.165 10.0.2.16 443 58210,703595614,703603926,703603998,703604004,703604023,703604031,,,443,0x268f,3,102,6,8,,8189,8291,,,,,,
10.0.2.16 76.223.92.165 58210 443,703596034,703610617,703610689,703610696,703610714,703610724,,,58210,0x6309,3,92,7,10,,14372,14464,,,,,,
76.223.92.165 10.0.2.16 443 59474,703674387,703684569,703684622,703684630,703684648,703684659,,,443,0x1f37,3,91,8,11,,10083,10174,,,,,,
76.223.92.165 10.0.2.16 443 59468,703675448,703685339,703685411,703685414,703685431,703685438,,,443,0x7c3c,3,74,3,7,,9801,9875,,,,,,
76.223.92.165 10.0.2.16 443 34204,703755209,703764648,703764720,703764724,703764742,703764749,,,443,0x6ef1,3,23,4,7,,9289,9312,,,,,,
10.0.2.16 76.223.92.165 34204 443,703754892,703765113,703765185,703765189,703765207,703765215,,,34204,0x2c29,3,17,4,8,,10072,10089,,,,,,
76.223.92.165 10.0.2.16 443 38786,703795944,703805216,703805288,703805292,703805310,703805315,,,443,0x3a62,3,33,4,5,,9123,9156,,,,,,
10.0.2.16 76.223.92.165 38786 443,703795642,703805719,703805752,703805755,703805773,703805777,,,38786,0x4307,3,22,3,4,,10020,10042,,,,,,
76.223.92.165 10.0.2.16 443 45082,703838634,703845678,703845697,703845701,703845719,703845725,,,443,0x1897,3,18,4,6,,6949,6967,,,,,,
76.223.92.165 10.0.2.16 443 45068,703837585,703846698,703846770,703846773,703846791,703846794,,,443,0x3824,3,38,3,3,,8982,9020,,,,,,
10.0.2.16 76.223.92.165 45068 443,703837265,703847311,703847382,703847385,703847402,703847405,,,45068,0x64d1,3,93,3,3,,9896,9989,,,,,,
10.0.2.16 76.223.92.165 38412 443,704010351,704020850,704020891,704020910,704020930,704020946,,,38412,0x69d2,3,18,19,16,,10424,10442,,,,,,
76.223.92.165 10.0.2.16 443 38110,704076402,704086614,704086686,704086692,704086709,704086721,,,443,0x5c77,3,25,6,12,,10048,10073,,,,,,
10.0.2.16 13.248.212.111 51302 443,704077833,704094223,704094299,704094306,704094324,704094336,,,51302,0x681f,3,18,7,12,,16189,16207,,,,,,
10.0.2.16 13.248.212.111 35382 443,704197788,704208039,704208079,704208083,704208101,704208106,,,35382,0x5411,3,19,4,5,,10181,10200,,,,,,
10.0.2.16 13.248.212.111 35366 443,704195957,704212784,704212804,704212810,704212828,704212836,,,35366,0x652c,3,15,6,8,,16630,16645,,,,,,
10.0.2.16 13.248.212.111 38342 443,704260806,704271737,704271809,704271813,704271831,704271838,,,38342,0x4059,3,49,4,7,,10719,10768,,,,,,
10.0.2.16 13.248.212.111 38332 443,704262747,704272811,704272884,704272890,704272908,704272917,,,38332,0x7a6f,3,15,6,9,,9888,9903,,,,,,
10.0.2.16 13.248.212.111 36504 443,704527087,704538121,704538136,704538141,704538159,704538166,,,36504,0x5c2b,3,17,5,7,,10916,10933,,,,,,
76.223.92.165 10.0.2.16 443 39662,704706659,704713620,704713693,704713703,704713723,704713737,,,443,0x71d3,3,19,10,14,,6858,6877,,,,,,
76.223.92.165 10.0.2.16 443 39670,704710901,704721659,704721731,704721736,704721755,704721762,,,443,0x43ea,3,27,5,7,,10665,10692,,,,,,
76.223.92.165 10.0.2.16 443 47944,704831223,704838880,704838915,704838922,704838941,704838953,,,443,0x34c7,3,38,7,12,,7571,7609,,,,,,
76.223.92.165 10.0.2.16 443 47956,704830253,704839916,704839988,704839993,704840011,704840017,,,443,0x6722,3,32,5,6,,9605,9637,,,,,,
10.0.2.16 76.223.92.165 47956 443,704829799,704840291,704840299,704840302,704840320,704840324,,,47956,0x175b,3,27,3,4,,10373,10400,,,,,,
13.248.212.111 10.0.2.16 443 53944,705000318,705007556,705007630,705007650,705007670,705007687,,,443,0x5421,3,0,20,17,,7081,7081,,,,,,
10.0.2.16 13.248.212.111 53942 443,704998720,705008967,705009039,705009044,705009062,705009071,,,53942,0x5eb8,3,47,5,9,,10095,10142,,,,,,
10.0.2.16 13.248.212.111 53944 443,705000771,705015466,705015538,705015548,705015567,705015580,,,53944,0x2f2c,3,22,10,13,,14559,14581,,,,,,
13.248.212.111 10.0.2.16 443 37104,705062535,705069709,705069781,705069787,705069806,705069816,,,443,0x3cd6,3,52,6,10,,7088,7140,,,,,,
13.248.212.111 10.0.2.16 443 37102,705061480,705070785,705070858,705070861,705070879,705070884,,,443,0x5fdd,3,24,3,5,,9149,9173,,,,,,
76.223.92.165 10.0.2.16 443 50128,705302739,705310096,705310170,705310184,705310203,705310217,,,443,0x70c5,3,11,14,14,,7253,7264,,,,,,
10.0.2.16 76.223.92.165 50128 443,705303156,705317831,705317903,705317909,705317927,705317938,,,50128,0x5715,3,40,6,11,,14506,14546,,,,,,
13.248.212.111 10.0.2.16 443 36214,705426781,705434159,705434231,705434235,705434254,705434266,,,443,0x1ca1,3,23,4,12,,7310,7333,,,,,,
76.223.92.165 10.0.2.16 443 42908,705425440,705435231,705435304,705435306,705435324,705435329,,,443,0x10d8,3,85,2,5,,9676,9761,,,,,,
10.0.2.16 13.248.212.111 36214 443,705427136,705444424,705444496,705444503,705444520,705444527,,,36214,0x6f9f,3,64,7,7,,17056,17120,,,,,,
13.248.212.111 10.0.2.16 443 35226,705514319,705523414,705523436,705523443,705523462,705523470,,,443,0x7625,3,24,7,8,,9057,9081,,,,,,
10.0.2.16 13.248.212.111 35226 443,705513906,705523833,705523905,705523909,705523928,705523933,,,35226,0x1bc3,3,33,4,5,,9812,9845,,,,,,
13.248.212.111 10.0.2.16 443 40290,705832330,705838670,705838744,705838761,705838781,705838799,,,443,0x4b93,3,61,17,18,,6225,6286,,,,,,
76.223.92.165 10.0.2.16 443 49972,705836451,705845959,705846031,705846036,705846053,705846062,,,443,0x4ee6,3,88,5,9,,9374,9462,,,,,,
10.0.2.16 76.223.92.165 49972 443,705836097,705846577,705846649,705846653,705846671,705846676,,,49972,0x64b5,3,44,4,5,,10341,10385,,,,,,
10.0.2.16 76.223.92.165 45802 443,706076162,706081627,706081636,706081640,706081658,706081664,,,45802,0x26fd,3,31,4,6,,5385,5416,,,,,,
10.0.2.16 76.223.92.165 45816 443,706070274,706084433,706084506,706084515,706084533,706084545,,,45816,0x3441,3,31,9,12,,13969,14000,,,,,,
13.248.212.111 10.0.2.16 443 34880,706110658,706117731,706117803,706117809,706117827,706117833,,,443,0x4b0c,3,55,6,6,,6978,7033,,,,,,
13.248.212.111 10.0.2.16 443 34886,706109597,706118806,706118878,706118881,706118898,706118906,,,443,0x1a3e,3,9,3,8,,9082,9091,,,,,,
10.0.2.16 13.248.212.111 34886 443,706108991,706119147,706119188,706119191,706119209,706119214,,,34886,0x7c4d,3,65,3,5,,10044,10109,,,,,,
10.0.2.16 13.248.212.111 46436 443,706201501,706212588,706212659,706212662,706212681,706212688,,,46436,0x4578,3,56,3,7,,10916,10972,,,,,,
13.248.212.111 10.0.2.16 443 46436,706201140,706212965,706212971,706212975,706212993,706213000,,,443,0x4cb0,3,21,4,7,,11683,11704,,,,,,
76.223.92.165 10.0.2.16 443 48402,706341472,706348678,706348751,706348764,706348783,706348795,,,443,0x17fc,3,25,13,12,,7148,7173,,,,,,
76.223.92.165 10.0.2.16 443 48400,706340422,706349956,706349986,706349990,706350007,706350015,,,443,0x2712,3,78,4,8,,9445,9523,,,,,,
10.0.2.16 76.223.92.165 48402 443,706341922,706360127,706360199,706360207,706360225,706360231,,,48402,0x2cd9,3,29,8,6,,17995,18024,,,,,,
13.248.212.111 10.0.2.16 443 45448,706435766,706443088,706443146,706443154,706443173,706443180,,,443,0x2634,3,11,8,7,,7215,7226,,,,,,
10.0.2.16 13.248.212.111 45462 443,706433326,706443412,706443462,706443465,706443483,706443489,,,45462,0x718d,3,7,3,6,,9948,9955,,,,,,
13.248.212.111 10.0.2.16 443 45462,706432781,706443849,706443921,706443925,706443942,706443949,,,443,0x453f,3,24,4,7,,10868,10892,,,,,,
10.0.2.16 13.248.212.111 45448 443,706436177,706453206,706453239,706453245,706453262,706453268,,,45448,0x3124,3,23,6,6,,16788,16811,,,,,,
76.223.92.165 10.0.2.16 443 45706,706797909,706807163,706807238,706807257,706807277,706807295,,,443,0x6318,3,80,19,18,,9089,9169,,,,,,
10.0.2.16 76.223.92.165 45706 443,706797555,706807523,706807578,706807586,706807604,706807617,,,45706,0x6d91,3,46,8,13,,9843,9889,,,,,,
13.248.212.111 10.0.2.16 443 47588,706798611,706808938,706808949,706808953,706808971,706808982,,,443,0x7999,3,65,4,11,,10179,10244,,,,,,
10.0.2.16 13.248.212.111 47588 443,706798310,706809341,706809412,706809417,706809435,706809446,,,47588,0x1698,3,53,5,11,,10921,10974,,,,,,
76.223.92.165 10.0.2.16 443 50302,706986868,706995121,706995194,706995211,706995232,706995248,,,443,0x1f5f,3,23,17,16,,8149,8172,,,,,,
76.223.92.165 10.0.2.16 443 50290,706985813,706996208,706996279,706996285,706996303,706996314,,,443,0x3d3b,3,23,6,11,,10231,10254,,,,,,
10.0.2.16 76.223.92.165 50290 443,706985404,706996591,706996595,706996599,706996617,706996627,,,50290,0x4d49,3,75,4,10,,11030,11105,,,,,,
10.0.2.16 76.223.92.165 50302 443,706987318,707002087,707002158,707002166,707002184,707002195,,,50302,0x1f5c,3,60,8,11,,14575,14635,,,,,,
10.0.2.16 76.223.92.165 38948 443,707145589,707153578,707153591,707153604,707153623,707153638,,,38948,0x566d,3,47,13,15,,7716,7763,,,,,,
76.223.92.165 10.0.2.16 443 38948,707145248,707154453,707154523,707154531,707154548,707154558,,,443,0x4e8f,3,24,8,10,,8480,8504,,,,,,
76.223.92.165 10.0.2.16 443 38954,707144198,707155527,707155590,707155593,707155611,707155616,,,443,0x5c05,3,19,3,5,,10596,10615,,,,,,
13.248.212.111 10.0.2.16 443 52206,707467592,707474990,707475024,707475037,707475056,707475068,,,443,0x2e35,3,0,13,12,,7333,7333,,,,,,
13.248.212.111 10.0.2.16 443 52220,707466540,707476061,707476100,707476104,707476122,707476128,,,443,0x6f5a,3,22,4,6,,9388,9410,,,,,,
10.0.2.16 13.248.212.111 52220 443,707466150,707476488,707476559,707476563,707476582,707476589,,,52220,0x1009,3,28,4,7,,10150,10178,,,,,,
13.248.212.111 10.0.2.16 443 52228,707591200,707599331,707599392,707599404,707599424,707599438,,,443,0x6677,3,54,12,14,,8093,8147,,,,,,
10.0.2.16 13.248.212.111 52228 443,707591510,707601627,707601670,707601677,707601696,707601706,,,52228,0x24e8,3,14,7,10,,9984,9998,,,,,,
13.248.212.111 10.0.2.16 443 52236,707593004,707603420,707603492,707603496,707603514,707603522,,,443,0x25cf,3,32,4,8,,10282,10314,,,,,,
13.248.212.111 10.0.2.16 443 56380,707692743,707697467,707697473,707697482,707697501,707697515,,,443,0x7023,3,24,9,14,,4685,4709,,,,,,
13.248.212.111 10.0.2.16 443 56382,707698209,707704497,707704570,707704575,707704593,707704601,,,443,0x40cd,3,94,5,8,,6167,6261,,,,,,
10.0.2.16 13.248.212.111 56382 443,707697877,707704858,707704886,707704890,707704908,707704916,,,56382,0x3cb3,3,60,4,8,,6967,7027,,,,,,
10.0.2.16 13.248.212.111 56380 443,707693195,707708589,707708661,707708667,707708686,707708694,,,56380,0x1f32,3,17,6,8,,15193,15210,,,,,,
10.0.2.16 76.223.92.165 49724 443,707796676,707805599,707805648,707805653,707805671,707805679,,,49724,0x152d,3,27,5,8,,8875,8902,,,,,,
10.0.2.16 13.248.212.111 34990 443,707799877,707816607,707816638,707816646,707816664,707816671,,,34990,0x1df8,3,18,8,7,,16501,16519,,,,,,
10.0.2.16 13.248.212.111 57168 443,707847675,707852837,707852889,707852895,707852913,707852922,,,57168,0x4638,3,8,6,9,,5154,5162,,,,,,
10.0.2.16 13.248.212.111 53478 443,707917658,707925311,707925386,707925400,707925421,707925434,,,53478,0x626f,3,34,14,13,,7553,7587,,,,,,
76.223.92.165 10.0.2.16 443 49842,708101544,708109248,708109267,708109273,708109292,708109301,,,443,0x662e,3,14,6,9,,7604,7618,,,,,,
10.0.2.16 76.223.92.165 49846 443,708099893,708110753,708110798,708110801,708110819,708110825,,,49846,0x1c75,3,19,3,6,,10719,10738,,,,,,
10.0.2.16 76.223.92.165 49842 443,708101954,708116736,708116806,708116812,708116831,708116840,,,49842,0x2d86,3,4,6,9,,14529,14533,,,,,,
76.223.92.165 10.0.2.16 443 54994,708201232,708210306,708210354,708210358,708210376,708210381,,,443,0x1358,3,12,4,5,,9006,9018,,,,,,
10.0.2.16 76.223.92.165 54994 443,708200782,708210890,708210961,708210964,708210982,708210989,,,54994,0x3f7a,3,20,3,7,,9944,9964,,,,,,
10.0.2.16 76.223.92.165 55004 443,708200028,708212396,708212467,708212472,708212490,708212498,,,55004,0x4eee,3,96,5,8,,12158,12254,,,,,,
13.248.212.111 10.0.2.16 443 33412,708272713,708277246,708277288,708277293,708277312,708277319,,,443,0x3e15,3,67,5,7,,4489,4556,,,,,,
10.0.2.16 13.248.212.111 33412 443,708273163,708289566,708289637,708289644,708289662,708289670,,,33412,0x25dc,3,8,7,8,,16150,16158,,,,,,
13.248.212.111 10.0.2.16 443 52720,708306988,708315100,708315171,708315175,708315193,708315199,,,443,0x2ad6,3,27,4,6,,8053,8080,,,,,,
10.0.2.16 13.248.212.111 52720 443,708306537,708315559,708315631,708315635,708315653,708315658,,,52720,0x340b,3,22,4,5,,8876,8898,,,,,,
13.248.212.111 10.0.2.16 443 52708,708310744,708330818,708330822,708330825,708330843,708330850,,,443,0x3a8b,3,56,3,7,,19833,19889,,,,,,
76.223.92.165 10.0.2.16 443 46990,708466752,708478289,708478328,708478338,708478357,708478369,,,443,0x16d8,3,7,10,12,,11414,11421,,,,,,
10.0.2.16 76.223.92.165 46980 443,708463248,708481473,708481508,708481514,708481532,708481543,,,46980,0x2a61,3,23,6,11,,18037,18060,,,,,,
76.223.92.165 10.0.2.16 443 46980,708463687,708481903,708481974,708481978,708481996,708482002,,,443,0x658e,3,11,4,6,,18000,18011,,,,,,
10.0.2.16 76.223.92.165 37988 443,708467767,708490683,708490685,708490687,708490705,708490712,,,37988,0x1355,3,7,2,7,,22684,22691,,,,,,
76.223.92.165 10.0.2.16 443 53272,708700856,708723741,708723746,708723752,708723769,708723780,,,443,0x3b1b,3,14,6,11,,22577,22591,,,,,,
10.0.2.16 76.223.92.165 53272 443,708700377,708724139,708724210,708724213,708724231,708724239,,,53272,0x1fd2,3,22,3,8,,23486,23508,,,,,,
76.223.92.165 10.0.2.16 443 48508,708893155,708903358,708903432,708903449,708903470,708903486,,,443,0x2070,3,23,17,16,,10021,10044,,,,,,
76.223.92.165 10.0.2.16 443 58428,708897196,708910623,708910694,708910698,708910717,708910726,,,443,0x676b,3,16,4,9,,13190,13206,,,,,,
76.223.92.165 10.0.2.16 443 58418,708894758,708911837,708911908,708911911,708911929,708911936,,,443,0x75e1,3,63,3,7,,16785,16848,,,,,,
10.0.2.16 76.223.92.165 58418 443,708894371,708912180,708912217,708912220,708912238,708912243,,,58418,0x69ba,3,25,3,5,,17564,17589,,,,,,
10.0.2.16 76.223.92.165 58428 443,708897646,708922060,708922132,708922140,708922158,708922168,,,58428,0x182e,3,41,8,10,,24102,24143,,,,,,
13.248.212.111 10.0.2.16 443 55202,709033524,709046129,709046201,709046210,709046230,709046241,,,443,0x42ea,3,66,9,11,,12472,12538,,,,,,
10.0.2.16 13.248.212.111 55218 443,709030442,709047536,709047588,709047592,709047610,709047615,,,55218,0x592f,3,11,4,5,,16855,16866,,,,,,
13.248.212.111 10.0.2.16 443 37810,709102892,709118082,709118140,709118143,709118161,709118168,,,443,0x39c8,3,33,3,7,,15052,15085,,,,,,
13.248.212.111 10.0.2.16 443 45166,709235518,709240929,709241001,709241011,709241030,709241041,,,443,0x2bfa,3,2,10,11,,5331,5333,,,,,,
10.0.2.16 13.248.212.111 45166 443,709235122,709241280,709241324,709241329,709241347,709241355,,,45166,0x337b,3,55,5,8,,6095,6150,,,,,,
10.0.2.16 76.223.92.165 58126 443,709242017,709251670,709251693,709251700,709251718,709251729,,,58126,0x7a70,3,45,7,11,,9575,9620,,,,,,
76.223.92.165 10.0.2.16 443 58126,709241596,709252091,709252163,709252166,709252184,709252192,,,443,0x21ed,3,43,3,8,,10354,10397,,,,,,
10.0.2.16 76.223.92.165 48482 443,709673279,709685855,709685930,709685949,709685968,709685989,,,48482,0x5688,3,23,19,21,,12361,12384,,,,,,
76.223.92.165 10.0.2.16 443 48488,709672964,709688807,709688846,709688850,709688868,709688878,,,443,0x302d,3,22,4,10,,15666,15688,,,,,,
10.0.2.16 76.223.92.165 48488 443,709672651,709689239,709689310,709689315,709689333,709689341,,,48488,0x16ef,3,87,5,8,,16443,16530,,,,,,
13.248.212.111 10.0.2.16 443 48628,709835555,709846844,709846881,709846892,709846911,709846923,,,443,0x1f07,3,3,11,12,,11159,11162,,,,,,
76.223.92.165 10.0.2.16 443 56064,709840074,709851369,709851440,709851444,709851462,709851470,,,443,0x2219,3,14,4,8,,11118,11132,,,,,,
10.0.2.16 76.223.92.165 56056 443,709838406,709853788,709853859,709853864,709853882,709853892,,,56056,0x7149,3,23,5,10,,15122,15145,,,,,,
10.0.2.16 76.223.92.165 56064 443,709840505,709867300,709867371,709867377,709867395,709867406,,,56064,0x33bf,3,28,6,11,,26468,26496,,,,,,
10.0.2.16 13.248.212.111 35200 443,709985274,709997606,709997680,709997698,709997719,709997735,,,35200,0x6a99,3,82,18,16,,12191,12273,,,,,,
76.223.92.165 10.0.2.16 443 39404,709987117,710007942,710007948,710007951,710007969,710007975,,,443,0x32c9,3,21,3,6,,20606,20627,,,,,,
10.0.2.16 76.223.92.165 39404 443,709986779,710008337,710008406,710008409,710008427,710008433,,,39404,0x312d,3,94,3,6,,21405,21499,,,,,,
13.248.212.111 10.0.2.16 443 34946,710056577,710067995,710068067,710068072,710068090,710068098,,,443,0x471f,3,27,5,8,,11200,11227,,,,,,
10.0.2.16 13.248.212.111 34946 443,710056185,710068307,710068379,710068382,710068400,710068407,,,34946,0x5b66,3,67,3,7,,11946,12013,,,,,,
76.223.92.165 10.0.2.16 443 46686,710060804,710077768,710077839,710077843,710077861,710077866,,,443,0x58a7,3,98,4,5,,16701,16799,,,,,,
13.248.212.111 10.0.2.16 443 34942,710065446,710080639,710080711,710080713,710080731,710080737,,,443,0x4b05,3,31,2,6,,14913,14944,,,,,,
10.0.2.16 13.248.212.111 34942 443,710065893,710083241,710083289,710083294,710083312,710083320,,,34942,0x3a1d,3,26,5,8,,17171,17197,,,,,,
76.223.92.165 10.0.2.16 443 45726,710351409,710362521,710362593,710362599,710362617,710362627,,,443,0x7345,3,37,6,10,,10938,10975,,,,,,
10.0.2.16 76.223.92.165 45726 443,710351072,710362868,710362909,710362913,710362931,710362940,,,45726,0x6d5f,3,2,4,9,,11717,11719,,,,,,
10.0.2.16 76.223.92.165 45716 443,710352887,710363184,710363222,710363228,710363246,710363256,,,45716,0x2d38,3,74,6,10,,10177,10251,,,,,,
10.0.2.16 13.248.212.111 36712 443,710414973,710423838,710423910,710423914,710423933,710423938,,,36712,0x7d3b,3,70,4,5,,8679,8749,,,,,,
76.223.92.165 10.0.2.16 443 33200,710418144,710430909,710430980,710430983,710431002,710431009,,,443,0x3888,3,55,3,7,,12532,12587,,,,,,
10.0.2.16 76.223.92.165 33200 443,710418560,710434257,710434294,710434299,710434316,710434323,,,33200,0x4ead,3,23,5,7,,15505,15528,,,,,,
76.223.92.165 10.0.2.16 443 33208,710431529,710440267,710440328,710440333,710440350,710440358,,,443,0x7b30,3,8,5,8,,8636,8644,,,,,,
10.0.2.16 76.223.92.165 33208 443,710431219,710440719,710440791,710440793,710440811,710440818,,,33208,0x2d4b,3,5,2,7,,9387,9392,,,,,,
13.248.212.111 10.0.2.16 443 36570,710487609,710504720,710504791,710504794,710504812,710504815,,,443,0x54ca,3,97,3,3,,16840,16937,,,,,,
13.248.212.111 10.0.2.16 443 36554,710485936,710507747,710507799,710507803,710507820,710507830,,,443,0x254b,3,50,4,10,,21503,21553,,,,,,
10.0.2.16 13.248.212.111 36554 443,710486359,710509987,710510058,710510063,710510081,710510092,,,36554,0x1170,3,37,5,11,,23263,23300,,,,,,
76.223.92.165 10.0.2.16 443 41102,710497930,710514860,710514878,710514882,710514900,710514905,,,443,0x355c,3,18,4,5,,16735,16753,,,,,,
76.223.92.165 10.0.2.16 443 51862,710574562,710589269,710589342,710589351,710589370,710589380,,,443,0x3c3f,3,17,9,10,,14608,14625,,,,,,
76.223.92.165 10.0.2.16 443 58470,710585965,710601196,710601268,710601273,710601291,710601299,,,443,0x23b8,3,20,5,8,,15107,15127,,,,,,
10.0.2.16 76.223.92.165 51864 443,710578225,710601822,710601891,710601895,710601912,710601917,,,51864,0x47af,3,22,4,5,,23363,23385,,,,,,
10.0.2.16 76.223.92.165 58470 443,710586277,710603181,710603252,710603258,710603276,710603283,,,58470,0x3693,3,26,6,7,,16671,16697,,,,,,
76.223.92.165 10.0.2.16 443 44256,710768966,710781198,710781269,710781279,710781298,710781307,,,443,0x4d00,3,1,10,9,,12054,12055,,,,,,
10.0.2.16 76.223.92.165 44256 443,710768603,710781517,710781589,710781593,710781611,710781618,,,44256,0x53c2,3,24,4,7,,12810,12834,,,,,,
13.248.212.111 10.0.2.16 443 39766,710773252,710791878,710791950,710791953,710791971,710791978,,,443,0x5f24,3,50,3,7,,18030,18080,,,,,,
10.0.2.16 13.248.212.111 39766 443,710773704,710809197,710809209,710809215,710809233,710809240,,,39766,0x7089,3,10,6,7,,34974,34984,,,,,,
13.248.212.111 10.0.2.16 443 52160,710834531,710852246,710852318,710852321,710852339,710852344,,,443,0x5fbd,3,19,3,5,,17529,17548,,,,,,
10.0.2.16 13.248.212.111 52146 443,710831396,710855111,710855182,710855185,710855203,710855208,,,52146,0x3e7a,3,80,3,5,,23447,23527,,,,,,
10.0.2.16 13.248.212.111 52160 443,710834981,710863850,710863887,710863892,710863910,710863916,,,52160,0x67aa,3,30,5,6,,28641,28671,,,,,,
13.248.212.111 10.0.2.16 443 59184,710923622,710933998,710934051,710934063,710934084,710934096,,,443,0x30cd,3,10,12,12,,10235,10245,,,,,,
13.248.212.111 10.0.2.16 443 52680,710921569,710937476,710937547,710937551,710937568,710937574,,,443,0x7bed,3,13,4,6,,15681,15694,,,,,,
10.0.2.16 13.248.212.111 59184 443,710923018,710948005,710948072,710948077,710948095,710948105,,,59184,0x350f,3,21,5,10,,24673,24694,,,,,,
13.248.212.111 10.0.2.16 443 59182,710927978,710949814,710949886,710949889,710949906,710949910,,,443,0x53c6,3,11,3,4,,21566,21577,,,,,,
13.248.212.111 10.0.2.16 443 51958,711294732,711309822,711309896,711309914,711309934,711309954,,,443,0x1f0f,3,31,18,20,,14869,14900,,,,,,
13.248.212.111 10.0.2.16 443 51968,711292159,711311522,711311592,711311598,711311616,711311628,,,443,0x6340,3,22,6,12,,19126,19148,,,,,,
10.0.2.16 13.248.212.111 51958 443,711295120,711333149,711333221,711333229,711333247,711333259,,,51958,0x4210,3,9,8,12,,37505,37514,,,,,,
13.248.212.111 10.0.2.16 443 34490,711365317,711383383,711383390,711383397,711383415,711383424,,,443,0x2903,3,20,7,9,,17877,17897,,,,,,
13.248.212.111 10.0.2.16 443 34484,711362501,711385884,711385955,711385958,711385976,711385983,,,443,0x3b89,3,63,3,7,,23046,23109,,,,,,
10.0.2.16 13.248.212.111 44096 443,711452710,711477962,711478033,711478039,711478058,711478066,,,44096,0x3131,3,0,6,8,,24887,24887,,,,,,
13.248.212.111 10.0.2.16 443 53708,712014627,712022476,712022547,712022556,712022574,712022586,,,443,0x128e,3,35,9,12,,7723,7758,,,,,,
76.223.92.165 10.0.2.16 443 46878,712021081,712032578,712032650,712032655,712032673,712032683,,,443,0x1da0,3,17,5,10,,11317,11334,,,,,,
10.0.2.16 76.223.92.165 46878 443,712020480,712033054,712033116,712033121,712033139,712033147,,,46878,0x1204,3,9,5,8,,12412,12421,,,,,,
