Flow ID,pipeline_0_1_dec,pipeline_0_8_dec,pipeline_1_start_dec,pipeline_1_end_dec,pipeline_2_start_dec,pipeline_2_end_dec,pipeline_3_start_dec,pipeline_3_end_dec,srcPort,flow_id_hex,class_number,delta_0_us,delta_1,delta_2,delta_3,Flow Duration Original,pipeline_flow_duration
10.0.2.16 31.13.80.8 58102 443,407021271,407024316,407024368,407024373,407024391,407024398,,,58102,0x4f20,5,90,5,7,,3050,3140
31.13.80.8 10.0.2.16 443 58102,407030354,407030475,407030549,407030552,407030570,407030575,,,443,0x1457,5,10,3,5,,3346,3356
10.0.2.16 31.13.80.8 34698 443,407030669,407032461,407032492,407032494,407032512,407032516,,,34698,0x2acd,5,49,2,4,,10203,10252
31.13.80.34 10.0.2.16 443 56028,407168523,407168609,407168683,407168691,407168709,407168716,,,443,0x5a4a,5,36,8,7,,2510,2546
31.13.80.34 10.0.2.16 443 40482,407173808,407173825,407173889,407173896,407173915,407173921,,,443,0x6c1d,5,95,7,6,,4959,5054
10.0.2.16 31.13.80.8 57684 443,407176829,407180744,407180815,407180821,407180839,407180851,,,57684,0x7166,5,4,6,12,,3846,3850
31.13.80.8 10.0.2.16 443 57684,407187790,407187902,407187979,407187983,407188001,407188006,,,443,0x4eb6,5,13,4,5,,3982,3995
10.0.2.16 31.13.80.8 42944 443,407224543,407224641,407224715,407224721,407224739,407224747,,,42944,0x4e59,5,27,6,8,,4286,4313
31.13.80.8 10.0.2.16 443 42944,407224796,407224800,407224874,407224877,407224895,407224899,,,443,0x5e46,5,10,3,4,,4436,4446
31.13.80.34 10.0.2.16 443 38800,407225566,407225599,407225637,407225640,407225661,407225665,,,443,0x6f45,5,22,3,4,,5566,5588
10.0.2.16 31.13.80.34 38800 443,407226022,407226055,407226081,407226086,407226104,407226111,,,38800,0x3d10,5,74,5,7,,5580,5654
10.0.2.16 31.13.80.34 49042 443,407226459,407226463,407226541,407226547,407226566,407226574,,,49042,0x5b40,5,26,6,8,,5803,5829
31.13.80.8 10.0.2.16 443 47600,407227414,407227510,407227586,407227589,407227607,407227610,,,443,0x348d,5,62,3,3,,7056,7118
10.0.2.16 31.13.80.34 35972 443,407228784,407228874,407228948,407228953,407228971,407228977,,,35972,0x3ee2,5,16,5,6,,4782,4798
31.13.80.34 10.0.2.16 443 35972,407229058,407229098,407229106,407229108,407229127,407229130,,,443,0x134c,5,29,2,3,,4409,4438
10.0.2.16 31.13.80.8 50802 443,407229980,407230076,407230157,407230163,407230181,407230189,,,50802,0x68e2,5,24,6,8,,3366,3390
31.13.80.34 10.0.2.16 443 60918,407230239,407230243,407230327,407230331,407230350,407230354,,,443,0x6744,5,20,4,4,,19299,19319
10.0.2.16 31.13.80.34 50890 443,407231145,407231165,407231223,407231226,407231246,407231250,,,50890,0x7c80,5,33,3,4,,2943,2976
10.0.2.16 31.13.80.8 42550 443,407232241,407232336,407232413,407232417,407232434,407232439,,,42550,0x7d3b,5,62,4,5,,4174,4236
10.0.2.16 31.13.80.8 52306 443,407232724,407232806,407232887,407232892,407232910,407232916,,,52306,0x10a1,5,72,5,6,,2570,2642
31.13.80.34 10.0.2.16 443 43038,407232966,407232970,407233046,407233051,407233069,407233074,,,443,0x72a3,5,8,5,5,,25641,25649
10.0.2.16 31.13.80.8 56794 443,407235032,407235036,407235117,407235122,407235141,407235147,,,56794,0x558c,5,9,5,6,,11474,11483
31.13.80.8 10.0.2.16 443 56794,407235094,407235197,407235279,407235285,407235303,407235312,,,443,0x20a4,5,17,6,9,,11817,11834
10.0.2.16 31.13.80.34 55374 443,407235433,407235510,407235590,407235595,407235613,407235620,,,55374,0x3114,5,30,5,7,,22095,22125
10.0.2.16 31.13.80.8 35522 443,407235671,407235727,407235747,407235750,407235768,407235772,,,35522,0x1e6d,5,3,3,4,,3995,3998
10.0.2.16 31.13.80.8 50852 443,407235971,407235974,407236049,407236054,407236071,407236075,,,50852,0x5d75,5,11,5,4,,12786,12797
10.0.2.16 31.13.80.34 44650 443,407236124,407236127,407236204,407236209,407236228,407236233,,,44650,0x643c,5,40,5,5,,13472,13512
31.13.80.34 10.0.2.16 443 44650,407236286,407236302,407236365,407236368,407236385,407236389,,,443,0x2010,5,28,3,4,,14135,14163
10.0.2.16 31.13.80.8 38508 443,407237065,407237091,407237145,407237147,407237165,407237168,,,38508,0x5518,5,18,2,3,,2996,3014
31.13.80.8 10.0.2.16 443 38508,407237137,407237219,407237300,407237304,407237322,407237325,,,443,0x2f6b,5,21,4,3,,3140,3161
10.0.2.16 31.13.80.8 37302 443,407237254,407237281,407237302,407237304,407237324,407237327,,,37302,0x56f3,5,27,2,3,,9265,9292
31.13.80.8 10.0.2.16 443 37302,407237376,407237380,407237457,407237459,407237477,407237479,,,443,0x75aa,5,13,2,2,,9472,9485
31.13.80.34 10.0.2.16 443 34924,407237530,407237533,407237612,407237615,407237637,407237642,,,443,0x1814,5,76,3,5,,3034,3110
10.0.2.16 31.13.80.34 34924 443,407237749,407237837,407237915,407237920,407237938,407237943,,,34924,0x7b4d,5,56,5,5,,3036,3092
10.0.2.16 31.13.80.8 38518 443,407237998,407238136,407238215,407238219,407238237,407238241,,,38518,0x2442,5,42,4,4,,10689,10731
31.13.80.8 10.0.2.16 443 38518,407238141,407238198,407238217,407238220,407238239,407238242,,,443,0x2dbc,5,46,3,3,,11067,11113
10.0.2.16 31.13.80.34 54162 443,407239010,407239100,407239181,407239187,407239205,407239210,,,54162,0x3a52,5,19,6,5,,9874,9893
10.0.2.16 31.13.80.8 34020 443,407239710,407239724,407239787,407239790,407239807,407239811,,,34020,0x5046,5,27,3,4,,2356,2383
31.13.80.34 10.0.2.16 443 36474,407240009,407240012,407240087,407240090,407240108,407240112,,,443,0x5f4f,5,13,3,4,,5739,5752
10.0.2.16 31.13.80.34 36474 443,407240182,407240205,407240244,407240248,407240266,407240271,,,36474,0x2e15,5,21,4,5,,5345,5366
10.0.2.16 31.13.80.8 34142 443,407240349,407240378,407240401,407240403,407240421,407240423,,,34142,0x6ed6,5,63,2,2,,6121,6184
31.13.80.8 10.0.2.16 443 42830,407241785,407241814,407241819,407241821,407241840,407241845,,,443,0x3635,5,63,2,5,,11605,11668
10.0.2.16 31.13.80.8 42830 443,407241734,407241757,407241817,407241821,407241839,407241843,,,42830,0x76f2,5,10,4,4,,11325,11335
31.13.80.34 10.0.2.16 443 48310,407320059,407320088,407320139,407320143,407320163,407320166,,,443,0x7890,5,78,4,3,,3721,3799
10.0.2.16 31.13.80.34 48310 443,407320519,407320576,407320579,407320584,407320602,407320608,,,48310,0x3e4b,5,72,5,6,,3725,3797
31.13.80.34 10.0.2.16 443 57274,407321394,407321399,407321475,407321477,407321495,407321499,,,443,0x3a62,5,49,2,4,,4556,4605
10.0.2.16 31.13.80.8 45904 443,407495780,407495810,407495816,407495825,407495843,407495855,,,45904,0x6fcb,5,45,9,12,,4712,4757
10.0.2.16 31.13.80.34 59860 443,407498473,407498477,407498557,407498567,407498585,407498593,,,59860,0x1d91,5,28,10,8,,18818,18846
10.0.2.16 31.13.80.8 47108 443,407500650,407504898,407504969,407504975,407504993,407505001,,,47108,0x4e54,5,1,6,8,,4245,4246
31.13.80.8 10.0.2.16 443 47108,407509034,407509066,407509114,407509118,407509136,407509140,,,443,0x782c,5,26,4,4,,4403,4429
10.0.2.16 31.13.80.34 41768 443,407543807,407543890,407543970,407543977,407543995,407544002,,,41768,0x10fb,5,15,7,7,,15216,15231
10.0.2.16 31.13.80.8 49632 443,407544816,407544917,407545001,407545009,407545027,407545038,,,49632,0x5708,5,17,8,11,,8245,8262
31.13.80.34 10.0.2.16 443 35040,407545760,407545856,407545936,407545941,407545958,407545962,,,443,0x4089,5,73,5,4,,5011,5084
31.13.80.8 10.0.2.16 443 53864,407547318,407547430,407547512,407547519,407547536,407547546,,,443,0x4414,5,17,7,10,,9013,9030
31.13.80.34 10.0.2.16 443 57020,407547747,407547764,407547823,407547827,407547845,407547849,,,443,0x6853,5,72,4,4,,25273,25345
31.13.80.8 10.0.2.16 443 39052,407548345,407548371,407548429,407548436,407548461,407548470,,,443,0x4fb3,5,50,7,9,,2891,2941
31.13.80.34 10.0.2.16 443 48962,407548378,407548418,407548431,407548436,407548466,407548471,,,443,0x44c6,5,66,5,5,,13280,13346
10.0.2.16 31.13.80.8 41362 443,407548964,407548968,407549046,407549049,407549067,407549071,,,41362,0x7515,5,72,3,4,,3750,3822
31.13.80.8 10.0.2.16 443 41362,407549029,407549120,407549198,407549201,407549219,407549222,,,443,0x3ec5,5,23,3,3,,4105,4128
10.0.2.16 31.13.80.8 39988 443,407549193,407549272,407549348,407549351,407549369,407549371,,,39988,0x34ec,5,22,3,2,,11873,11895
31.13.80.34 10.0.2.16 443 60372,407549469,407549571,407549648,407549650,407549668,407549671,,,443,0x5340,5,18,2,3,,12686,12704
31.13.80.8 10.0.2.16 443 48892,407550017,407550022,407550094,407550097,407550115,407550117,,,443,0x7202,5,13,3,2,,7394,7407
10.0.2.16 31.13.80.34 56966 443,407550166,407550170,407550244,407550247,407550273,407550277,,,56966,0x323d,5,83,3,4,,2566,2649
10.0.2.16 31.13.80.8 47678 443,407551243,407551338,407551412,407551415,407551432,407551435,,,47678,0x7988,5,52,3,3,,9253,9305
31.13.80.8 10.0.2.16 443 47678,407551486,407551528,407551564,407551566,407551584,407551587,,,443,0x690e,5,49,2,3,,9532,9581
10.0.2.16 31.13.80.34 43296 443,407551778,407551781,407551859,407551865,407551888,407551896,,,43296,0x1fd5,5,12,6,8,,5068,5080
31.13.80.34 10.0.2.16 443 46074,407552732,407552769,407552777,407552780,407552805,407552810,,,443,0x20d4,5,2,3,5,,3531,3533
10.0.2.16 31.13.80.34 46074 443,407553002,407553005,407553083,407553087,407553104,407553110,,,46074,0x6915,5,95,4,6,,3527,3622
31.13.80.34 10.0.2.16 443 34156,407553306,407553317,407553382,407553385,407553403,407553406,,,443,0x54c7,5,33,3,3,,4746,4779
10.0.2.16 31.13.80.8 53534 443,407554665,407554700,407554731,407554735,407554753,407554759,,,53534,0x6878,5,69,4,6,,4663,4732
31.13.80.34 10.0.2.16 443 35662,407554872,407554964,407555040,407555043,407555061,407555064,,,443,0x380c,5,1,3,3,,18756,18757
31.13.80.34 10.0.2.16 443 55196,407557385,407557419,407557438,407557441,407557459,407557462,,,443,0x509d,5,30,3,3,,4771,4801
31.13.80.34 10.0.2.16 443 34728,407557866,407557964,407558041,407558044,407558062,407558065,,,443,0x7911,5,8,3,3,,20719,20727
10.0.2.16 31.13.80.8 35734 443,407558528,407558641,407558724,407558744,407558765,407558783,,,35734,0x533a,5,81,20,18,,12063,12144
10.0.2.16 31.13.80.34 34514 443,407558856,407558882,407558930,407558936,407558968,407558976,,,34514,0x2e82,5,24,6,8,,5688,5712
10.0.2.16 31.13.80.8 45034 443,407559476,407559487,407559554,407559558,407559576,407559580,,,45034,0x2470,5,34,4,4,,3614,3648
31.13.80.8 10.0.2.16 443 45034,407559629,407559632,407559710,407559715,407559733,407559737,,,443,0x16dd,5,27,5,4,,3755,3782
31.13.80.8 10.0.2.16 443 32910,407559794,407559827,407559864,407559866,407559884,407559887,,,443,0x60fd,5,26,2,3,,10494,10520
31.13.80.34 10.0.2.16 443 56598,407559936,407559940,407560016,407560019,407560037,407560040,,,443,0x710a,5,104,3,3,,3570,3674
10.0.2.16 31.13.80.34 48108 443,407562670,407562674,407562755,407562764,407562783,407562789,,,48108,0x749f,5,19,9,6,,19442,19461
10.0.2.16 31.13.80.8 54384 443,407563020,407563049,407563053,407563057,407563075,407563080,,,54384,0x64e4,5,18,4,5,,11131,11149
31.13.80.8 10.0.2.16 443 54384,407563131,407563140,407563207,407563211,407563229,407563235,,,443,0x11c5,5,24,4,6,,11262,11286
10.0.2.16 31.13.80.8 47500 443,407565906,407570167,407570239,407570243,407570266,407570273,,,47500,0x76f3,5,27,4,7,,4216,4243
31.13.80.8 10.0.2.16 443 47500,407572022,407572100,407572171,407572174,407572192,407572195,,,443,0x426e,5,68,3,3,,5235,5303
31.13.80.34 10.0.2.16 443 60070,407572269,407584263,407584278,407584282,407584300,407584305,,,443,0x342a,5,78,4,5,,16730,16808
31.13.80.8 10.0.2.16 443 34142,407678732,407678838,407678916,407678922,407678940,407678946,,,443,0x399d,5,80,6,6,,6499,6579
10.0.2.16 31.13.80.34 33092 443,407679064,407679144,407679219,407679223,407679241,407679244,,,33092,0x209b,5,88,4,3,,2555,2643
31.13.80.34 10.0.2.16 443 33092,407680017,407680020,407680094,407680100,407680117,407680127,,,443,0x6362,5,80,6,10,,1988,2068
10.0.2.16 31.13.80.8 45872 443,407680934,407680960,407680976,407680981,407680999,407681006,,,45872,0x24a7,5,73,5,7,,11596,11669
31.13.80.8 10.0.2.16 443 45872,407681199,407681202,407681279,407681282,407681300,407681304,,,443,0x2048,5,19,3,4,,11913,11932
10.0.2.16 31.13.80.8 35180 443,407681359,407681410,407681433,407681437,407681455,407681457,,,35180,0x723e,5,56,4,2,,6113,6169
31.13.80.8 10.0.2.16 443 35180,407681508,407681512,407681585,407681588,407681606,407681609,,,443,0x5420,5,23,3,3,,6507,6530
10.0.2.16 31.13.80.8 57662 443,407682787,407682860,407682942,407682950,407682970,407682978,,,57662,0x7a6d,5,80,8,8,,10728,10808
31.13.80.8 10.0.2.16 443 57662,407682873,407682917,407682947,407682952,407682975,407682981,,,443,0x18e6,5,25,5,6,,10874,10899
10.0.2.16 31.13.80.8 52764 443,407684066,407684071,407684142,407684145,407684164,407684167,,,52764,0x6cdf,5,15,3,3,,12726,12741
31.13.80.8 10.0.2.16 443 52764,407684217,407684234,407684297,407684300,407684318,407684320,,,443,0x79f0,5,0,3,2,,12821,12821
10.0.2.16 31.13.80.34 33022 443,407754765,407754768,407754845,407754851,407754869,407754878,,,33022,0x1e0b,5,25,6,9,,5629,5654
10.0.2.16 31.13.80.34 47918 443,407878543,407878551,407878630,407878642,407878661,407878672,,,47918,0x41c6,5,98,12,11,,2525,2623
31.13.80.34 10.0.2.16 443 52784,407879507,407879541,407879556,407879560,407879584,407879589,,,443,0x77a1,5,23,4,5,,18851,18874
10.0.2.16 31.13.80.8 45630 443,407882083,407890069,407890144,407890155,407890175,407890187,,,45630,0x474d,5,75,11,12,,7912,7987
31.13.80.8 10.0.2.16 443 45630,407894638,407894664,407894718,407894724,407894742,407894749,,,443,0x31c1,5,0,6,7,,8230,8230
10.0.2.16 31.13.80.8 41562 443,407894937,407896651,407896660,407896663,407896681,407896689,,,41562,0x4058,5,76,3,8,,13690,13766
31.13.80.8 10.0.2.16 443 41562,407903107,407903182,407903266,407903274,407903292,407903301,,,443,0x3274,5,19,8,9,,13655,13674
10.0.2.16 31.13.80.34 53762 443,407960528,407960610,407960688,407960693,407960711,407960719,,,53762,0x502e,5,24,5,8,,19983,20007
