Flow ID,pipeline_0_1_dec,pipeline_0_8_dec,pipeline_1_start_dec,pipeline_1_end_dec,pipeline_2_start_dec,pipeline_2_end_dec,pipeline_3_start_dec,pipeline_3_end_dec,srcPort,flow_id_hex,class_number,delta_0_us,delta_1,delta_2,delta_3,Flow Duration Original,pipeline_flow_duration,,,,,,
10.0.2.16 40.112.190.240 35396 443,296147641,296165118,296165155,296165166,296165185,296165197,,,35396,0x7849,6,48,11,12,,17334,17382,,,,,,
137.117.16.35 10.0.2.16 443 39398,296166572,296173673,296173744,296173749,296173767,296173776,,,443,0x5e9d,6,82,5,9,,6961,7043,,,,,,
20.189.173.14 10.0.2.16 443 56666,296180644,296186131,296186202,296186208,296186226,296186235,,,443,0x591d,6,23,6,9,,5364,5387,,,,,,
104.208.16.90 10.0.2.16 443 34036,296213514,296225246,296225252,296225261,296225280,296225293,,,443,0x6d29,6,9,9,13,,11703,11712,,,,,,
10.0.2.16 104.208.16.90 34036 443,296212725,296225676,296225748,296225752,296225770,296225779,,,34036,0x76d5,6,50,4,9,,12870,12920,,,,,,
52.113.194.132 10.0.2.16 443 50316,296515810,296547252,296547275,296547282,296547300,296547307,,,443,0x41e7,6,21,7,7,,31166,31187,,,,,,
40.112.190.240 10.0.2.16 443 41392,296511714,296548015,296548086,296548090,296548108,296548118,,,443,0x65dd,6,42,4,10,,35941,35983,,,,,,
10.0.2.16 137.117.16.35 36696 443,296520069,296552820,296552864,296552869,296552887,296552892,,,36696,0x411c,6,4,5,5,,32416,32420,,,,,,
10.0.2.16 40.112.190.240 38630 443,296856245,296866858,296866929,296866934,296866952,296866959,,,38630,0x6129,6,77,5,7,,10551,10628,,,,,,
40.112.190.240 10.0.2.16 443 38630,296855770,296867202,296867255,296867260,296867278,296867285,,,443,0x2e30,6,28,5,7,,11353,11381,,,,,,
52.177.138.113 10.0.2.16 443 50636,296904128,296909472,296909544,296909549,296909568,296909577,,,443,0x70de,6,7,5,9,,5246,5253,,,,,,
20.42.73.27 10.0.2.16 443 57176,297137565,297145710,297145769,297145776,297145793,297145803,,,443,0x3a8d,6,88,7,10,,8053,8141,,,,,,
10.0.2.16 23.102.169.166 52010 443,297128508,297153635,297153652,297153655,297153674,297153680,,,52010,0x5647,6,70,3,6,,24926,24996,,,,,,
20.42.65.84 10.0.2.16 443 47904,297248521,297264169,297264222,297264229,297264247,297264258,,,443,0x57ae,6,8,7,11,,15507,15515,,,,,,
10.0.2.16 52.255.207.13 52252 443,297428174,297436534,297436605,297436611,297436629,297436639,,,52252,0x1c6f,6,39,6,10,,8280,8319,,,,,,
52.114.158.94 10.0.2.16 443 44611,297450133,297459143,297459215,297459221,297459239,297459251,,,443,0x5863,6,19,6,12,,8900,8919,,,,,,
10.0.2.16 52.114.158.94 44611 443,297450505,297459483,297459549,297459553,297459571,297459578,,,44611,0x6705,6,14,4,7,,8899,8913,,,,,,
20.189.173.12 10.0.2.16 443 41799,297473848,297479675,297479746,297479750,297479768,297479776,,,443,0x51c5,6,17,4,8,,5839,5856,,,,,,
10.0.2.16 20.189.173.14 45452 443,297468984,297484747,297484818,297484822,297484841,297484849,,,45452,0x7eca,6,70,4,8,,15608,15678,,,,,,
10.0.2.16 52.113.194.132 54446 443,297453162,297490926,297490991,297490995,297491013,297491020,,,54446,0x5386,6,6,4,7,,37415,37421,,,,,,
52.113.194.132 10.0.2.16 443 54446,297453618,297491717,297491788,297491792,297491810,297491815,,,443,0x5564,6,2,4,5,,37735,37737,,,,,,
52.113.194.132 10.0.2.16 443 53054,297662647,297667070,297667141,297667150,297667169,297667180,,,443,0x3248,6,48,9,11,,4389,4437,,,,,,
20.189.173.4 10.0.2.16 443 58797,297683967,297689661,297689732,297689737,297689755,297689764,,,443,0x5049,6,59,5,9,,5631,5690,,,,,,
104.46.162.224 10.0.2.16 443 59604,297708639,297714662,297714687,297714690,297714708,297714717,,,443,0x1016,6,39,3,9,,5959,5998,,,,,,
10.0.2.16 23.102.169.166 42024 443,297838039,297847402,297847411,297847417,297847435,297847446,,,42024,0x54a7,6,21,6,11,,9308,9329,,,,,,
52.113.194.132 10.0.2.16 443 33830,297847036,297868193,297868268,297868272,297868290,297868297,,,443,0x36f6,6,4,4,7,,20974,20978,,,,,,
10.0.2.16 137.117.16.35 57604 443,297887111,297902093,297902164,297902169,297902187,297902194,,,57604,0x4ecc,6,20,5,7,,14824,14844,,,,,,
20.42.65.85 10.0.2.16 443 56658,297919107,297935350,297935421,297935426,297935444,297935454,,,443,0x137d,6,15,5,10,,15738,15753,,,,,,
52.113.194.132 10.0.2.16 443 45448,298099879,298104611,298104685,298104698,298104717,298104732,,,443,0x602a,6,57,13,15,,4687,4744,,,,,,
10.0.2.16 52.113.194.132 45448 443,298099406,298105117,298105187,298105194,298105212,298105224,,,45448,0x18d6,6,32,7,12,,5654,5686,,,,,,
13.89.179.8 10.0.2.16 443 58578,298158267,298167049,298167099,298167105,298167123,298167134,,,443,0x3f49,6,35,6,11,,8730,8765,,,,,,
52.255.207.13 10.0.2.16 443 49324,298153067,298194963,298195035,298195040,298195058,298195070,,,443,0x22de,6,31,5,12,,41143,41174,,,,,,
137.117.16.35 10.0.2.16 443 44218,298198784,298220822,298220894,298220899,298220918,298220929,,,443,0x16d1,6,87,5,11,,21821,21908,,,,,,
10.0.2.16 137.117.16.35 44218 443,298199158,298222281,298222337,298222343,298222361,298222370,,,44218,0x5ba9,6,24,6,9,,22889,22913,,,,,,
10.0.2.16 20.189.173.4 40048 443,298214104,298230014,298230085,298230089,298230107,298230117,,,40048,0x1290,6,93,4,10,,15738,15831,,,,,,
10.0.2.16 13.69.109.131 40486 443,298262305,298268784,298268855,298268859,298268877,298268886,,,40486,0x71a4,6,51,4,9,,6415,6466,,,,,,
52.168.117.169 10.0.2.16 443 44322,298319625,298330500,298330572,298330579,298330598,298330606,,,443,0x64db,6,39,7,8,,10728,10767,,,,,,
10.0.2.16 52.168.117.169 44322 443,298319211,298330837,298330903,298330908,298330926,298330935,,,44322,0x143a,6,13,5,9,,11506,11519,,,,,,
20.42.73.25 10.0.2.16 443 50546,298355112,298371511,298371581,298371585,298371603,298371608,,,443,0x6dee,6,10,4,5,,16247,16257,,,,,,
10.0.2.16 20.189.173.2 48290 443,298408520,298417478,298417549,298417555,298417574,298417582,,,48290,0x15c3,6,20,6,8,,8819,8839,,,,,,
20.189.173.2 10.0.2.16 443 48290,298408031,298417809,298417881,298417887,298417905,298417912,,,443,0x230b,6,108,6,7,,9684,9792,,,,,,
52.177.138.113 10.0.2.16 443 43588,298485028,298490503,298490574,298490577,298490595,298490603,,,443,0x66d9,6,99,3,8,,5422,5521,,,,,,
40.112.190.240 10.0.2.16 443 43374,298471728,298511409,298511441,298511449,298511468,298511479,,,443,0x62e4,6,5,8,11,,39351,39356,,,,,,
10.0.2.16 137.117.16.35 58122 443,298520403,298533900,298533971,298533976,298533994,298534003,,,58122,0x6d55,6,57,5,9,,13318,13375,,,,,,
20.189.173.1 10.0.2.16 443 46346,298707744,298725906,298725977,298725983,298726002,298726011,,,443,0x5ed4,6,43,6,9,,17984,18027,,,,,,
51.132.193.104 10.0.2.16 443 56738,298744505,298751110,298751181,298751188,298751206,298751219,,,443,0x4766,6,22,7,13,,6454,6476,,,,,,
20.189.173.3 10.0.2.16 443 36148,298858786,298868689,298868760,298868765,298868783,298868793,,,443,0x67c3,6,24,5,10,,9799,9823,,,,,,
20.50.80.210 10.0.2.16 443 50301,298900717,298905932,298905986,298905991,298906009,298906021,,,443,0x7d93,6,9,5,12,,5235,5244,,,,,,
20.189.173.3 10.0.2.16 443 51114,298913097,298929780,298929850,298929855,298929873,298929881,,,443,0x4bb5,6,85,5,8,,16521,16606,,,,,,
52.114.158.58 10.0.2.16 443 50243,299060085,299068898,299068969,299068977,299068995,299069005,,,443,0x6393,6,26,8,10,,8741,8767,,,,,,
20.42.65.89 10.0.2.16 443 39939,299078881,299085005,299085076,299085081,299085098,299085109,,,443,0x2581,6,9,5,11,,6017,6026,,,,,,
20.189.173.14 10.0.2.16 443 34286,299073641,299095158,299095182,299095186,299095203,299095210,,,443,0x52a7,6,11,4,7,,21344,21355,,,,,,
10.0.2.16 52.255.207.13 59304 443,299059325,299108543,299108614,299108619,299108637,299108643,,,59304,0x44b7,6,40,5,6,,48699,48739,,,,,,
10.0.2.16 104.208.16.88 60562 443,299226428,299232567,299232638,299232647,299232665,299232678,,,60562,0x108d,6,53,9,13,,5775,5828,,,,,,
52.255.207.13 10.0.2.16 443 55992,299210585,299240174,299240249,299240255,299240273,299240284,,,443,0x5dd4,6,68,6,11,,28939,29007,,,,,,
137.117.16.35 10.0.2.16 443 51826,299245771,299267793,299267838,299267842,299267860,299267868,,,443,0x1d1e,6,19,4,8,,21830,21849,,,,,,
10.0.2.16 137.117.16.35 51826 443,299246185,299268570,299268641,299268645,299268663,299268670,,,51826,0x234d,6,62,4,7,,22163,22225,,,,,,
10.0.2.16 104.208.16.90 55624 443,299286994,299298686,299298721,299298727,299298745,299298754,,,55624,0x3dbb,6,30,6,9,,11643,11673,,,,,,
104.208.16.90 10.0.2.16 443 55624,299286531,299299451,299299522,299299526,299299544,299299552,,,443,0x3137,6,38,4,8,,12766,12804,,,,,,
40.79.150.121 10.0.2.16 443 58040,299479938,299493082,299493132,299493138,299493156,299493163,,,443,0x7ca8,6,20,6,7,,13092,13112,,,,,,
10.0.2.16 23.102.169.166 55628 443,299627836,299636378,299636416,299636421,299636439,299636450,,,55628,0x20de,6,34,5,11,,8576,8610,,,,,,
23.102.169.166 10.0.2.16 443 55628,299627205,299636832,299636904,299636909,299636927,299636938,,,443,0x6e0b,6,19,5,11,,9522,9541,,,,,,
20.189.173.6 10.0.2.16 443 47441,299646780,299652471,299652540,299652544,299652562,299652571,,,443,0x6130,6,44,4,9,,5675,5719,,,,,,
10.0.2.16 137.117.16.35 58498 443,299683763,299705970,299706041,299706045,299706063,299706072,,,58498,0x23e5,6,13,4,9,,21967,21980,,,,,,
10.0.2.16 40.112.190.240 56994 443,299786006,299799117,299799190,299799211,299799232,299799250,,,56994,0x3121,6,7,21,18,,12923,12930,,,,,,
40.112.190.240 10.0.2.16 443 56994,299786780,299805512,299805568,299805574,299805592,299805600,,,443,0x4c9b,6,24,6,8,,18570,18594,,,,,,
23.96.94.139 10.0.2.16 443 56598,299788073,299812446,299812517,299812525,299812544,299812555,,,443,0x344c,6,22,8,11,,24090,24112,,,,,,
10.0.2.16 23.96.94.139 56598 443,299787097,299820344,299820417,299820422,299820439,299820450,,,56598,0x63d8,6,33,5,11,,32820,32853,,,,,,
10.0.2.16 40.112.190.240 57016 443,299801588,299822125,299822184,299822187,299822205,299822214,,,57016,0x407b,6,15,3,9,,20285,20300,,,,,,
52.114.159.143 10.0.2.16 443 47649,300024955,300035369,300035442,300035454,300035473,300035487,,,443,0x46cd,6,16,12,14,,10276,10292,,,,,,
52.182.141.63 10.0.2.16 443 54111,300046494,300052565,300052576,300052580,300052598,300052603,,,443,0x6fe8,6,81,4,5,,6054,6135,,,,,,
137.117.16.35 10.0.2.16 443 48334,300043198,300100722,300100731,300100734,300100752,300100761,,,443,0x64e5,6,1,3,9,,56983,56984,,,,,,
137.117.16.35 10.0.2.16 443 41276,300199787,300205080,300205153,300205169,300205189,300205206,,,443,0x71c9,6,31,16,17,,5201,5232,,,,,,
10.0.2.16 20.189.173.4 36786 443,300209305,300217147,300217187,300217195,300217213,300217225,,,36786,0x1a30,6,54,8,12,,7776,7830,,,,,,
20.189.173.4 10.0.2.16 443 36786,300208925,300217609,300217680,300217686,300217704,300217711,,,443,0x106f,6,17,6,7,,8571,8588,,,,,,
52.113.194.132 10.0.2.16 443 40800,300196135,300223211,300223221,300223225,300223243,300223251,,,443,0x4d94,6,30,4,8,,26821,26851,,,,,,
10.0.2.16 52.255.207.13 44136 443,300193091,300224916,300224967,300224971,300224989,300224994,,,44136,0x2c00,6,45,4,5,,31568,31613,,,,,,
10.0.2.16 137.117.16.35 45636 443,300386329,300391148,300391218,300391226,300391244,300391256,,,45636,0x2c0b,6,8,8,12,,4778,4786,,,,,,
13.69.109.130 10.0.2.16 443 53174,300403173,300412331,300412402,300412407,300412425,300412434,,,443,0x5fa5,6,23,5,9,,9140,9163,,,,,,
104.46.162.224 10.0.2.16 443 35882,300547450,300553452,300553523,300553527,300553544,300553553,,,443,0x289f,6,22,4,9,,5981,6003,,,,,,
10.0.2.16 20.50.201.200 54054 443,300585728,300592513,300592584,300592589,300592607,300592616,,,54054,0x7dde,6,117,5,9,,6763,6880,,,,,,
10.0.2.16 20.50.201.195 44776 443,300672122,300685119,300685123,300685130,300685149,300685159,,,44776,0x17c7,6,64,7,10,,12873,12937,,,,,,
20.50.201.195 10.0.2.16 443 44776,300671715,300685868,300685929,300685934,300685952,300685960,,,443,0x11f7,6,10,5,8,,14004,14014,,,,,,
23.102.169.166 10.0.2.16 443 35882,300895090,300924663,300924666,300924672,300924690,300924701,,,443,0x54f0,6,9,6,11,,29333,29342,,,,,,
10.0.2.16 23.102.169.166 35882 443,300894767,300925084,300925155,300925159,300925177,300925187,,,35882,0x32f7,6,3,4,10,,30129,30132,,,,,,
10.0.2.16 20.42.65.85 58028 443,300914362,300929193,300929264,300929268,300929286,300929295,,,58028,0x5fa0,6,24,4,9,,14698,14722,,,,,,
20.42.65.85 10.0.2.16 443 58028,300914034,300930462,300930533,300930539,300930557,300930566,,,443,0x5a1c,6,92,6,9,,16302,16394,,,,,,
10.0.2.16 40.112.190.240 37114 443,301025783,301037604,301037675,301037680,301037698,301037708,,,37114,0x7416,6,20,5,10,,11709,11729,,,,,,
10.0.2.16 52.113.194.132 55262 443,301041396,301047710,301047781,301047786,301047804,301047813,,,55262,0x69a4,6,40,5,9,,6258,6298,,,,,,
10.0.2.16 52.165.180.242 54616 443,301258087,301277394,301277460,301277467,301277484,301277497,,,54616,0x368c,6,77,7,13,,19143,19220,,,,,,
52.113.207.5 10.0.2.16 443 54771,301319906,301325998,301326070,301326076,301326095,301326106,,,443,0x6fb2,6,17,6,11,,5988,6005,,,,,,
10.0.2.16 52.113.207.5 54771 443,301320334,301326360,301326404,301326409,301326427,301326437,,,54771,0x2886,6,2,5,10,,5994,5996,,,,,,
20.50.201.200 10.0.2.16 443 59313,301342419,301348487,301348495,301348500,301348518,301348527,,,443,0x10ec,6,18,5,9,,6034,6052,,,,,,
52.255.207.13 10.0.2.16 443 50700,301334105,301365952,301366024,301366027,301366045,301366054,,,443,0x5ccd,6,5,3,9,,31490,31495,,,,,,
10.0.2.16 52.165.180.242 53872 443,301512998,301527017,301527080,301527090,301527108,301527119,,,53872,0x2588,6,11,10,11,,13978,13989,,,,,,
10.0.2.16 23.102.169.166 57416 443,301517752,301531611,301531682,301531685,301531704,301531707,,,57416,0x3b08,6,82,3,3,,13685,13767,,,,,,
23.102.169.166 10.0.2.16 443 57416,301517418,301531932,301532003,301532006,301532024,301532030,,,443,0x1daa,6,43,3,6,,14454,14497,,,,,,
10.0.2.16 52.113.207.1 37167 443,301548209,301557110,301557122,301557126,301557144,301557150,,,37167,0x7bd8,6,3,4,6,,8913,8916,,,,,,
137.117.16.35 10.0.2.16 443 40160,301562722,301613361,301613432,301613437,301613455,301613464,,,443,0x1bb3,6,15,5,9,,50257,50272,,,,,,
10.0.2.16 20.44.10.122 36490 443,301851219,301860573,301860644,301860651,301860668,301860680,,,36490,0x44c9,6,26,7,12,,9278,9304,,,,,,
10.0.2.16 20.44.10.122 36502 443,301866595,301871490,301871561,301871566,301871584,301871593,,,36502,0x27e1,6,29,5,9,,4896,4925,,,,,,
10.0.2.16 52.113.194.132 35888 443,301842554,301875923,301875993,301875999,301876016,301876025,,,35888,0x1986,6,62,6,9,,33072,33134,,,,,,
40.112.190.240 10.0.2.16 443 60632,301999138,302011109,302011181,302011187,302011205,302011212,,,443,0x520c,6,51,6,7,,11861,11912,,,,,,
10.0.2.16 40.112.190.240 60632 443,301999497,302014297,302014369,302014373,302014391,302014399,,,60632,0x5f84,6,24,4,8,,14679,14703,,,,,,
40.112.190.240 10.0.2.16 443 60642,302003280,302018481,302018490,302018495,302018513,302018522,,,443,0x33d9,6,73,5,9,,15102,15175,,,,,,
10.0.2.16 52.165.180.242 50272 443,301997944,302031041,302031112,302031118,302031136,302031145,,,50272,0x1f28,6,7,6,9,,32822,32829,,,,,,
52.165.180.242 10.0.2.16 443 50272,301998350,302031725,302031758,302031765,302031783,302031792,,,443,0x5ef3,6,36,7,9,,33127,33163,,,,,,
137.117.16.35 10.0.2.16 443 56352,302054596,302077873,302077945,302077951,302077969,302077978,,,443,0x3af2,6,59,6,9,,22864,22923,,,,,,
10.0.2.16 137.117.16.35 56352 443,302055034,302080004,302080006,302080012,302080030,302080038,,,56352,0x658b,6,35,6,8,,24657,24692,,,,,,
51.11.192.50 10.0.2.16 443 43648,302068098,302086908,302086963,302086967,302086985,302086993,,,443,0x1b50,6,49,4,8,,18506,18555,,,,,,
10.0.2.16 40.112.190.240 41504 443,302280786,302290977,302291051,302291067,302291087,302291100,,,41504,0x4707,6,20,16,13,,10130,10150,,,,,,
40.79.197.35 10.0.2.16 443 49675,302295829,302301934,302302005,302302010,302302028,302302037,,,443,0x2555,6,4,5,9,,6018,6022,,,,,,
10.0.2.16 20.189.173.15 60952 443,302293241,302307071,302307073,302307076,302307094,302307104,,,60952,0x6de3,6,52,3,10,,13774,13826,,,,,,
137.117.16.35 10.0.2.16 443 57718,302335231,302354132,302354205,302354210,302354228,302354239,,,443,0x5927,6,82,5,11,,18612,18694,,,,,,
10.0.2.16 137.117.16.35 57718 443,302335697,302354794,302354854,302354861,302354878,302354888,,,57718,0x171c,6,7,7,10,,18932,18939,,,,,,
10.0.2.16 52.165.180.242 44468 443,302463605,302468495,302468566,302468577,302468595,302468611,,,44468,0x5e48,6,32,11,16,,4868,4900,,,,,,
52.165.180.242 10.0.2.16 443 44468,302463132,302468846,302468908,302468915,302468933,302468944,,,443,0x3afd,6,22,7,11,,5663,5685,,,,,,
10.0.2.16 52.182.143.210 32854 443,302541744,302546579,302546652,302546664,302546684,302546697,,,32854,0x6342,6,56,12,13,,4710,4766,,,,,,
23.102.169.166 10.0.2.16 443 43778,302553894,302574174,302574244,302574249,302574267,302574279,,,443,0x1e7f,6,8,5,12,,20123,20131,,,,,,
10.0.2.16 23.102.169.166 43778 443,302553392,302574507,302574576,302574581,302574599,302574608,,,43778,0x5ae7,6,39,5,9,,21031,21070,,,,,,
52.178.17.2 10.0.2.16 443 41782,302576729,302583990,302584062,302584068,302584085,302584094,,,443,0x67f6,6,14,6,9,,7172,7186,,,,,,
20.50.80.210 10.0.2.16 443 43224,302736015,302755077,302755090,302755098,302755116,302755126,,,443,0x4171,6,21,8,10,,18878,18899,,,,,,
10.0.2.16 40.79.189.58 54938 443,302911257,302916554,302916626,302916644,302916664,302916682,,,54938,0x5d2f,6,22,18,18,,5212,5234,,,,,,
40.79.189.58 10.0.2.16 443 54938,302910913,302916925,302916980,302916987,302917005,302917017,,,443,0x1c5a,6,80,7,12,,5934,6014,,,,,,
40.79.189.58 10.0.2.16 443 45504,302996633,303002813,303002869,303002874,303002892,303002901,,,443,0x2f00,6,70,5,9,,6197,6267,,,,,,
10.0.2.16 137.117.16.35 42236 443,302987641,303029008,303029057,303029061,303029079,303029083,,,42236,0x28f9,6,7,4,4,,40993,41000,,,,,,
104.46.162.224 10.0.2.16 443 43318,303160306,303166582,303166622,303166626,303166644,303166657,,,443,0x61b8,6,90,4,13,,6209,6299,,,,,,
40.112.190.240 10.0.2.16 443 34806,303363332,303375778,303375844,303375849,303375867,303375876,,,443,0x1bdd,6,27,5,9,,12434,12461,,,,,,
10.0.2.16 40.112.190.240 34806 443,303363672,303376262,303376334,303376338,303376356,303376365,,,34806,0x3fe0,6,32,4,9,,12438,12470,,,,,,
20.189.173.10 10.0.2.16 443 35628,303386264,303391301,303391352,303391358,303391375,303391384,,,443,0x3153,6,80,6,9,,4989,5069,,,,,,
52.165.180.242 10.0.2.16 443 49608,303362881,303398946,303398951,303398956,303398974,303398981,,,443,0x10ac,6,8,5,7,,35843,35851,,,,,,
20.189.173.10 10.0.2.16 443 51599,303402835,303410108,303410179,303410184,303410202,303410209,,,443,0x6d7a,6,18,5,7,,7210,7228,,,,,,
20.42.65.89 10.0.2.16 443 52518,303421307,303434260,303434331,303434336,303434354,303434363,,,443,0x66f8,6,91,5,9,,12838,12929,,,,,,
104.46.162.224 10.0.2.16 443 46836,303747943,303755543,303755614,303755620,303755638,303755652,,,443,0x16e0,6,33,6,14,,7488,7521,,,,,,
52.255.207.13 10.0.2.16 443 42236,303737809,303777615,303777689,303777697,303777715,303777727,,,443,0x1126,6,17,8,12,,39473,39490,,,,,,
10.0.2.16 52.255.207.13 42236 443,303741600,303777959,303778028,303778033,303778051,303778061,,,42236,0x5b34,6,1,5,10,,36081,36082,,,,,,
10.0.2.16 104.46.162.224 44398 443,303771936,303785533,303785604,303785609,303785627,303785637,,,44398,0x7698,6,31,5,10,,13459,13490,,,,,,
137.117.16.35 10.0.2.16 443 47086,303781282,303800246,303800319,303800331,303800351,303800363,,,443,0x2cdc,6,26,12,12,,18836,18862,,,,,,
10.0.2.16 23.102.169.166 42860 443,303921443,303936952,303936961,303936970,303936988,303937000,,,42860,0x7ac0,6,23,9,12,,15386,15409,,,,,,
23.102.169.166 10.0.2.16 443 42860,303920988,303937384,303937455,303937462,303937480,303937490,,,443,0x6623,6,118,7,10,,16164,16282,,,,,,
10.0.2.16 23.102.169.166 42862 443,303926009,303940101,303940155,303940159,303940177,303940182,,,42862,0x5941,6,18,4,5,,13987,14005,,,,,,
10.0.2.16 23.102.169.166 42868 443,303930590,303945935,303946006,303946009,303946027,303946030,,,42868,0x281b,6,39,3,3,,15140,15179,,,,,,
23.102.169.166 10.0.2.16 443 42868,303929996,303946274,303946327,303946330,303946348,303946352,,,443,0x541a,6,38,3,4,,16104,16142,,,,,,
10.0.2.16 104.46.162.224 60383 443,303971947,303984160,303984183,303984189,303984207,303984220,,,60383,0x4667,6,75,6,13,,12045,12120,,,,,,
10.0.2.16 52.182.143.211 46996 443,304003328,304009982,304010045,304010049,304010067,304010078,,,46996,0x49cb,6,13,4,11,,6598,6611,,,,,,
137.117.16.35 10.0.2.16 443 37252,304001122,304023060,304023131,304023135,304023153,304023162,,,443,0x13ba,6,77,4,9,,21700,21777,,,,,,
10.0.2.16 52.255.207.13 49470 443,304397858,304414746,304414806,304414812,304414830,304414842,,,49470,0x23c4,6,59,6,12,,16822,16881,,,,,,
10.0.2.16 52.255.207.13 49480 443,304401486,304418379,304418450,304418455,304418472,304418479,,,49480,0x4be7,6,12,5,7,,16764,16776,,,,,,
52.255.207.13 10.0.2.16 443 49480,304401170,304418737,304418775,304418779,304418796,304418800,,,443,0x1ffe,6,25,4,4,,17535,17560,,,,,,
104.46.162.226 10.0.2.16 443 51936,304428666,304434847,304434850,304434854,304434871,304434883,,,443,0x3500,6,29,4,12,,6121,6150,,,,,,
137.117.16.35 10.0.2.16 443 58482,304421232,304472686,304472713,304472717,304472735,304472745,,,443,0x2ce7,6,1,4,10,,51014,51015,,,,,,
10.0.2.16 20.42.65.88 49614 443,304466656,304484005,304484076,304484079,304484097,304484106,,,49614,0x77ba,6,26,3,9,,17109,17135,,,,,,
20.42.65.88 10.0.2.16 443 49614,304467443,304484650,304484721,304484725,304484743,304484752,,,443,0x615f,6,58,4,9,,17015,17073,,,,,,
10.0.2.16 40.74.98.193 46038 443,304651603,304656970,304657041,304657045,304657064,304657071,,,46038,0x4d20,6,39,4,7,,5325,5364,,,,,,
52.113.194.132 10.0.2.16 443 35552,304633914,304666752,304666823,304666825,304666843,304666851,,,443,0x641e,6,60,2,8,,32493,32553,,,,,,
10.0.2.16 52.113.194.132 35552 443,304634386,304667124,304667147,304667150,304667167,304667174,,,35552,0x4874,6,55,3,7,,32463,32518,,,,,,
10.0.2.16 40.74.98.192 55440 443,304671649,304678125,304678196,304678200,304678218,304678223,,,55440,0x78e9,6,24,4,5,,6424,6448,,,,,,
137.117.16.35 10.0.2.16 443 33796,304672754,304695936,304696007,304696011,304696029,304696036,,,443,0x3a30,6,33,4,7,,23030,23063,,,,,,
10.0.2.16 23.102.169.166 45420 443,304838263,304843189,304843214,304843228,304843248,304843265,,,45420,0x715d,6,30,14,17,,4908,4938,,,,,,
23.102.169.166 10.0.2.16 443 45420,304837947,304843649,304843720,304843727,304843745,304843758,,,443,0x46a4,6,51,7,13,,5641,5692,,,,,,
20.189.173.4 10.0.2.16 443 49460,304858660,304864512,304864584,304864589,304864607,304864613,,,443,0x193f,6,23,5,6,,5734,5757,,,,,,
10.0.2.16 52.113.194.132 60294 443,304851408,304884076,304884147,304884151,304884169,304884177,,,60294,0x78d9,6,44,4,8,,32259,32303,,,,,,
10.0.2.16 23.102.169.166 45426 443,304852537,304886772,304886843,304886848,304886866,304886872,,,45426,0x31f4,6,9,5,6,,33841,33850,,,,,,
137.117.16.35 10.0.2.16 443 56684,304894254,304911071,304911143,304911150,304911169,304911180,,,443,0x5d91,6,98,7,11,,16630,16728,,,,,,
13.78.111.198 10.0.2.16 443 48966,304922667,304949726,304949798,304949803,304949822,304949831,,,443,0x1d39,6,31,5,9,,26704,26735,,,,,,
10.0.2.16 40.112.190.240 43744 443,305004714,305015096,305015168,305015176,305015195,305015206,,,43744,0x6f1a,6,29,8,11,,10288,10317,,,,,,
40.112.190.240 10.0.2.16 443 43744,305004272,305015454,305015502,305015507,305015525,305015535,,,443,0x7963,6,102,5,10,,11069,11171,,,,,,
10.0.2.16 40.112.190.240 43728 443,305006142,305016236,305016307,305016310,305016328,305016338,,,43728,0x4aac,6,63,3,10,,9931,9994,,,,,,
137.117.16.35 10.0.2.16 443 38240,305027824,305072312,305072319,305072324,305072342,305072348,,,443,0x3a86,6,32,5,6,,44029,44061,,,,,,
10.0.2.16 137.117.16.35 38240 443,305028238,305072730,305072802,305072806,305072824,305072829,,,38240,0x160e,6,58,4,5,,44020,44078,,,,,,
10.0.2.16 23.102.169.166 60330 443,305032806,305109357,305109377,305109384,305109402,305109408,,,60330,0x646c,6,30,7,6,,75922,75952,,,,,,
10.0.2.16 52.113.194.132 54362 443,305116446,305121815,305121857,305121861,305121879,305121884,,,54362,0x511b,6,79,4,5,,5303,5382,,,,,,
20.42.65.84 10.0.2.16 443 45852,305197880,305202773,305202830,305202837,305202854,305202861,,,443,0x3f86,6,27,7,7,,4889,4916,,,,,,
10.0.2.16 20.42.65.84 45852 443,305196620,305203245,305203316,305203320,305203338,305203344,,,45852,0x2123,6,25,4,6,,6564,6589,,,,,,
52.177.138.113 10.0.2.16 443 51530,305373684,305379194,305379216,305379220,305379238,305379249,,,443,0x14c5,6,76,4,11,,5456,5532,,,,,,
51.132.193.105 10.0.2.16 443 41698,305369064,305383751,305383822,305383826,305383844,305383850,,,443,0x3d7b,6,28,4,6,,14586,14614,,,,,,
52.113.194.132 10.0.2.16 443 54470,305363970,305392734,305392806,305392809,305392827,305392835,,,443,0x33da,6,72,3,8,,28465,28537,,,,,,
137.117.16.35 10.0.2.16 443 51008,305398336,305422101,305422172,305422175,305422193,305422201,,,443,0x73a0,6,78,3,8,,23435,23513,,,,,,
10.0.2.16 137.117.16.35 51008 443,305398750,305422777,305422812,305422818,305422836,305422844,,,51008,0x2ddb,6,12,6,8,,23797,23809,,,,,,
10.0.2.16 23.102.169.166 40262 443,305478532,305483894,305483965,305483968,305483986,305483994,,,40262,0x447a,6,88,3,8,,5255,5343,,,,,,
20.42.73.25 10.0.2.16 443 39150,305487876,305495240,305495310,305495315,305495333,305495340,,,443,0x52f2,6,81,5,7,,7302,7383,,,,,,
