Flow ID,pipeline_0_1_dec,pipeline_0_8_dec,pipeline_1_start_dec,pipeline_1_end_dec,pipeline_2_start_dec,pipeline_2_end_dec,pipeline_3_start_dec,pipeline_3_end_dec,srcPort,flow_id_hex,class_number,delta_0_us,delta_1,delta_2,delta_3,Flow Duration Original,pipeline_flow_duration,,,,,,
10.0.2.16 52.113.194.132 45258 443,326078010,326084129,326084201,326084206,326084228,326084237,,,45258,0x76ce,6,79,5,9,,6055,6134,,,,,,
51.104.15.253 10.0.2.16 443 36400,326140817,326153905,326153927,326153931,326153949,326153956,,,443,0x18fc,6,21,4,7,,12999,13020,,,,,,
40.79.197.35 10.0.2.16 443 35327,326145366,326156691,326156762,326156767,326156785,326156793,,,443,0x5c70,6,27,5,8,,11178,11205,,,,,,
10.0.2.16 40.79.197.35 35327 443,326145680,326157078,326157090,326157096,326157114,326157124,,,35327,0x598c,6,22,6,10,,11242,11264,,,,,,
137.117.16.35 10.0.2.16 443 54516,326181191,326202288,326202295,326202298,326202316,326202324,,,443,0x4e9d,6,18,3,8,,20846,20864,,,,,,
10.0.2.16 137.117.16.35 54516 443,326181687,326203177,326203247,326203251,326203268,326203278,,,54516,0x4d58,6,61,4,10,,21184,21245,,,,,,
10.0.2.16 52.113.194.132 38590 443,326253770,326258488,326258553,326258559,326258577,326258586,,,38590,0x306f,6,96,6,9,,4667,4763,,,,,,
52.113.194.132 10.0.2.16 443 38590,326253331,326259126,326259197,326259201,326259219,326259229,,,443,0x49ae,6,30,4,10,,5661,5691,,,,,,
52.182.143.211 10.0.2.16 443 47236,326322245,326327090,326327161,326327167,326327185,326327194,,,443,0x7fdc,6,77,6,9,,4790,4867,,,,,,
10.0.2.16 52.182.143.211 47236 443,326320985,326327576,326327646,326327651,326327669,326327679,,,47236,0x225a,6,13,5,10,,6438,6451,,,,,,
20.189.173.10 10.0.2.16 443 60349,326329975,326335303,326335363,326335367,326335385,326335394,,,443,0x313e,6,97,4,9,,5267,5364,,,,,,
10.0.2.16 23.102.169.166 40406 443,326449331,326458599,326458650,326458657,326458676,326458686,,,40406,0x3c78,6,27,7,10,,9183,9210,,,,,,
52.232.209.85 10.0.2.16 443 34232,326463496,326470377,326470447,326470452,326470469,326470479,,,443,0x7eb8,6,42,5,10,,6750,6792,,,,,,
10.0.2.16 52.232.209.85 34232 443,326463939,326470735,326470775,326470778,326470796,326470804,,,34232,0x4d31,6,31,3,8,,6737,6768,,,,,,
20.189.173.6 10.0.2.16 443 42503,326474165,326479248,326479271,326479274,326479292,326479300,,,443,0x7ccc,6,38,3,8,,5037,5075,,,,,,
13.89.178.26 10.0.2.16 443 34440,326511267,326517315,326517321,326517327,326517344,326517353,,,443,0x1fbd,6,121,6,9,,5983,6104,,,,,,
52.113.194.132 10.0.2.16 443 53532,326759009,326764343,326764416,326764438,326764459,326764479,,,443,0x19ec,6,39,22,20,,5335,5374,,,,,,
10.0.2.16 137.117.16.35 44312 443,326806952,326812179,326812247,326812255,326812273,326812285,,,44312,0x37e2,6,69,8,12,,5167,5236,,,,,,
10.0.2.16 20.50.73.9 39916 443,326819279,326824482,326824506,326824513,326824531,326824541,,,39916,0x3bf8,6,27,7,10,,5135,5162,,,,,,
20.50.73.9 10.0.2.16 443 39916,326818954,326824922,326824992,326824998,326825016,326825027,,,443,0x74e9,6,98,6,11,,5865,5963,,,,,,
23.102.169.166 10.0.2.16 443 49480,326814393,326849889,326849960,326849966,326849984,326849995,,,443,0x1077,6,6,6,11,,35102,35108,,,,,,
10.0.2.16 23.102.169.166 49480 443,326814079,326850225,326850291,326850295,326850313,326850320,,,49480,0x5262,6,2,4,7,,35840,35842,,,,,,
40.79.197.35 10.0.2.16 443 52990,327359410,327368764,327368835,327368840,327368857,327368870,,,443,0x3d50,6,98,5,13,,9231,9329,,,,,,
20.50.80.209 10.0.2.16 443 48843,327377746,327385001,327385026,327385030,327385048,327385055,,,443,0x44be,6,62,4,7,,7155,7217,,,,,,
10.0.2.16 40.79.197.35 52996 443,327382112,327390466,327390536,327390541,327390559,327390565,,,52996,0x76f3,6,90,5,6,,8191,8281,,,,,,
40.79.197.35 10.0.2.16 443 52996,327381798,327390812,327390860,327390863,327390881,327390891,,,443,0x637b,6,22,3,10,,8949,8971,,,,,,
52.113.194.132 10.0.2.16 443 56688,327356432,327395755,327395763,327395766,327395783,327395790,,,443,0x515e,6,31,3,7,,38843,38874,,,,,,
137.117.16.35 10.0.2.16 443 41834,327367329,327412808,327412878,327412882,327412900,327412909,,,443,0x6789,6,73,4,9,,44859,44932,,,,,,
10.0.2.16 52.182.141.63 51940 443,327526045,327531208,327531280,327531286,327531305,327531315,,,51940,0x5a94,6,65,6,10,,5038,5103,,,,,,
52.182.141.63 10.0.2.16 443 51940,327525714,327532804,327532871,327532875,327532893,327532901,,,443,0x7010,6,3,4,8,,7079,7082,,,,,,
10.0.2.16 52.113.194.132 42480 443,327581363,327607864,327607935,327607938,327607956,327607964,,,42480,0x58f1,6,31,3,8,,26220,26251,,,,,,
52.113.194.132 10.0.2.16 443 42480,327581714,327608228,327608263,327608266,327608284,327608290,,,443,0x2765,6,50,3,6,,26229,26279,,,,,,
10.0.2.16 23.102.169.166 40022 443,327575724,327610929,327610934,327610938,327610956,327610963,,,40022,0x6739,6,43,4,7,,34833,34876,,,,,,
10.0.2.16 23.102.169.166 54384 443,327791377,327803640,327803690,327803711,327803733,327803751,,,54384,0x5fdc,6,51,21,18,,12240,12291,,,,,,
10.0.2.16 51.132.193.104 43316 443,327810759,327819730,327819789,327819798,327819816,327819828,,,43316,0x3681,6,30,9,12,,8917,8947,,,,,,
10.0.2.16 51.132.193.104 56027 443,327832651,327840171,327840234,327840239,327840257,327840268,,,56027,0x29ca,6,30,5,11,,7422,7452,,,,,,
52.113.194.132 10.0.2.16 443 46790,327812812,327845694,327845764,327845769,327845787,327845794,,,443,0x504f,6,20,5,7,,32279,32299,,,,,,
10.0.2.16 52.113.194.132 46790 443,327814382,327846037,327846090,327846094,327846111,327846119,,,46790,0x52cc,6,51,4,8,,31185,31236,,,,,,
10.0.2.16 51.132.193.104 55700 443,327842078,327857179,327857250,327857254,327857272,327857281,,,55700,0x6d72,6,24,4,9,,14767,14791,,,,,,
51.132.193.104 10.0.2.16 443 55700,327841637,327857976,327858046,327858050,327858068,327858077,,,443,0x13c8,6,25,4,9,,15853,15878,,,,,,
137.117.16.35 10.0.2.16 443 40940,327850264,327870545,327870617,327870622,327870640,327870649,,,443,0x4a23,6,21,5,9,,19945,19966,,,,,,
10.0.2.16 137.117.16.35 40940 443,327850616,327871188,327871258,327871262,327871279,327871287,,,40940,0x61ec,6,20,4,8,,20252,20272,,,,,,
13.89.179.8 10.0.2.16 443 41304,328079512,328086098,328086168,328086174,328086192,328086203,,,443,0x3f46,6,20,6,11,,6461,6481,,,,,,
40.112.190.240 10.0.2.16 443 34304,328115631,328128496,328128567,328128573,328128591,328128602,,,443,0x6792,6,2,6,11,,12766,12768,,,,,,
40.112.190.240 10.0.2.16 443 34318,328119577,328135261,328135332,328135337,328135355,328135367,,,443,0x7518,6,31,5,12,,15506,15537,,,,,,
10.0.2.16 40.112.190.240 34318 443,328119242,328135592,328135662,328135667,328135685,328135692,,,34318,0x7d16,6,91,5,7,,16272,16363,,,,,,
10.0.2.16 52.168.117.170 50078 443,328138907,328146320,328146392,328146395,328146414,328146422,,,50078,0x1ed0,6,34,3,8,,7428,7462,,,,,,
52.168.117.170 10.0.2.16 443 50078,328140324,328147118,328147188,328147193,328147211,328147219,,,443,0x7ed0,6,108,5,8,,6762,6870,,,,,,
52.113.194.132 10.0.2.16 443 48662,328131021,328154346,328154417,328154421,328154439,328154448,,,443,0x45fc,6,10,4,9,,23086,23096,,,,,,
10.0.2.16 52.113.194.132 48662 443,328131402,328154831,328154901,328154904,328154922,328154928,,,48662,0x4bec,6,79,3,6,,23133,23212,,,,,,
13.89.179.10 10.0.2.16 443 48492,328163323,328169088,328169129,328169134,328169152,328169160,,,443,0x6cc6,6,8,5,8,,5714,5722,,,,,,
20.50.73.10 10.0.2.16 443 42594,328317322,328326730,328326800,328326805,328326823,328326831,,,443,0x65a8,6,25,5,8,,9262,9287,,,,,,
137.117.16.35 10.0.2.16 443 40618,328348862,328368317,328368387,328368392,328368410,328368418,,,443,0x5e16,6,16,5,8,,19187,19203,,,,,,
10.0.2.16 137.117.16.35 40618 443,328349332,328369429,328369499,328369504,328369522,328369528,,,40618,0x3e07,6,78,5,6,,19883,19961,,,,,,
137.117.16.35 10.0.2.16 443 58760,328650653,328662118,328662188,328662195,328662213,328662223,,,443,0x72cc,6,85,7,10,,11285,11370,,,,,,
10.0.2.16 137.117.16.35 58760 443,328651124,328663547,328663617,328663623,328663641,328663649,,,58760,0x71fc,6,81,6,8,,12296,12377,,,,,,
10.0.2.16 52.168.112.67 34956 443,328652923,328668584,328668655,328668659,328668677,328668685,,,34956,0x5a28,6,116,4,8,,15454,15570,,,,,,
52.168.112.67 10.0.2.16 443 34956,328653958,328670010,328670080,328670085,328670103,328670112,,,443,0x5fac,6,1,5,9,,15824,15825,,,,,,
52.255.207.13 10.0.2.16 443 43556,328779076,328814345,328814397,328814402,328814420,328814430,,,443,0x20c5,6,37,5,10,,34813,34850,,,,,,
137.117.16.35 10.0.2.16 443 44682,328817974,328831947,328832017,328832023,328832041,328832051,,,443,0x74a5,6,31,6,10,,13751,13782,,,,,,
10.0.2.16 104.208.16.88 33216 443,328821604,328832664,328832666,328832670,328832687,328832695,,,33216,0x2eba,6,55,4,8,,10916,10971,,,,,,
10.0.2.16 137.117.16.35 44682 443,328818434,328838877,328838947,328838953,328838971,328838979,,,44682,0x2c12,6,56,6,8,,20179,20235,,,,,,
13.89.179.10 10.0.2.16 443 48718,329053819,329057903,329057975,329057988,329058007,329058019,,,443,0x4cde,6,8,13,12,,4035,4043,,,,,,
20.189.173.9 10.0.2.16 443 56372,329092243,329119671,329119742,329119748,329119766,329119774,,,443,0x4102,6,10,6,8,,27029,27039,,,,,,
10.0.2.16 23.96.94.139 42604 443,329239635,329254086,329254157,329254164,329254182,329254195,,,42604,0x211f,6,58,7,13,,14170,14228,,,,,,
10.0.2.16 23.102.169.166 50294 443,329243260,329255672,329255743,329255749,329255767,329255778,,,50294,0x3024,6,48,6,11,,12234,12282,,,,,,
10.0.2.16 23.102.169.166 50280 443,329247915,329258061,329258131,329258135,329258153,329258161,,,50280,0x708d,6,132,4,8,,9994,10126,,,,,,
23.102.169.166 10.0.2.16 443 50280,329247510,329258431,329258456,329258460,329258478,329258486,,,443,0x6769,6,103,4,8,,10776,10879,,,,,,
52.113.207.1 10.0.2.16 443 39375,329270157,329279273,329279344,329279349,329279367,329279377,,,443,0x5df9,6,32,5,10,,8996,9028,,,,,,
10.0.2.16 52.113.207.1 39375 443,329270522,329279654,329279673,329279678,329279695,329279703,,,39375,0x474e,6,92,5,8,,8999,9091,,,,,,
20.189.173.7 10.0.2.16 443 34677,329303202,329310082,329310152,329310156,329310174,329310185,,,443,0x4148,6,10,4,11,,6754,6764,,,,,,
52.113.194.132 10.0.2.16 443 40266,329288888,329322843,329322911,329322916,329322934,329322944,,,443,0x2d37,6,58,5,10,,33469,33527,,,,,,
10.0.2.16 52.113.194.132 40266 443,329289340,329323231,329323240,329323243,329323261,329323268,,,40266,0x4c44,6,12,3,7,,33451,33463,,,,,,
10.0.2.16 137.117.16.35 35176 443,329288239,329347895,329347929,329347934,329347952,329347959,,,35176,0x12bd,6,30,5,7,,58905,58935,,,,,,
52.113.194.132 10.0.2.16 443 53018,329511493,329517429,329517501,329517512,329517531,329517545,,,443,0x3096,6,32,11,14,,5806,5838,,,,,,
13.69.239.72 10.0.2.16 443 46434,329574426,329590777,329590847,329590853,329590871,329590880,,,443,0x4f2c,6,65,6,9,,16178,16243,,,,,,
40.70.161.102 10.0.2.16 443 48902,329581358,329597697,329597767,329597772,329597790,329597799,,,443,0x38ee,6,50,5,9,,16093,16143,,,,,,
137.117.16.35 10.0.2.16 443 58756,329609372,329626203,329626231,329626235,329626253,329626262,,,443,0x50a8,6,49,4,9,,16726,16775,,,,,,
10.0.2.16 137.117.16.35 58756 443,329609723,329626962,329627028,329627034,329627052,329627060,,,58756,0x23e9,6,31,6,8,,17048,17079,,,,,,
10.0.2.16 23.102.169.166 48134 443,329845984,329852901,329852973,329852979,329852997,329853007,,,48134,0x72f7,6,64,6,10,,6811,6875,,,,,,
23.102.169.166 10.0.2.16 443 48134,329845541,329853707,329853779,329853785,329853803,329853815,,,443,0x5c27,6,25,6,12,,8023,8048,,,,,,
10.0.2.16 23.102.169.166 48142 443,329852585,329869906,329869976,329869981,329869999,329870009,,,48142,0x1111,6,29,5,10,,17157,17186,,,,,,
23.102.169.166 10.0.2.16 443 48150,329855141,329870233,329870304,329870307,329870325,329870331,,,443,0x2da6,6,0,3,6,,14920,14920,,,,,,
10.0.2.16 23.102.169.166 48150 443,329855477,329871340,329871410,329871413,329871431,329871437,,,48150,0x43ca,6,18,3,6,,15663,15681,,,,,,
40.70.161.102 10.0.2.16 443 58854,329882228,329889089,329889160,329889164,329889182,329889192,,,443,0x15fa,6,75,4,10,,6695,6770,,,,,,
10.0.2.16 40.70.161.102 58854 443,329882659,329889417,329889487,329889490,329889508,329889515,,,58854,0x4695,6,93,3,7,,6691,6784,,,,,,
104.208.16.88 10.0.2.16 443 35992,329915522,329922306,329922354,329922359,329922376,329922384,,,443,0x1ae4,6,61,5,8,,6720,6781,,,,,,
52.113.194.132 10.0.2.16 443 57832,330036190,330041541,330041600,330041611,330041630,330041640,,,443,0x1fff,6,98,11,10,,5269,5367,,,,,,
10.0.2.16 20.189.173.1 49999 443,330097593,330102296,330102367,330102374,330102393,330102405,,,49999,0x34bf,6,59,7,12,,4650,4709,,,,,,
137.117.16.35 10.0.2.16 443 54038,330089871,330133462,330133512,330133516,330133533,330133541,,,443,0x4567,6,23,4,8,,43198,43221,,,,,,
52.182.143.210 10.0.2.16 443 40552,330153256,330169178,330169249,330169255,330169273,330169283,,,443,0x3f41,6,101,6,10,,15687,15788,,,,,,
20.189.173.6 10.0.2.16 443 44208,330204515,330213793,330213863,330213869,330213887,330213896,,,443,0x75cb,6,26,6,9,,9152,9178,,,,,,
40.112.190.240 10.0.2.16 443 40876,330309782,330326610,330326681,330326685,330326703,330326712,,,443,0x40ae,6,31,4,9,,16639,16670,,,,,,
20.44.10.122 10.0.2.16 443 58356,330332110,330335742,330335790,330335794,330335811,330335818,,,443,0x1af2,6,38,4,7,,3652,3690,,,,,,
10.0.2.16 20.44.10.122 58356 443,330330426,330336199,330336273,330336277,330336295,330336303,,,58356,0x3c60,6,35,4,8,,5616,5651,,,,,,
10.0.2.16 40.112.190.240 40876 443,330310409,330342011,330342082,330342085,330342103,330342110,,,40876,0x5212,6,50,3,7,,31266,31316,,,,,,
10.0.2.16 137.117.16.35 52106 443,330353022,330369497,330369567,330369573,330369592,330369598,,,52106,0x61bb,6,32,6,6,,16270,16302,,,,,,
137.117.16.35 10.0.2.16 443 52106,330352561,330369871,330369894,330369897,330369915,330369924,,,443,0x73db,6,25,3,9,,17060,17085,,,,,,
10.0.2.16 52.255.207.13 38744 443,330461699,330471442,330471447,330471457,330471475,330471487,,,38744,0x719e,6,28,10,12,,9603,9631,,,,,,
52.255.207.13 10.0.2.16 443 38744,330461366,330471871,330471943,330471948,330471966,330471974,,,443,0x5344,6,4,5,8,,10320,10324,,,,,,
52.165.180.242 10.0.2.16 443 36480,330462763,330473493,330473563,330473568,330473586,330473593,,,443,0x3488,6,26,5,7,,10582,10608,,,,,,
137.117.16.35 10.0.2.16 443 52670,330596150,330610754,330610824,330610830,330610848,330610858,,,443,0x676c,6,21,6,10,,14431,14452,,,,,,
52.113.194.132 10.0.2.16 443 49924,330679727,330685066,330685138,330685146,330685165,330685176,,,443,0x1c4d,6,85,8,11,,5298,5383,,,,,,
52.168.117.169 10.0.2.16 443 55862,330744701,330748267,330748339,330748358,330748379,330748395,,,443,0x4460,6,29,19,16,,3513,3542,,,,,,
10.0.2.16 137.117.16.35 59372 443,330759504,330778831,330778901,330778907,330778925,330778935,,,59372,0x596e,6,41,6,10,,19145,19186,,,,,,
10.0.2.16 52.165.180.242 56380 443,330914641,330946720,330946791,330946797,330946815,330946824,,,56380,0x60a8,6,20,6,9,,31680,31700,,,,,,
10.0.2.16 20.42.65.89 53130 443,330948495,330953192,330953243,330953248,330953266,330953278,,,53130,0x2c5b,6,27,5,12,,4618,4645,,,,,,
137.117.16.35 10.0.2.16 443 40894,330973534,330986713,330986748,330986753,330986771,330986781,,,443,0x4d48,6,30,5,10,,12991,13021,,,,,,
10.0.2.16 137.117.16.35 40894 443,330973950,330987476,330987547,330987552,330987570,330987579,,,40894,0x2cb7,6,24,5,9,,13309,13333,,,,,,
52.113.207.42 10.0.2.16 443 45683,331152258,331164029,331164100,331164105,331164123,331164131,,,443,0x2905,6,38,5,8,,11650,11688,,,,,,
10.0.2.16 51.11.192.50 37576 443,331159168,331166907,331166979,331166987,331167006,331167014,,,37576,0x6c6c,6,33,8,8,,7696,7729,,,,,,
23.96.94.139 10.0.2.16 443 39404,331145784,331179816,331179887,331179893,331179911,331179917,,,443,0x63c7,6,70,6,6,,33750,33820,,,,,,
20.44.10.122 10.0.2.16 443 34316,331201785,331207919,331207989,331207994,331208012,331208021,,,443,0x704a,6,19,5,9,,6042,6061,,,,,,
10.0.2.16 137.117.16.35 38992 443,331199587,331220985,331221029,331221033,331221051,331221058,,,38992,0x3b19,6,19,4,7,,21211,21230,,,,,,
10.0.2.16 51.104.15.252 60370 443,331226152,331230856,331230926,331230930,331230947,331230954,,,60370,0x548d,6,0,4,7,,4623,4623,,,,,,
20.50.201.200 10.0.2.16 443 53564,331260552,331277063,331277134,331277138,331277156,331277162,,,443,0x7e5f,6,98,4,6,,16312,16410,,,,,,
52.168.112.66 10.0.2.16 443 58808,331293118,331302988,331303058,331303062,331303079,331303084,,,443,0x2772,6,106,4,5,,9709,9815,,,,,,
20.50.201.200 10.0.2.16 443 39202,331338455,331346019,331346073,331346077,331346094,331346103,,,443,0x5827,6,30,4,9,,7520,7550,,,,,,
10.0.2.16 40.112.190.240 35488 443,331514387,331520030,331520102,331520113,331520132,331520146,,,35488,0x4be9,6,77,11,14,,5600,5677,,,,,,
20.189.173.1 10.0.2.16 443 52203,331557452,331563573,331563644,331563647,331563666,331563673,,,443,0x7276,6,11,3,7,,6035,6046,,,,,,
10.0.2.16 52.182.141.63 55790 443,331568768,331573476,331573546,331573551,331573569,331573578,,,55790,0x270a,6,97,5,9,,4634,4731,,,,,,
10.0.2.16 137.117.16.35 53918 443,331549303,331600119,331600142,331600149,331600167,331600176,,,53918,0x3044,6,64,7,9,,50316,50380,,,,,,
104.208.16.88 10.0.2.16 443 47262,331609061,331636241,331636282,331636287,331636305,331636313,,,443,0x1578,6,14,5,8,,26910,26924,,,,,,
52.165.180.242 10.0.2.16 443 57372,331779313,331792404,331792456,331792476,331792498,331792514,,,443,0x31d1,6,25,20,16,,12989,13014,,,,,,
40.70.161.102 10.0.2.16 443 38980,331793210,331815914,331815985,331815989,331816007,331816016,,,443,0x2431,6,70,4,9,,22346,22416,,,,,,
10.0.2.16 52.255.207.13 59706 443,331781518,331817671,331817741,331817745,331817763,331817770,,,59706,0x57e6,6,28,4,7,,35669,35697,,,,,,
52.255.207.13 10.0.2.16 443 59706,331781857,331817998,331818066,331818069,331818086,331818095,,,443,0x2d86,6,7,3,9,,35673,35680,,,,,,
20.50.73.9 10.0.2.16 443 43718,331825084,331832624,331832696,331832702,331832720,331832727,,,443,0x2e0f,6,44,6,7,,7388,7432,,,,,,
137.117.16.35 10.0.2.16 443 42814,331830423,331844112,331844183,331844186,331844204,331844213,,,443,0x26cf,6,85,3,9,,13461,13546,,,,,,
10.0.2.16 137.117.16.35 42814 443,331830781,331846200,331846242,331846248,331846266,331846273,,,42814,0x5dd3,6,48,6,7,,15198,15246,,,,,,
10.0.2.16 52.113.207.3 57649 443,332220021,332228348,332228419,332228430,332228448,332228463,,,57649,0x4778,6,11,11,15,,8317,8328,,,,,,
20.50.80.209 10.0.2.16 443 35877,332248212,332253510,332253580,332253583,332253601,332253609,,,443,0x308d,6,44,3,8,,5202,5246,,,,,,
104.46.162.226 10.0.2.16 443 42364,332268608,332274746,332274810,332274813,332274831,332274837,,,443,0x335a,6,39,3,6,,6098,6137,,,,,,
137.117.16.35 10.0.2.16 443 42938,332283214,332298457,332298527,332298531,332298549,332298558,,,443,0x3dea,6,6,4,9,,15006,15012,,,,,,
10.0.2.16 137.117.16.35 42938 443,332283684,332299122,332299168,332299173,332299191,332299198,,,42938,0x251f,6,74,5,7,,15318,15392,,,,,,
20.42.73.27 10.0.2.16 443 40414,332407381,332412583,332412653,332412659,332412677,332412685,,,443,0x7c0d,6,76,6,8,,5128,5204,,,,,,
20.189.173.9 10.0.2.16 443 34913,332416599,332422693,332422737,332422741,332422758,332422767,,,443,0x42e0,6,28,4,9,,6026,6054,,,,,,
10.0.2.16 52.255.207.13 39518 443,332393878,332438411,332438433,332438437,332438455,332438464,,,39518,0x6b4d,6,58,4,9,,44033,44091,,,,,,
137.117.16.35 10.0.2.16 443 34012,332441374,332462773,332462790,332462794,332462812,332462820,,,443,0x34f4,6,5,4,8,,21099,21104,,,,,,
10.0.2.16 137.117.16.35 43214 443,332512351,332517363,332517435,332517443,332517461,332517471,,,43214,0x3411,6,11,8,10,,4912,4923,,,,,,
137.117.16.35 10.0.2.16 443 43214,332512022,332517716,332517769,332517773,332517791,332517798,,,443,0x3495,6,76,4,7,,5635,5711,,,,,,
10.0.2.16 51.105.71.136 51808 443,332531351,332536371,332536442,332536446,332536464,332536469,,,51808,0x46ad,6,19,4,5,,4925,4944,,,,,,
52.177.138.113 10.0.2.16 443 38604,332540939,332546905,332546976,332546979,332546997,332547003,,,443,0x59f9,6,44,3,6,,5956,6000,,,,,,
10.0.2.16 40.112.190.240 39508 443,332524297,332564977,332565048,332565053,332565071,332565079,,,39508,0x34fe,6,16,5,8,,40383,40399,,,,,,
40.112.190.240 10.0.2.16 443 39508,332524680,332565462,332565532,332565535,332565553,332565560,,,443,0x3974,6,4,3,7,,40408,40412,,,,,,
20.189.173.12 10.0.2.16 443 51496,332612328,332633865,332633935,332633940,332633958,332633965,,,443,0x4564,6,63,5,7,,20939,21002,,,,,,
10.0.2.16 137.117.16.35 33298 443,332653699,332658697,332658767,332658775,332658793,332658804,,,33298,0x563d,6,24,8,11,,4917,4941,,,,,,
137.117.16.35 10.0.2.16 443 33298,332653357,332659055,332659100,332659104,332659121,332659128,,,443,0x7d6b,6,29,4,7,,5697,5726,,,,,,
52.113.194.132 10.0.2.16 443 33024,332662023,332684846,332684894,332684897,332684915,332684924,,,443,0x10da,6,85,3,9,,22607,22692,,,,,,
52.255.207.13 10.0.2.16 443 44064,332663748,332688460,332688531,332688534,332688552,332688558,,,443,0x26f1,6,20,3,6,,24465,24485,,,,,,
13.89.178.26 10.0.2.16 443 44962,332716133,332719868,332719915,332719921,332719939,332719946,,,443,0x5afb,6,8,6,7,,3689,3697,,,,,,
10.0.2.16 40.112.190.240 56470 443,332756429,332771518,332771588,332771595,332771613,332771624,,,56470,0x7769,6,33,7,11,,14865,14898,,,,,,
40.112.190.240 10.0.2.16 443 56470,332756012,332771849,332771915,332771920,332771938,332771946,,,443,0x4f33,6,15,5,8,,15673,15688,,,,,,
52.113.207.4 10.0.2.16 443 45577,332792977,332799066,332799139,332799151,332799171,332799184,,,443,0x1123,6,34,12,13,,6008,6042,,,,,,
10.0.2.16 52.113.207.4 45577 443,332793420,332799445,332799483,332799489,332799507,332799519,,,45577,0x390c,6,32,6,12,,5996,6028,,,,,,
23.96.94.139 10.0.2.16 443 58538,332769657,332811877,332811949,332811956,332811974,332811983,,,443,0x6c2f,6,23,7,9,,41774,41797,,,,,,
20.189.173.12 10.0.2.16 443 48066,332807965,332816471,332816541,332816547,332816565,332816574,,,443,0x4d37,6,39,6,9,,8411,8450,,,,,,
10.0.2.16 104.46.162.224 56345 443,332820568,332829058,332829129,332829134,332829151,332829161,,,56345,0x203a,6,48,5,10,,8414,8462,,,,,,
13.89.178.27 10.0.2.16 443 40542,332837239,332846500,332846570,332846576,332846594,332846602,,,443,0x4863,6,26,6,8,,9114,9140,,,,,,
10.0.2.16 137.117.16.35 43960 443,332801661,332855321,332855391,332855397,332855415,332855423,,,43960,0x1c41,6,44,6,8,,53125,53169,,,,,,
10.0.2.16 51.104.15.252 60178 443,332894427,332912159,332912234,332912239,332912257,332912264,,,60178,0x4255,6,75,5,7,,17557,17632,,,,,,
52.113.207.6 10.0.2.16 443 35545,333034917,333042776,333042847,333042854,333042872,333042884,,,443,0x6541,6,28,7,12,,7797,7825,,,,,,
10.0.2.16 20.189.173.1 44808 443,333050018,333061777,333061847,333061854,333061872,333061883,,,44808,0x3280,6,119,7,11,,11709,11828,,,,,,
10.0.2.16 52.255.207.13 52616 443,333026910,333070464,333070534,333070537,333070555,333070562,,,52616,0x47e0,6,9,3,7,,43063,43072,,,,,,
52.255.207.13 10.0.2.16 443 52616,333027694,333071943,333071954,333071958,333071976,333071984,,,443,0x6cd3,6,26,4,8,,43840,43866,,,,,,
137.117.16.35 10.0.2.16 443 39972,333455594,333460933,333461003,333461010,333461028,333461040,,,443,0x4692,6,31,7,12,,5215,5246,,,,,,
10.0.2.16 137.117.16.35 39972 443,333456062,333461265,333461335,333461340,333461358,333461367,,,39972,0x54a1,6,32,5,9,,5202,5234,,,,,,
52.255.207.13 10.0.2.16 443 35198,333462889,333490669,333490739,333490744,333490762,333490771,,,443,0x193c,6,104,5,9,,27230,27334,,,,,,
10.0.2.16 52.255.207.13 35198 443,333462375,333492458,333492480,333492484,333492502,333492510,,,35198,0x423f,6,54,4,8,,29635,29689,,,,,,
10.0.2.16 23.102.169.166 49130 443,333727663,333740057,333740130,333740142,333740161,333740174,,,49130,0x62c2,6,7,12,13,,12296,12303,,,,,,
23.102.169.166 10.0.2.16 443 49130,333727251,333740399,333740411,333740426,333740445,333740461,,,443,0x5248,6,0,15,16,,13073,13073,,,,,,
10.0.2.16 23.102.169.166 49144 443,333724537,333743873,333743928,333743932,333743950,333743957,,,49144,0x707e,6,19,4,7,,19225,19244,,,,,,
20.50.201.200 10.0.2.16 443 47634,334117669,334123845,334123879,334123884,334123903,334123914,,,443,0x378e,6,45,5,11,,6109,6154,,,,,,
10.0.2.16 23.102.169.166 50660 443,334193621,334199897,334199912,334199926,334199946,334199962,,,50660,0x79d9,6,27,14,16,,6224,6251,,,,,,
10.0.2.16 23.102.169.166 50670 443,334201779,334208759,334208767,334208773,334208790,334208801,,,50670,0x39be,6,38,6,11,,6981,7019,,,,,,
20.189.173.7 10.0.2.16 443 35725,334214067,334220050,334220122,334220127,334220145,334220155,,,443,0x635e,6,63,5,10,,5960,6023,,,,,,
137.117.16.35 10.0.2.16 443 49372,334246740,334262811,334262876,334262882,334262899,334262911,,,443,0x3e57,6,90,6,12,,15896,15986,,,,,,
10.0.2.16 137.117.16.35 49372 443,334247183,334263607,334263677,334263684,334263702,334263712,,,49372,0x63a5,6,66,7,10,,16220,16286,,,,,,
40.112.190.240 10.0.2.16 443 35452,334573738,334587164,334587238,334587257,334587277,334587295,,,443,0x5ea1,6,29,19,18,,13356,13385,,,,,,
10.0.2.16 40.112.190.240 35452 443,334574141,334587545,334587592,334587600,334587617,334587628,,,35452,0x3e19,6,22,8,11,,13349,13371,,,,,,
10.0.2.16 23.96.94.139 33566 443,334591329,334596067,334596088,334596094,334596112,334596124,,,33566,0x35bf,6,69,6,12,,4697,4766,,,,,,
