Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Packet Length Range,First4Sum,Last4Sum,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT range,Flow Duration,Label
16.16.16.94 15.15.15.94 1194 47238 17,112,1330,6986,1218,1666,5320,0,1218,41.0,10200.0,10159.0,34011.0,youtube
15.15.15.95 16.16.16.95 47238 1194 17,104,1330,4334,1226,2884,1450,0,1226,28.0,38811.0,38783.0,81122.0,youtube
16.16.16.95 15.15.15.95 1194 47238 17,112,1330,8204,1218,2884,5320,0,1218,9.0,11777.0,11768.0,44472.0,youtube
15.15.15.96 16.16.16.96 47238 1194 17,104,1330,3116,1226,1666,1450,0,1218,3.0,56321.0,56318.0,59394.0,youtube
16.16.16.96 15.15.15.96 1194 47238 17,104,1330,4534,1226,1666,2868,0,1226,34.0,26016.0,25982.0,61539.0,youtube
15.15.15.97 16.16.16.97 1194 47238 17,104,1381,7117,1277,2921,4196,0,1277,4743.0,1190217.0,1185474.0,1277940.0,youtube
16.16.16.97 15.15.15.97 47238 1194 17,104,1330,3916,1226,1723,2193,0,1218,1480.0,1063406.0,1061926.0,1164018.0,youtube
15.15.15.98 16.16.16.98 47238 1194 17,104,1330,3308,1226,2884,424,0,1218,40.0,72020.0,71980.0,73064.0,youtube
16.16.16.98 15.15.15.98 1194 47238 17,112,1330,6986,1218,1666,5320,0,1218,9.0,10901.0,10892.0,31529.0,youtube
15.15.15.99 16.16.16.99 47238 1194 17,104,1330,5051,1226,2884,2167,0,1218,18.0,201280.0,201262.0,254466.0,youtube
16.16.16.99 15.15.15.99 1194 47238 17,112,1330,6986,1218,1666,5320,0,1218,56.0,10628.0,10572.0,42442.0,youtube
15.15.15.100 16.16.16.100 47238 1194 17,104,1330,3825,1226,2884,941,0,1218,9.0,98764.0,98755.0,149597.0,youtube
16.16.16.100 15.15.15.100 1194 47238 17,112,1330,6986,1218,1666,5320,0,1218,58.0,11563.0,11505.0,35718.0,youtube
15.15.15.101 16.16.16.101 47238 1194 17,104,1330,4334,1226,1658,2676,0,1218,16.0,72331.0,72315.0,131543.0,youtube
16.16.16.101 15.15.15.101 1194 47238 17,104,1381,7080,1277,2884,4196,0,1277,58.0,25821.0,25763.0,85866.0,youtube
15.15.15.102 16.16.16.102 47238 1194 17,104,621,1890,517,440,1450,0,517,7.0,101426.0,101419.0,103107.0,youtube
16.16.16.102 15.15.15.102 1194 47238 17,104,1381,3410,1277,440,2970,0,1277,43.0,89374.0,89331.0,122369.0,youtube
15.15.15.103 16.16.16.103 47238 1194 17,104,1330,3825,1226,2884,941,0,1218,30.0,56562.0,56532.0,72966.0,youtube
16.16.16.103 15.15.15.103 1194 47238 17,112,1330,6986,1218,1666,5320,0,1218,39.0,12186.0,12147.0,40930.0,youtube
15.15.15.104 16.16.16.104 47238 1194 17,104,1330,3825,1226,2884,941,0,1218,24.0,63093.0,63069.0,72873.0,youtube
16.16.16.104 15.15.15.104 1194 47238 17,112,1330,6986,1218,1666,5320,0,1218,49.0,16955.0,16906.0,45163.0,youtube
1.1.1.87 2.2.2.87 1194 45182 17,104,1303,3640,1199,1623,2017,0,1199,7.0,1613997.0,1613990.0,2086186.0,facebook
2.2.2.87 1.1.1.87 45182 1194 17,92,628,2028,536,904,1124,0,536,30.0,703676.0,703646.0,2087831.0,facebook
1.1.1.88 2.2.2.88 1194 45182 17,104,1381,9771,1277,5524,4247,0,1277,5.0,61889.0,61884.0,68299.0,facebook
2.2.2.88 1.1.1.88 45182 1194 17,92,92,736,0,368,368,0,0,32.0,44037.0,44005.0,89703.0,facebook
1.1.1.89 2.2.2.89 45182 1194 17,112,1312,5696,1200,2848,2848,0,1200,38.0,440152.0,440114.0,980870.0,facebook
2.2.2.89 1.1.1.89 1194 45182 17,112,1312,3714,1200,1809,1905,0,1200,7.0,101774.0,101767.0,157994.0,facebook
1.1.1.90 2.2.2.90 1194 45182 17,104,1312,4697,1208,2840,1857,0,1208,8.0,1594161.0,1594153.0,3338329.0,facebook
2.2.2.90 1.1.1.90 45182 1194 17,104,1312,3112,1208,1464,1648,0,1200,39.0,1176063.0,1176024.0,1944814.0,facebook
1.1.1.91 2.2.2.91 1194 45182 17,104,1312,3299,1208,467,2832,0,1208,42.0,579826.0,579784.0,987770.0,facebook
2.2.2.91 1.1.1.91 45182 1194 17,92,1381,6509,1289,4235,2274,0,1289,40.0,575042.0,575002.0,871011.0,facebook
1.1.1.92 2.2.2.92 45182 1194 17,104,1312,2528,1208,432,2096,0,1208,26.0,149705.0,149679.0,301290.0,facebook
2.2.2.92 1.1.1.92 1194 45182 17,104,1312,2289,1208,1648,641,0,1200,1.0,246268.0,246267.0,313838.0,facebook
1.1.1.93 2.2.2.93 45182 1194 17,104,1312,2303,1208,1640,663,0,1208,422.0,54952.0,54530.0,88385.0,facebook
2.2.2.93 1.1.1.93 1194 45182 17,104,1312,2296,1208,448,1848,0,1200,1.0,60117.0,60116.0,92865.0,facebook
1.1.1.94 2.2.2.94 45182 1194 17,104,1312,2303,1208,1640,663,0,1208,6.0,55797.0,55791.0,110182.0,facebook
2.2.2.94 1.1.1.94 1194 45182 17,104,1381,3281,1277,448,2833,0,1277,1.0,107579.0,107578.0,134426.0,facebook
1.1.1.95 2.2.2.95 45182 1194 17,104,1312,2305,1208,1648,657,0,1200,4.0,107075.0,107071.0,114825.0,facebook
2.2.2.95 1.1.1.95 1194 45182 17,104,1381,3281,1277,448,2833,0,1277,1.0,107587.0,107586.0,138337.0,facebook
1.1.1.96 2.2.2.96 45182 1194 17,104,1312,2520,1208,432,2088,0,1208,14.0,130863.0,130849.0,322949.0,facebook
2.2.2.96 1.1.1.96 1194 45182 17,104,1381,5682,1277,432,5250,0,1277,1.0,237217.0,237216.0,265373.0,facebook
1.1.1.97 2.2.2.97 1194 45182 17,104,1312,2296,1208,440,1856,0,1200,1.0,2072355.0,2072354.0,2268360.0,facebook
2.2.2.97 1.1.1.97 45182 1194 17,104,1312,2303,1208,432,1871,0,1208,32.0,101627.0,101595.0,203484.0,facebook
1.1.1.98 2.2.2.98 45182 1194 17,104,1312,2303,1208,432,1871,0,1208,34.0,197200.0,197166.0,269677.0,facebook
2.2.2.98 1.1.1.98 1194 45182 17,104,1312,2297,1208,440,1857,0,983,1.0,259524.0,259523.0,281803.0,facebook
1.1.1.99 2.2.2.99 45182 1194 17,104,1312,2072,1208,432,1640,0,1208,33.0,1805317.0,1805284.0,2028118.0,facebook
2.2.2.99 1.1.1.99 1194 45182 17,104,1312,2297,1208,448,1849,0,1208,1.0,210025.0,210024.0,247707.0,facebook
1.1.1.100 2.2.2.100 45182 1194 17,104,516,1499,412,432,1067,0,412,5.0,102193.0,102188.0,229819.0,facebook
2.2.2.100 1.1.1.100 1194 45182 17,104,1381,3498,1277,440,3058,0,1277,1.0,159735.0,159734.0,194093.0,facebook
1.1.1.101 2.2.2.101 45182 1194 17,111,1332,3618,1221,2906,712,0,1206,312.0,1081578.0,1081266.0,1496140.0,facebook
2.2.2.101 1.1.1.101 1194 45182 17,119,1312,3845,1193,3079,766,41,1152,1.0,105490.0,105489.0,120938.0,facebook
1.1.1.102 2.2.2.102 45182 1194 17,104,1312,2072,1208,432,1640,0,1208,81.0,92551.0,92470.0,206703.0,facebook
2.2.2.102 1.1.1.102 1194 45182 17,104,1312,2296,1208,448,1848,0,1200,1.0,99381.0,99380.0,207878.0,facebook
1.1.1.103 2.2.2.103 45182 1194 17,104,1312,2072,1208,432,1640,0,1208,28.0,125825.0,125797.0,280678.0,facebook
2.2.2.103 1.1.1.103 1194 45182 17,104,1312,2297,1208,448,1849,0,1200,1.0,189390.0,189389.0,287891.0,facebook
3.3.3.90 4.4.4.90 45945 1194 17,104,1332,2108,1228,448,1660,0,1220,12.0,97082.0,97070.0,97735.0,instagram
4.4.4.90 3.3.3.90 1194 45945 17,112,1312,2279,1200,448,1831,0,1200,2.0,10492.0,10490.0,24493.0,instagram
3.3.3.91 4.4.4.91 45945 1194 17,92,1332,4917,1240,2061,2856,8,1240,26.0,96100.0,96074.0,280735.0,instagram
4.4.4.91 3.3.3.91 1194 45945 17,104,1312,3941,1208,1880,2061,56,1200,1.0,54098.0,54097.0,127950.0,instagram
3.3.3.92 4.4.4.92 45945 1194 17,104,1332,3716,1228,2061,1655,8,1228,36.0,80554.0,80518.0,192202.0,instagram
4.4.4.92 3.3.3.92 1194 45945 17,104,1312,2323,1208,1880,443,0,1200,0.0,67694.0,67694.0,103216.0,instagram
3.3.3.93 4.4.4.93 45945 1194 17,104,1332,4780,1228,1652,3128,0,1228,23.0,73396.0,73373.0,206663.0,instagram
4.4.4.93 3.3.3.93 1194 45945 17,112,1312,3764,1200,1880,1884,44,1200,0.0,106398.0,106398.0,136474.0,instagram
3.3.3.94 4.4.4.94 45945 1194 17,104,1332,4819,1228,1652,3167,0,1228,70.0,71133.0,71063.0,215301.0,instagram
4.4.4.94 3.3.3.94 1194 45945 17,112,1312,3764,1200,1880,1884,44,1200,1.0,94996.0,94995.0,147103.0,instagram
3.3.3.95 4.4.4.95 1194 45945 17,104,1312,3942,1208,2071,1871,135,1200,1.0,1305725.0,1305724.0,1447345.0,instagram
4.4.4.95 3.3.3.95 45945 1194 17,104,1332,4798,1228,1928,2870,0,1228,38.0,1234259.0,1234221.0,1425495.0,instagram
3.3.3.96 4.4.4.96 45945 1194 17,104,1332,4532,1228,1652,2880,0,1228,49.0,80593.0,80544.0,204644.0,instagram
4.4.4.96 3.3.3.96 1194 45945 17,112,1312,3764,1200,1880,1884,44,1200,0.0,94274.0,94274.0,142292.0,instagram
3.3.3.97 4.4.4.97 45945 1194 17,115,1332,5808,1217,2941,2867,0,1217,33.0,101932.0,101899.0,358531.0,instagram
4.4.4.97 3.3.3.97 1194 45945 17,119,1312,3847,1193,3080,767,41,1152,1.0,101805.0,101804.0,111792.0,instagram
3.3.3.98 4.4.4.98 45945 1194 17,104,1332,4283,1228,1879,2404,8,1228,45.0,59155.0,59110.0,169806.0,instagram
4.4.4.98 3.3.3.98 1194 45945 17,104,1381,5822,1277,1879,3943,0,1277,1.0,31380.0,31379.0,82624.0,instagram
3.3.3.99 4.4.4.99 45945 1194 17,104,1332,6312,1228,4108,2204,0,1220,31.0,111891.0,111860.0,237094.0,instagram
4.4.4.99 3.3.3.99 1194 45945 17,112,1312,3767,1200,1880,1887,41,1200,2.0,76688.0,76686.0,114909.0,instagram
3.3.3.100 4.4.4.100 45945 1194 17,92,1332,3715,1240,2061,1654,8,1240,36.0,111812.0,111776.0,225871.0,instagram
4.4.4.100 3.3.3.100 1194 45945 17,104,1312,3941,1208,1880,2061,56,1200,1.0,100481.0,100480.0,137034.0,instagram
3.3.3.101 4.4.4.101 45945 1194 17,104,1332,4558,1228,1652,2906,0,1228,28.0,125315.0,125287.0,316649.0,instagram
4.4.4.101 3.3.3.101 1194 45945 17,112,1312,3764,1200,1880,1884,44,1200,1.0,137003.0,137002.0,256581.0,instagram
3.3.3.102 4.4.4.102 45945 1194 17,111,1332,5777,1221,4122,1655,0,1206,24.0,138323.0,138299.0,252141.0,instagram
4.4.4.102 3.3.3.102 1194 45945 17,119,1312,3847,1193,3080,767,41,1152,1.0,110886.0,110885.0,139831.0,instagram
3.3.3.103 4.4.4.103 45945 1194 17,104,1332,4593,1228,1652,2941,0,1228,56.0,82220.0,82164.0,252341.0,instagram
4.4.4.103 3.3.3.103 1194 45945 17,112,1312,3764,1200,1880,1884,44,1200,1.0,106488.0,106487.0,144273.0,instagram
3.3.3.104 4.4.4.104 45945 1194 17,92,1332,2735,1240,2061,674,8,1220,36.0,97610.0,97574.0,267220.0,instagram
4.4.4.104 3.3.3.104 1194 45945 17,104,1312,3750,1208,1879,1871,56,1200,1.0,102305.0,102304.0,124790.0,instagram
3.3.3.105 4.4.4.105 45945 1194 17,116,1332,6035,1216,4255,1780,0,1073,33.0,130102.0,130069.0,217369.0,instagram
4.4.4.105 3.3.3.105 1194 45945 17,119,1312,3845,1193,3079,766,41,1152,2.0,90705.0,90703.0,115167.0,instagram
3.3.3.106 4.4.4.106 45945 1194 17,92,1332,3715,1240,2061,1654,8,1240,36.0,110685.0,110649.0,243966.0,instagram
4.4.4.106 3.3.3.106 1194 45945 17,104,1312,3941,1208,1880,2061,56,1200,1.0,84287.0,84286.0,123638.0,instagram
3.3.3.107 4.4.4.107 45945 1194 17,104,1332,4553,1228,1879,2674,8,1228,33.0,222659.0,222626.0,362684.0,instagram
4.4.4.107 3.3.3.107 1194 45945 17,104,1312,3752,1208,1880,1872,56,1200,0.0,97771.0,97771.0,119520.0,instagram
3.3.3.108 4.4.4.108 45945 1194 17,92,1332,4501,1240,1879,2622,8,1240,39.0,194160.0,194121.0,310187.0,instagram
4.4.4.108 3.3.3.108 1194 45945 17,104,1381,5822,1277,1879,3943,0,1277,1.0,71641.0,71640.0,108382.0,instagram
3.3.3.109 4.4.4.109 45945 1194 17,104,1332,3534,1228,1879,1655,8,1228,537.0,57738.0,57201.0,176129.0,instagram
4.4.4.109 3.3.3.109 1194 45945 17,104,1312,2398,1208,1879,519,0,1200,1.0,74180.0,74179.0,102002.0,instagram
9.9.9.98 10.10.10.98 48868 1194 17,104,621,1357,517,941,416,0,517,16.0,211734.0,211718.0,420600.0,tiktok
10.10.10.98 9.9.9.98 1194 48868 17,104,1381,7601,1277,2978,4623,0,1277,18.0,208913.0,208895.0,231880.0,tiktok
9.9.9.99 10.10.10.99 1194 48868 17,92,1410,2251,1318,565,1686,0,1318,63.0,4328464.0,4328401.0,5035186.0,tiktok
10.10.10.99 9.9.9.99 48868 1194 17,104,1410,3555,1306,493,3062,0,1306,19.0,4844658.0,4844639.0,5014799.0,tiktok
9.9.9.100 10.10.10.100 1194 48868 17,372,1410,10242,1038,4602,5640,0,1038,43.0,4610968.0,4610925.0,4627972.0,tiktok
10.10.10.100 9.9.9.100 48868 1194 17,121,1410,8981,1289,4630,4351,0,1289,1380.0,4494598.0,4493218.0,4612197.0,tiktok
9.9.9.101 10.10.10.101 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,10.0,1837615.0,1837605.0,1850365.0,tiktok
10.10.10.101 9.9.9.101 48868 1194 17,68,1410,9938,1342,4298,5640,0,1342,88.0,1658125.0,1658037.0,1966031.0,tiktok
9.9.9.102 10.10.10.102 48868 1194 17,68,1410,9938,1342,4298,5640,0,1342,26.0,1746531.0,1746505.0,2075460.0,tiktok
10.10.10.102 9.9.9.102 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,20.0,1823386.0,1823366.0,1840729.0,tiktok
9.9.9.103 10.10.10.103 48868 1194 17,104,1410,6128,1306,488,5640,0,1282,34.0,1395588.0,1395554.0,3272361.0,tiktok
10.10.10.103 9.9.9.103 1194 48868 17,92,1410,6008,1318,368,5640,0,1318,8.0,1473923.0,1473915.0,3268326.0,tiktok
9.9.9.104 10.10.10.104 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,9.0,1591786.0,1591777.0,1615970.0,tiktok
10.10.10.104 9.9.9.104 48868 1194 17,121,1410,7413,1289,5640,1773,0,1289,28.0,228786.0,228758.0,237236.0,tiktok
9.9.9.105 10.10.10.105 48868 1194 17,68,1410,6071,1342,4298,1773,0,1342,12.0,1080891.0,1080879.0,1286660.0,tiktok
10.10.10.105 9.9.9.105 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,8.0,1152865.0,1152857.0,1202543.0,tiktok
9.9.9.106 10.10.10.106 48868 1194 17,68,1410,7360,1342,4298,3062,0,1342,32.0,1663274.0,1663242.0,1778013.0,tiktok
10.10.10.106 9.9.9.106 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,11.0,1748489.0,1748478.0,1797518.0,tiktok
9.9.9.107 10.10.10.107 48868 1194 17,68,1410,8649,1342,4298,4351,0,1342,264.0,2282250.0,2281986.0,2603776.0,tiktok
10.10.10.107 9.9.9.107 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,11.0,2368446.0,2368435.0,2378346.0,tiktok
9.9.9.108 10.10.10.108 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,8.0,2028848.0,2028840.0,2046020.0,tiktok
10.10.10.108 9.9.9.108 48868 1194 17,121,1410,8702,1289,5640,3062,0,1289,8.0,160942.0,160934.0,327951.0,tiktok
9.9.9.109 10.10.10.109 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,8.0,2675825.0,2675817.0,2681951.0,tiktok
10.10.10.109 9.9.9.109 48868 1194 17,121,1410,9991,1289,5640,4351,0,1289,37.0,279866.0,279829.0,598864.0,tiktok
9.9.9.110 10.10.10.110 48868 1194 17,68,1410,8649,1342,4298,4351,0,1342,59.0,2914285.0,2914226.0,3055382.0,tiktok
10.10.10.110 9.9.9.110 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,10.0,2992742.0,2992732.0,3010808.0,tiktok
9.9.9.111 10.10.10.111 1194 48868 17,626,1410,10496,784,4856,5640,0,784,25.0,3125425.0,3125400.0,3136405.0,tiktok
10.10.10.111 9.9.9.111 48868 1194 17,121,1410,7413,1289,5640,1773,0,1289,26.0,226545.0,226519.0,304194.0,tiktok
9.9.9.112 10.10.10.112 48868 1194 17,68,1410,7360,1342,4298,3062,0,1342,28.0,2235220.0,2235192.0,2556341.0,tiktok
10.10.10.112 9.9.9.112 1194 48868 17,68,1410,9938,1342,4298,5640,0,1342,6.0,2315137.0,2315131.0,2331588.0,tiktok
9.9.9.113 10.10.10.113 1194 48868 17,137,1430,9319,1293,3679,5640,0,1293,8.0,6842857.0,6842849.0,6948040.000000001,tiktok
10.10.10.113 9.9.9.113 48868 1194 17,121,1410,7920,1289,4858,3062,0,1289,42.0,6837266.0,6837224.0,6954822.0,tiktok
9.9.9.114 10.10.10.114 1194 48868 17,68,1410,7350,1342,1710,5640,0,1306,51.0,2124704.0,2124653.0,2445803.0,tiktok
10.10.10.114 9.9.9.114 48868 1194 17,92,1410,4777,1318,3004,1773,0,1318,59.0,145731.0,145672.0,404164.0,tiktok
15.15.15.105 16.16.16.105 1194 35129 17,104,1330,4550,1226,456,4094,0,1226,59.0,2544789.0,2544730.0,2621291.0,youtube
16.16.16.105 15.15.15.105 35129 1194 17,92,1330,2567,1238,1626,941,0,1238,14.0,2462407.0,2462393.0,2529027.0,youtube
15.15.15.106 16.16.16.106 35129 1194 17,104,1330,3825,1226,2884,941,0,1218,2.0,33170.0,33168.0,49662.0,youtube
16.16.16.106 15.15.15.106 1194 35129 17,112,1330,6986,1218,1666,5320,0,1218,21.0,23316.0,23295.0,50227.0,youtube
15.15.15.107 16.16.16.107 35129 1194 17,112,1330,3421,1218,1755,1666,0,1218,31.0,1356588.0,1356557.0,1966940.0,youtube
16.16.16.107 15.15.15.107 1194 35129 17,104,1381,5885,1277,463,5422,8,1226,23.0,1143400.0,1143377.0,2067578.0,youtube
15.15.15.108 16.16.16.108 35129 1194 17,104,1330,5051,1226,2884,2167,0,1218,1706.0,43264.0,41558.0,87860.0,youtube
16.16.16.108 15.15.15.108 1194 35129 17,104,1330,5760,1226,4102,1658,0,1226,24.0,18005.0,17981.0,61475.0,youtube
15.15.15.109 16.16.16.109 35129 1194 17,104,1330,4534,1226,2884,1650,0,1226,2.0,103973.0,103971.0,165786.0,youtube
16.16.16.109 15.15.15.109 1194 35129 17,112,1330,6986,1218,1666,5320,0,1218,22.0,17962.0,17940.0,35898.0,youtube
15.15.15.110 16.16.16.110 35129 1194 17,104,1330,2599,1226,1666,933,0,1218,2.0,121351.0,121349.0,121630.0,youtube
16.16.16.110 15.15.15.110 1194 35129 17,104,1330,4534,1226,1666,2868,0,1226,23.0,86290.0,86267.0,132939.0,youtube
15.15.15.111 16.16.16.111 35129 1194 17,104,1330,3308,1226,2884,424,0,1218,10.0,117140.0,117130.0,121736.0,youtube
16.16.16.111 15.15.15.111 1194 35129 17,112,1330,6986,1218,1666,5320,0,1218,0.0,6203.0,6203.0,28820.0,youtube
15.15.15.112 16.16.16.112 1194 35129 17,104,1381,5842,1277,1697,4145,0,1277,0.0,504302.0,504302.0,571591.0,youtube
16.16.16.112 15.15.15.112 35129 1194 17,104,1330,3175,1226,1725,1450,0,1218,12.0,412799.0,412787.0,513220.0,youtube
15.15.15.113 16.16.16.113 1194 35129 17,104,1330,5789,1226,2913,2876,0,1218,4570.0,1223245.0,1218675.0,1524649.0,youtube
16.16.16.113 15.15.15.113 35129 1194 17,104,1330,4406,1226,2239,2167,8,1218,12.0,1258070.0,1258058.0,1460098.0,youtube
15.15.15.114 16.16.16.114 35129 1194 17,104,1330,3841,1226,2892,949,0,1226,11.0,1276977.0,1276966.0,1431292.0,youtube
16.16.16.114 15.15.15.114 1194 35129 17,112,1330,7002,1218,1682,5320,0,1218,0.0,1329185.0,1329185.0,1358284.0,youtube
15.15.15.115 16.16.16.115 35129 1194 17,104,1330,3116,1226,1666,1450,0,1218,11.0,42446.0,42435.0,70841.0,youtube
16.16.16.115 15.15.15.115 1194 35129 17,104,1330,4534,1226,2884,1650,0,1226,0.0,33898.0,33898.0,74704.0,youtube
15.15.15.116 16.16.16.116 35129 1194 17,104,1330,3843,1226,2167,1676,0,1218,10.0,66922.0,66912.0,168522.0,youtube
16.16.16.116 15.15.15.116 1194 35129 17,104,1381,8349,1277,4102,4247,0,1277,0.0,33559.0,33559.0,72131.0,youtube
15.15.15.117 16.16.16.117 35129 1194 17,104,1330,3332,1226,1674,1658,0,1226,9.0,98142.0,98133.0,159508.0,youtube
16.16.16.117 15.15.15.117 1194 35129 17,112,1330,5784,1218,464,5320,0,1218,0.0,58928.0,58928.0,82207.0,youtube
15.15.15.118 16.16.16.118 35129 1194 17,104,1330,3308,1226,2884,424,0,1218,11.0,52839.0,52828.0,86396.0,youtube
16.16.16.118 15.15.15.118 1194 35129 17,112,1330,6986,1218,2884,4102,0,1218,0.0,19080.0,19080.0,57474.0,youtube
15.15.15.119 16.16.16.119 35129 1194 17,104,1330,2599,1226,1666,933,0,1218,8.0,63806.0,63798.0,126462.0,youtube
16.16.16.119 15.15.15.119 1194 35129 17,104,1381,5811,1277,1666,4145,0,1277,0.0,26190.0,26190.0,69737.0,youtube
11.11.11.100 12.12.12.100 41484 1194 17,104,304,1052,200,624,428,0,200,1.0,257016.0,257015.0,540857.0,twitter
12.12.12.100 11.11.11.100 1194 41484 17,104,1381,5834,1277,2978,2856,0,1277,0.0,317966.0,317966.0,637978.0,twitter
11.11.11.101 12.12.12.101 41484 1194 17,104,112,888,8,448,440,0,8,1.0,65507.0,65506.0,68799.0,twitter
12.12.12.101 11.11.11.101 1194 41484 17,104,112,888,8,448,440,0,8,0.0,99336.0,99336.0,110383.0,twitter
11.11.11.102 12.12.12.102 41484 1194 17,104,112,888,8,448,440,0,8,1.0,89563.0,89562.0,89908.0,twitter
12.12.12.102 11.11.11.102 1194 41484 17,104,112,888,8,448,440,0,8,0.0,104501.0,104501.0,115883.0,twitter
11.11.11.103 12.12.12.103 41484 1194 17,104,112,872,8,448,424,0,8,0.0,83544.0,83544.0,97782.0,twitter
12.12.12.103 11.11.11.103 1194 41484 17,104,112,872,8,448,424,0,8,0.0,112218.0,112218.0,128666.0,twitter
11.11.11.104 12.12.12.104 41484 1194 17,104,128,904,24,456,448,0,24,1.0,2526385.0,2526384.0,2660160.0,twitter
12.12.12.104 11.11.11.104 1194 41484 17,104,128,904,24,456,448,0,24,0.0,2648996.0,2648996.0,2689857.0,twitter
11.11.11.105 12.12.12.105 41484 1194 17,104,112,880,8,448,432,0,8,11.0,96450.0,96439.0,99238.0,twitter
12.12.12.105 11.11.11.105 1194 41484 17,104,112,880,8,448,432,0,8,0.0,92689.0,92689.0,120612.0,twitter
11.11.11.106 12.12.12.106 41484 1194 17,104,621,1898,517,440,1458,0,517,9.0,400561.0,400552.0,734264.0,twitter
12.12.12.106 11.11.11.106 1194 41484 17,104,1381,3603,1277,440,3163,0,1277,0.0,181012.0,181012.0,355790.0,twitter
11.11.11.107 12.12.12.107 41484 1194 17,104,621,1389,517,448,941,0,509,2.0,158809.0,158807.0,208010.0,twitter
12.12.12.107 11.11.11.107 1194 41484 17,104,1381,2149,1277,448,1701,0,1277,0.0,180155.0,180155.0,197764.0,twitter
11.11.11.108 12.12.12.108 41484 1194 17,104,128,896,24,456,440,0,24,1.0,2965216.0,2965215.0,3147247.0,twitter
12.12.12.108 11.11.11.108 1194 41484 17,104,1381,2173,1277,464,1709,0,1277,0.0,3047332.0,3047332.0,3151385.0,twitter
11.11.11.109 12.12.12.109 41484 1194 17,104,112,872,8,448,424,0,8,1.0,109703.0,109702.0,110221.0,twitter
12.12.12.109 11.11.11.109 1194 41484 17,104,1381,2149,1277,448,1701,0,1277,0.0,137316.0,137316.0,158980.0,twitter
11.11.11.110 12.12.12.110 41484 1194 17,104,112,864,8,448,416,0,8,1.0,100538.0,100537.0,107316.0,twitter
12.12.12.110 11.11.11.110 1194 41484 17,104,112,872,8,448,424,0,8,0.0,103816.0,103816.0,167873.0,twitter
11.11.11.111 12.12.12.111 41484 1194 17,104,112,872,8,448,424,0,8,1.0,98939.0,98938.0,102972.0,twitter
12.12.12.111 11.11.11.111 1194 41484 17,104,1381,3426,1277,448,2978,0,1277,0.0,135323.0,135323.0,157751.0,twitter
11.11.11.112 12.12.12.112 41484 1194 17,104,112,864,8,448,416,0,8,1.0,105534.0,105533.0,106351.0,twitter
12.12.12.112 11.11.11.112 1194 41484 17,104,1381,2141,1277,448,1693,0,1277,0.0,128958.0,128958.0,149714.0,twitter
11.11.11.113 12.12.12.113 41484 1194 17,104,112,864,8,448,416,0,8,1.0,78900.0,78899.0,92866.0,twitter
12.12.12.113 11.11.11.113 1194 41484 17,104,1381,3418,1277,448,2970,0,1277,0.0,104765.0,104765.0,127013.0,twitter
11.11.11.114 12.12.12.114 41484 1194 17,104,112,864,8,448,416,0,8,1.0,103905.0,103904.0,104422.0,twitter
12.12.12.114 11.11.11.114 1194 41484 17,104,1381,3426,1277,448,2978,0,1277,1.0,104083.0,104082.0,159880.0,twitter
11.11.11.115 12.12.12.115 1194 41484 17,100,112,868,12,436,432,0,12,0.0,2885139.0,2885139.0,3023365.0,twitter
12.12.12.115 11.11.11.115 41484 1194 17,104,112,872,8,448,424,0,8,1.0,94510.0,94509.0,95100.0,twitter
11.11.11.116 12.12.12.116 41484 1194 17,104,112,872,8,448,424,0,8,1.0,100411.0,100410.0,112419.0,twitter
12.12.12.116 11.11.11.116 1194 41484 17,104,1381,2149,1277,448,1701,0,1277,0.0,125399.0,125399.0,146286.0,twitter
11.11.11.117 12.12.12.117 41484 1194 17,104,112,872,8,448,424,0,8,1.0,64238.0,64237.0,88729.0,twitter
12.12.12.117 11.11.11.117 1194 41484 17,104,112,872,8,448,424,0,8,0.0,111958.0,111958.0,128438.0,twitter
11.11.11.118 12.12.12.118 41484 1194 17,104,621,1381,517,440,941,0,509,11.0,135092.0,135081.0,190219.0,twitter
12.12.12.118 11.11.11.118 1194 41484 17,104,1381,3603,1277,448,3155,0,1277,0.0,143650.0,143650.0,167831.0,twitter
11.11.11.119 12.12.12.119 41484 1194 17,104,112,880,8,448,432,0,8,1.0,85923.0,85922.0,90429.0,twitter
12.12.12.119 11.11.11.119 1194 41484 17,104,1381,2157,1277,448,1709,0,1277,0.0,102502.0,102502.0,131979.0,twitter
1.1.1.104 2.2.2.104 52053 1194 17,104,1312,2886,1208,1648,1238,0,1200,2246.0,54698.0,52452.0,114939.0,facebook
2.2.2.104 1.1.1.104 1194 52053 17,104,1312,2514,1208,1648,866,0,1200,0.0,54171.0,54171.0,100252.0,facebook
1.1.1.105 2.2.2.105 52053 1194 17,104,1312,2474,1208,1640,834,0,1208,28.0,83491.0,83463.0,173550.0,facebook
