Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT Range,Flow Duration,Packet Length Range,First4Sum,Last4Sum,Label
10.0.2.16 172.217.13.138 58196 443 6,40,1500,3510,0,1460,66,100000,99934,437570,1460,3215,295,messaging_apps
149.154.167.151 10.0.2.16 443 35078 6,1289,1480,11649,0,191,7,288,281,596,191,5920,5729,messaging_apps
10.0.2.16 149.154.167.151 53782 443 6,40,465,745,0,425,33,100000,99967,100691,425,585,160,messaging_apps
149.154.175.53 10.0.2.16 443 44452 6,40,113,612,73,73,670,100000,99330,307854,73,306,306,messaging_apps
149.154.167.151 10.0.2.16 443 33198 6,40,1480,9600,0,1440,47,100000,99953,110185,1440,4480,5120,messaging_apps
10.0.2.16 149.154.175.53 50050 443 6,40,337,1606,0,297,356,100000,99644,482443,297,859,747,messaging_apps
10.0.2.16 149.154.175.58 54248 443 6,40,941,2370,0,901,160,100000,99840,320784,901,1527,843,messaging_apps
10.0.2.16 149.154.175.53 37664 443 6,40,337,1590,32,297,147,100000,99853,172256,297,843,747,messaging_apps
10.0.2.16 149.154.175.58 57114 443 6,40,369,1542,0,329,2710,100000,97290,447075,329,891,651,messaging_apps
149.154.175.58 10.0.2.16 443 47332 6,40,177,635,0,137,992,100000,99008,443038,137,249,386,messaging_apps
149.154.175.58 10.0.2.16 443 36592 6,40,113,612,73,73,1467,100000,98533,337088,73,306,306,messaging_apps
149.154.167.151 10.0.2.16 443 50102 6,40,1480,10400,0,1440,29,100000,99971,100942,1440,4480,5920,messaging_apps
10.0.2.16 149.154.167.151 51186 443 6,40,337,617,0,297,19,100000,99981,102076,297,457,160,messaging_apps
10.0.2.16 149.154.175.58 47460 443 6,40,474,1252,0,434,423,100000,99577,229721,434,923,329,messaging_apps
10.0.2.16 149.154.167.151 34214 443 6,40,401,978,0,361,326,74790,74464,151765,361,818,160,messaging_apps
10.0.2.16 149.154.167.151 42938 443 6,40,433,713,0,393,324,100000,99676,123481,393,553,160,messaging_apps
10.0.2.16 149.154.167.151 57574 443 6,40,273,553,0,233,145,100000,99855,103861,233,393,160,messaging_apps
10.0.2.16 149.154.175.58 33618 443 6,40,369,1501,16,329,797,300000,299203,627194,329,642,859,messaging_apps
10.0.2.16 149.154.167.151 42238 443 6,40,40,320,0,0,225,8339,8114,11750,0,160,160,messaging_apps
149.154.175.58 10.0.2.16 443 47168 6,40,113,612,73,73,1318,100000,98682,366535,73,306,306,messaging_apps
149.154.175.58 10.0.2.16 443 59380 6,40,282,756,0,242,2649,100000,97351,383097,242,402,354,messaging_apps
10.0.2.16 149.154.175.58 59618 443 6,40,506,1782,48,466,885,100000,99115,420456,466,1003,779,messaging_apps
149.154.167.151 10.0.2.16 443 47184 6,40,1480,10400,0,1440,125,100000,99875,102103,1440,4480,5920,messaging_apps
10.0.2.16 149.154.175.58 36448 443 6,40,353,1453,16,313,960,300000,299040,620307,313,466,987,messaging_apps
149.154.175.58 10.0.2.16 443 36516 6,40,113,612,73,73,847,100000,99153,319225,73,306,306,messaging_apps
10.0.2.16 149.154.175.53 57246 443 6,40,369,1092,0,329,358,100000,99642,406743,329,489,603,messaging_apps
149.154.175.53 10.0.2.16 443 56618 6,40,129,587,0,89,3078,100000,96922,253213,89,249,338,messaging_apps
149.154.175.53 10.0.2.16 443 41700 6,40,282,756,0,242,2362,100000,97638,351761,242,402,354,messaging_apps
10.0.2.16 149.154.167.151 45726 443 6,40,353,633,0,313,2,100000,99998,101399,313,473,160,messaging_apps
149.154.167.151 10.0.2.16 443 50092 6,40,1480,10400,0,1440,13,100000,99987,101132,1440,4480,5920,messaging_apps
149.154.175.58 10.0.2.16 443 35514 6,40,193,756,0,153,2278,100000,97722,359768,153,402,354,messaging_apps
10.0.2.16 149.154.175.58 46458 443 6,40,321,1405,48,265,1544,100000,98456,415663,281,546,859,messaging_apps
10.0.2.16 149.154.167.151 33012 443 6,40,369,649,0,329,41,100000,99959,101232,329,489,160,messaging_apps
10.0.2.16 149.154.167.151 45412 443 6,40,40,320,0,0,25,1120207,1120182,1134129,0,160,160,messaging_apps
10.0.2.16 149.154.175.53 36746 443 6,40,522,1878,48,482,390,100000,99610,457562,482,923,955,messaging_apps
10.0.2.16 149.154.175.58 34502 443 6,40,369,1437,169,329,1412,1332680,1331268,4893196,329,514,923,messaging_apps
149.154.167.151 10.0.2.16 443 41680 6,1080,1480,11440,0,400,3,100025,100022,100527,400,5520,5920,messaging_apps
10.0.2.16 149.154.167.151 41680 443 6,40,40,320,0,0,27,100124,100097,101159,0,160,160,messaging_apps
10.0.2.16 149.154.175.58 52130 443 6,40,330,1638,0,290,1486,29195,27709,92540,290,980,658,messaging_apps
10.0.2.16 149.154.167.151 33492 443 6,40,449,729,0,409,9,1533290,1533281,1762012,409,569,160,messaging_apps
10.0.2.16 149.154.167.151 49066 443 6,40,481,761,0,441,82,100000,99918,201782,441,601,160,messaging_apps
149.154.175.58 10.0.2.16 443 60550 6,40,113,612,73,73,2428,100000,97572,326229,73,306,306,messaging_apps
149.154.167.151 10.0.2.16 443 43320 6,40,1480,10400,0,1440,8,100000,99992,100629,1440,4480,5920,messaging_apps
10.0.2.16 149.154.167.151 33556 443 6,40,618,898,0,578,215,100000,99785,122766,578,738,160,messaging_apps
149.154.175.58 10.0.2.16 443 44246 6,1480,1480,11840,0,0,17,986,969,1662,0,5920,5920,messaging_apps
149.154.175.58 10.0.2.16 443 58246 6,40,145,603,0,105,1105,100000,98895,448268,105,354,249,messaging_apps
10.0.2.16 149.154.175.58 51582 443 6,40,602,2136,0,562,391,92393,92002,133579,562,1108,1028,messaging_apps
149.154.175.53 10.0.2.16 443 43568 6,40,113,539,0,73,552,100000,99448,303773,73,306,233,messaging_apps
10.0.2.16 149.154.175.53 41546 443 6,40,739,1782,0,699,410,100000,99590,453144,699,1012,770,messaging_apps
149.154.175.58 10.0.2.16 443 33008 6,40,113,612,73,73,2455,1199870,1197415,2973866,73,306,306,messaging_apps
10.0.2.16 149.154.167.151 60570 443 6,40,40,320,0,0,143,535,392,1936,0,160,160,messaging_apps
149.154.167.151 10.0.2.16 443 42272 6,40,1480,10000,0,1440,176,100000,99824,106701,1440,4080,5920,messaging_apps
10.0.2.16 149.154.175.53 58000 443 6,40,369,891,0,329,386,100000,99614,401317,329,281,610,messaging_apps
10.0.2.16 149.154.175.53 51186 443 6,40,506,1686,0,345,63,100000,99937,152490,466,939,747,messaging_apps
10.0.2.16 149.154.175.53 43836 443 6,40,273,1165,96,233,352,100000,99648,401095,233,434,731,messaging_apps
10.0.2.16 149.154.175.53 44672 443 6,161,596,2756,64,329,24389,100000,75611,439804,435,1479,1277,messaging_apps
149.154.167.151 10.0.2.16 443 52880 6,40,1480,10400,0,1440,5,100000,99995,100537,1440,4480,5920,messaging_apps
10.0.2.16 149.154.175.53 57414 443 6,40,474,1574,0,281,528,100000,99472,490180,434,731,843,messaging_apps
149.154.167.151 10.0.2.16 443 49472 6,40,1480,8964,0,1440,139,100000,99861,106434,1440,3044,5920,messaging_apps
149.154.175.53 10.0.2.16 443 40990 6,40,1480,4437,0,1440,108,54794,54686,87962,1440,265,4172,messaging_apps
10.0.2.16 149.154.175.58 59246 443 6,40,321,1421,32,281,1519,100000,98481,413038,281,811,610,messaging_apps
149.154.167.151 10.0.2.16 443 35622 6,40,1480,10400,0,1440,17,100000,99983,101574,1440,4480,5920,messaging_apps
149.154.175.58 10.0.2.16 443 36060 6,40,113,612,73,73,2408,100000,97592,338162,73,306,306,messaging_apps
149.154.175.58 10.0.2.16 443 34480 6,40,289,747,0,249,4250,100000,95750,536101,249,249,498,messaging_apps
10.0.2.16 149.154.167.151 50332 443 6,40,465,745,0,425,93,100000,99907,101172,425,585,160,messaging_apps
149.154.167.151 10.0.2.16 443 55354 6,40,1480,10400,0,1440,5,100000,99995,100659,1440,4480,5920,messaging_apps
149.154.167.151 10.0.2.16 443 43584 6,40,1480,9228,0,1440,28,100000,99972,104692,1440,4480,4748,messaging_apps
149.154.175.53 10.0.2.16 443 53736 6,40,698,1549,0,658,109,100000,99891,367933,658,1211,338,messaging_apps
10.0.2.16 149.154.175.53 47676 5222 6,40,602,2136,0,562,362,100000,99638,437703,562,610,1526,messaging_apps
10.0.2.16 149.154.167.151 55904 443 6,40,289,569,0,249,209,188403,188194,189970,249,409,160,messaging_apps
10.0.2.16 149.154.175.53 54322 5222 6,40,634,1702,0,457,1770,36825,35055,115594,594,1357,345,messaging_apps
10.0.2.16 149.154.167.151 48578 443 6,40,385,665,0,345,31,108098,108067,110921,345,505,160,messaging_apps
10.0.2.16 149.154.175.53 54608 443 6,40,650,2031,121,610,941,100000,99059,383870,610,1035,996,messaging_apps
149.154.175.58 10.0.2.16 443 45536 6,40,193,651,0,153,354,100000,99646,249490,153,249,402,messaging_apps
149.154.175.58 10.0.2.16 443 45540 6,40,113,612,73,73,1321,1338890,1337569,2575047,73,306,306,messaging_apps
149.154.167.151 10.0.2.16 443 48188 6,40,1480,10400,0,1440,6,100000,99994,100563,1440,4480,5920,messaging_apps
149.154.175.53 10.0.2.16 443 47342 6,40,113,612,73,73,5537,100000,94463,358193,73,306,306,messaging_apps
149.154.167.151 10.0.2.16 443 42812 6,40,1480,8960,0,1440,146,100000,99854,103280,1440,3040,5920,messaging_apps
149.154.175.58 10.0.2.16 443 41964 6,40,113,612,73,73,2380,100000,97620,320077,73,306,306,messaging_apps
10.0.2.16 149.154.167.151 48474 443 6,40,40,320,0,0,125,100000,99875,101558,0,160,160,messaging_apps
10.0.2.16 149.154.175.58 58912 443 6,40,369,1501,64,329,1040,100000,98960,410028,329,610,891,messaging_apps
149.154.167.151 10.0.2.16 443 50766 6,209,1480,10569,0,1271,150,12302,12152,15738,1271,4649,5920,messaging_apps
149.154.175.58 10.0.2.16 443 59450 6,40,113,612,73,73,3518,300000,296482,545643,73,306,306,messaging_apps
10.0.2.16 149.154.167.151 36676 443 6,40,305,585,0,265,3,100000,99997,100878,265,425,160,messaging_apps
10.0.2.16 149.154.175.58 53294 443 6,40,410,1277,0,370,835,100000,99165,422700,370,747,530,messaging_apps
149.154.167.151 10.0.2.16 443 56628 6,40,1480,10400,0,1440,7,59855,59848,60361,1440,4480,5920,messaging_apps
149.154.175.58 10.0.2.16 443 56672 6,40,330,900,0,290,1782,100000,98218,331065,290,619,281,messaging_apps
149.154.167.151 10.0.2.16 443 41274 6,40,1480,10400,0,1440,11,100000,99989,101121,1440,4480,5920,messaging_apps
10.0.2.16 149.154.175.53 37080 443 6,40,321,1405,0,281,890,100000,99110,470679,281,699,706,messaging_apps
149.154.175.53 10.0.2.16 443 47674 6,40,113,612,73,73,830,100000,99170,310645,73,306,306,messaging_apps
149.154.175.58 10.0.2.16 443 54958 6,40,282,756,0,242,3102,100000,96898,351283,242,402,354,messaging_apps
10.0.2.16 149.154.175.58 58510 443 6,40,883,2184,0,843,226,57329,57103,85749,843,1012,1172,messaging_apps
10.0.2.16 149.154.175.53 51910 443 6,40,321,1357,0,281,720,1914009,1913289,5673135,281,610,747,messaging_apps
149.154.175.53 10.0.2.16 443 60874 6,40,145,603,0,105,685,100000,99315,341275,105,249,354,messaging_apps
149.154.175.53 10.0.2.16 443 45758 6,40,129,587,0,89,5051,100000,94949,276894,89,249,338,messaging_apps
10.0.2.16 149.154.167.151 35080 443 6,40,465,745,0,425,42,106415,106373,108356,425,585,160,messaging_apps
149.154.167.151 10.0.2.16 443 35080 6,40,1480,10400,0,1440,24,100000,99976,101971,1440,4480,5920,messaging_apps
149.154.167.151 10.0.2.16 443 36872 6,40,1480,9600,0,1440,33,100000,99967,109154,1440,4480,5120,messaging_apps
149.154.175.58 10.0.2.16 443 53082 6,40,193,578,0,153,558,82519,81961,241942,153,313,265,messaging_apps
10.0.2.16 149.154.167.151 46002 443 6,40,401,1026,0,361,100,100000,99900,102235,361,521,505,messaging_apps
10.0.2.16 149.154.167.151 50930 443 6,40,417,697,0,377,7,614762,614755,715097,377,537,160,messaging_apps
149.154.175.53 10.0.2.16 443 54908 6,40,1480,2167,0,1364,58,100000,99942,357150,1440,1676,491,messaging_apps
149.154.175.53 10.0.2.16 443 39832 6,40,129,587,0,89,2821,100000,97179,257632,89,249,338,messaging_apps
149.154.175.58 10.0.2.16 443 41962 6,40,113,612,73,73,1906,100000,98094,325148,73,306,306,messaging_apps
149.154.175.53 10.0.2.16 443 56798 6,40,282,651,0,242,1675,100000,98325,353135,242,402,249,messaging_apps
10.0.2.16 149.154.167.151 33764 443 6,40,369,649,0,329,254,100000,99746,104351,329,489,160,messaging_apps
10.0.2.16 149.154.167.151 41580 443 6,40,305,585,0,265,7,100000,99993,100492,265,425,160,messaging_apps
149.154.175.58 10.0.2.16 443 36696 6,40,113,612,73,73,1923,100000,98077,335855,73,306,306,messaging_apps
10.0.2.16 149.154.175.53 51038 443 6,40,369,1188,0,329,200,36789,36589,83804,329,811,377,messaging_apps
10.0.2.16 149.154.167.151 56198 443 6,40,40,320,0,0,13,18752,18739,28341,0,160,160,messaging_apps
10.0.2.16 149.154.167.151 55004 443 6,40,433,713,0,393,5,100000,99995,104898,393,553,160,messaging_apps
10.0.2.16 149.154.167.151 36794 443 6,40,273,553,0,233,1,101757,101756,102162,233,393,160,messaging_apps
149.154.167.151 10.0.2.16 443 36794 6,40,1480,10400,0,1440,3,100000,99997,100494,1440,4480,5920,messaging_apps
149.154.175.53 10.0.2.16 443 49300 6,40,1480,2078,0,1364,70,100000,99930,266804,1440,1676,402,messaging_apps
10.0.2.16 149.154.175.53 33502 443 6,40,474,1654,121,434,532,928206,927674,1287325,434,811,843,messaging_apps
10.0.2.16 149.154.175.58 43926 443 6,40,353,1919,0,313,225,79060,78835,195608,313,546,1373,messaging_apps
149.154.167.151 10.0.2.16 443 52220 6,40,1480,10400,0,1440,33,100000,99967,115375,1440,4480,5920,messaging_apps
10.0.2.16 149.154.175.58 49366 443 6,40,426,1992,0,338,245,55579,55334,88049,386,1060,932,messaging_apps
10.0.2.16 149.154.167.151 51376 443 6,40,369,649,0,329,6,100000,99994,101029,329,489,160,messaging_apps
10.0.2.16 149.154.167.151 50228 443 6,40,337,617,0,297,12,100000,99988,101021,297,457,160,messaging_apps
10.0.2.16 149.154.175.58 35228 443 6,40,369,1469,0,329,204,100000,99796,169613,329,907,562,messaging_apps
149.154.167.151 10.0.2.16 443 51944 6,1289,1480,11649,0,191,153,2389,2236,6635,191,5920,5729,messaging_apps
149.154.175.58 10.0.2.16 443 37466 6,40,113,612,73,73,3476,100000,96524,350240,73,306,306,messaging_apps
10.0.2.16 149.154.175.53 55770 443 6,40,321,1268,0,281,384,100000,99616,401849,281,425,843,messaging_apps
149.154.175.58 10.0.2.16 443 47266 6,40,1480,3166,0,1440,376,100000,99624,187748,1440,2821,345,messaging_apps
149.154.167.151 10.0.2.16 443 44278 6,40,1480,10400,0,1440,136,100000,99864,107386,1440,4480,5920,messaging_apps
149.154.175.53 10.0.2.16 443 57606 6,40,1480,3566,0,1440,23,58412,58389,77469,1440,160,3406,messaging_apps
10.0.2.16 149.154.167.151 42644 443 6,40,273,553,0,233,282,100000,99718,109342,233,393,160,messaging_apps
149.154.175.58 10.0.2.16 443 55052 6,40,113,612,73,73,2259,100000,97741,332324,73,306,306,messaging_apps
149.154.175.53 10.0.2.16 443 37038 6,1480,1480,11840,0,0,46,283,237,1342,0,5920,5920,messaging_apps
149.154.175.58 10.0.2.16 443 34988 6,40,218,790,73,105,1166,100000,98834,425582,178,484,306,messaging_apps
149.154.175.58 10.0.2.16 443 50892 6,40,282,651,0,242,4153,100000,95847,402762,242,402,249,messaging_apps
149.154.167.151 10.0.2.16 443 45106 6,40,1480,10400,0,1440,4,100000,99996,100781,1440,4480,5920,messaging_apps
10.0.2.16 149.154.167.151 44332 443 6,40,273,553,0,233,9,100000,99991,102338,233,393,160,messaging_apps
10.0.2.16 149.154.167.151 39130 443 6,40,417,978,0,377,102,100000,99898,101820,377,818,160,messaging_apps
10.0.2.16 149.154.175.58 49076 443 6,40,337,1293,0,297,501,72011,71510,206368,297,587,706,messaging_apps
10.0.2.16 149.154.175.58 42426 443 6,40,378,1574,112,338,1045,100000,98955,479955,338,827,747,messaging_apps
10.0.2.16 149.154.175.58 56656 443 6,40,369,1277,0,329,3247,100000,96753,410915,329,738,539,messaging_apps
149.154.175.58 10.0.2.16 443 53342 6,40,113,612,73,73,1989,229111,227122,706290,73,306,306,messaging_apps
10.0.2.16 149.154.175.53 45408 443 6,40,353,1485,32,313,576,217448,216872,865624,313,754,731,messaging_apps
149.154.167.151 10.0.2.16 443 53404 6,40,1480,10400,0,1440,5,100000,99995,100606,1440,4480,5920,messaging_apps
10.0.2.16 149.154.167.151 55270 443 6,40,449,729,0,409,172,100000,99828,110735,409,569,160,messaging_apps
149.154.175.53 10.0.2.16 443 41610 6,40,129,628,0,89,1265,300000,298735,571632,89,306,322,messaging_apps
149.154.175.53 10.0.2.16 443 53578 6,40,145,603,0,105,869,100000,99131,446469,105,249,354,messaging_apps
10.0.2.16 149.154.167.151 42294 443 6,40,321,601,0,281,103,100000,99897,111783,281,441,160,messaging_apps
10.0.2.16 149.154.175.53 45258 443 6,40,442,1542,48,402,511,100000,99489,434194,402,795,747,messaging_apps
10.0.2.16 149.154.175.53 53546 443 6,40,394,1967,32,329,588,100000,99412,241205,354,987,980,messaging_apps
149.154.167.151 10.0.2.16 443 56676 6,40,1480,10400,0,1440,90,100000,99910,110348,1440,4480,5920,messaging_apps
149.154.167.151 10.0.2.16 443 34062 6,40,1480,9812,0,1440,311,112012,111701,219230,1440,5920,3892,messaging_apps
10.0.2.16 149.154.167.151 34062 443 6,40,417,697,0,377,330,112084,111754,219442,377,160,537,messaging_apps
149.154.167.151 10.0.2.16 443 37136 6,209,1480,10569,0,1271,184,24885,24701,27207,1271,4649,5920,messaging_apps
10.0.2.16 149.154.175.58 51852 443 6,40,835,2682,0,642,241,100000,99759,294461,795,1108,1574,messaging_apps
149.154.175.58 10.0.2.16 443 37994 6,40,113,612,73,73,1019,100000,98981,372878,73,306,306,messaging_apps
149.154.175.53 10.0.2.16 443 54770 6,1021,1480,11381,0,459,4,75061,75057,75622,459,5920,5461,messaging_apps
149.154.175.58 10.0.2.16 443 40268 6,40,1480,3061,0,1440,387,100000,99613,190357,1440,2716,345,messaging_apps
10.0.2.16 149.154.167.151 39966 443 6,40,417,697,0,377,54,100000,99946,201944,377,537,160,messaging_apps
149.154.175.58 10.0.2.16 443 49794 6,40,401,1108,0,249,9066,100000,90934,492279,361,249,859,messaging_apps
10.0.2.16 149.154.175.58 54244 443 6,40,337,1517,16,281,720,100000,99280,425893,297,578,939,messaging_apps
10.0.2.16 149.154.175.58 40936 443 6,40,305,1325,48,265,754,100000,99246,414493,265,546,779,messaging_apps
149.154.175.58 10.0.2.16 443 37226 6,40,113,612,73,73,4031,100000,95969,341352,73,306,306,messaging_apps
10.0.2.16 149.154.175.58 37226 443 6,40,369,1428,48,329,2966,104672,101706,441223,329,658,770,messaging_apps
10.0.2.16 149.154.175.58 50960 443 6,40,675,2273,0,498,355,100000,99645,209574,635,1028,1245,messaging_apps
149.154.175.58 10.0.2.16 443 35408 6,40,113,612,73,73,4798,100000,95202,330491,73,306,306,messaging_apps
10.0.2.16 149.154.175.58 39718 443 6,145,1021,3382,16,684,11215,100000,88785,565390,876,1664,1718,messaging_apps
31.13.80.48 10.0.2.16 5222 33678 6,40,81,395,0,41,292,100000,99708,242609,41,160,235,messaging_apps
31.13.80.48 10.0.2.16 443 38246 6,40,165,486,0,125,298,100000,99702,263039,125,285,201,messaging_apps
31.13.80.48 10.0.2.16 443 34314 6,40,281,723,0,241,297,100000,99703,410756,241,438,285,messaging_apps
10.0.2.16 31.13.80.48 43208 443 6,40,123,469,3,83,457,100000,99543,244317,83,223,246,messaging_apps
31.13.80.48 10.0.2.16 443 39060 6,40,351,756,0,311,337,100000,99663,281980,311,596,160,messaging_apps
10.0.2.16 31.13.80.48 33280 5222 6,40,82,428,3,42,430,100000,99570,254932,42,208,220,messaging_apps
31.13.80.48 10.0.2.16 5222 33280 6,40,165,486,0,125,311,100713,100402,247723,125,285,201,messaging_apps
31.13.80.48 10.0.2.16 5222 41450 6,40,235,632,0,195,0,100000,100000,500000,195,238,394,messaging_apps
31.13.80.48 10.0.2.16 443 40436 6,40,165,482,0,125,0,100000,100000,268000,125,322,160,messaging_apps
31.13.80.48 10.0.2.16 443 48696 6,40,351,672,0,311,235,100000,99765,274041,311,471,201,messaging_apps
31.13.80.48 10.0.2.16 443 37454 6,40,281,712,0,241,208,100000,99792,279238,241,515,197,messaging_apps
10.0.2.16 31.13.80.48 50900 443 6,40,82,428,3,42,643,100000,99357,255615,42,208,220,messaging_apps
31.13.80.48 10.0.2.16 5222 57656 6,40,235,841,0,195,0,100000,100000,308001,195,518,323,messaging_apps
10.0.2.16 31.13.80.48 53830 5222 6,40,193,519,0,150,538,100000,99462,264590,153,319,200,messaging_apps
10.0.2.16 31.13.80.48 42014 5222 6,40,123,469,3,83,703,100000,99297,265687,83,223,246,messaging_apps
31.13.80.48 10.0.2.16 5222 45594 6,40,281,639,0,204,322,100000,99678,296359,241,438,201,messaging_apps
31.13.80.48 10.0.2.16 5222 36992 6,40,81,395,0,41,269,264000,263731,429606,41,160,235,messaging_apps
10.0.2.16 31.13.80.48 46574 443 6,40,123,469,0,83,0,280610,280610,737659,83,226,243,messaging_apps
10.0.2.16 31.13.80.48 56178 443 6,40,123,469,3,83,450,266118,265668,436744,83,223,246,messaging_apps
31.13.80.48 10.0.2.16 443 56178 6,40,81,395,0,41,210,267166,266956,436248,41,160,235,messaging_apps
10.0.2.16 31.13.80.48 51390 443 6,40,123,469,3,83,0,276914,276914,419032,83,223,246,messaging_apps
31.13.80.48 10.0.2.16 443 51390 6,40,81,395,0,41,0,276914,276914,419032,41,160,235,messaging_apps
31.13.80.48 10.0.2.16 5222 35414 6,40,281,723,0,204,305,255397,255092,501330,241,438,285,messaging_apps
10.0.2.16 31.13.80.48 34548 5222 6,40,123,469,0,83,0,100000,100000,420319,83,226,243,messaging_apps
10.0.2.16 31.13.80.48 58666 5222 6,40,82,428,3,42,0,100000,100000,228000,42,208,220,messaging_apps
10.0.2.16 31.13.80.48 35084 5222 6,40,123,469,3,83,0,100000,100000,254001,83,223,246,messaging_apps
10.0.2.16 31.13.80.48 34196 5222 6,40,123,469,3,83,576,265545,264969,434672,83,223,246,messaging_apps
10.0.2.16 31.13.80.48 38590 443 6,40,123,469,3,83,0,284998,284998,430543,83,223,246,messaging_apps
31.13.80.48 10.0.2.16 5222 42726 6,40,81,395,0,41,0,100000,100000,283999,41,160,235,messaging_apps
10.0.2.16 31.13.80.48 57506 443 6,40,75,386,0,35,224,100000,99776,323347,35,185,201,messaging_apps
31.13.80.48 10.0.2.16 443 53846 6,40,281,639,0,204,0,100000,100000,300000,241,438,201,messaging_apps
31.13.80.48 10.0.2.16 5222 43518 6,40,318,639,0,278,347,100000,99653,284434,278,438,201,messaging_apps
31.13.80.48 10.0.2.16 443 41606 6,40,281,795,0,241,342,1124713239,1124712897,1125047823,241,357,438,messaging_apps
31.13.80.48 10.0.2.16 443 50108 6,40,81,395,0,41,181,463381,463200,605794,41,160,235,messaging_apps
31.13.80.48 10.0.2.16 443 34792 6,40,154,480,0,114,0,32000,32000,51666,114,274,206,messaging_apps
10.0.2.16 31.13.80.48 34792 443 6,40,453,932,3,410,0,32000,32000,51666,413,319,613,messaging_apps
10.0.2.16 31.13.80.48 39526 443 6,40,75,386,0,35,0,100000,100000,344542,35,185,201,messaging_apps
10.0.2.16 31.13.80.53 40326 443 6,40,278,622,0,238,0,44001,44001,80001,238,224,398,messaging_apps
10.0.2.16 31.13.80.48 32780 443 6,40,82,428,3,42,778,100000,99222,256358,42,208,220,messaging_apps
31.13.80.48 10.0.2.16 443 32780 6,40,165,486,0,125,664,102203,101539,255830,125,285,201,messaging_apps
10.0.2.16 31.13.80.48 33236 5222 6,40,123,514,3,80,0,274725,274725,482988,83,208,306,messaging_apps
10.0.2.16 31.13.80.48 38104 443 6,40,82,428,3,42,615,100000,99385,257589,42,208,220,messaging_apps
10.0.2.16 31.13.80.48 44638 5222 6,40,82,428,3,42,0,100000,100000,230533,42,208,220,messaging_apps
31.13.80.48 10.0.2.16 5222 40522 6,40,81,395,0,41,244,100000,99756,253984,41,160,235,messaging_apps
10.0.2.16 31.13.80.48 47454 443 6,40,123,469,3,83,525,100000,99475,251884,83,223,246,messaging_apps
10.0.2.16 31.13.80.53 34550 443 6,40,278,622,0,238,50,37813,37763,72062,238,224,398,messaging_apps
10.0.2.16 31.13.80.48 50256 5222 6,40,193,519,0,150,446,100000,99554,252478,153,319,200,messaging_apps
10.0.2.16 31.13.80.48 50324 443 6,40,123,469,3,83,0,100000,100000,258083,83,223,246,messaging_apps
31.13.80.48 10.0.2.16 443 50324 6,40,81,395,0,41,0,100000,100000,258083,41,160,235,messaging_apps
31.13.80.48 10.0.2.16 443 41780 6,40,165,486,0,125,416,100000,99584,247987,125,285,201,messaging_apps
31.13.80.48 10.0.2.16 443 54860 6,40,281,639,0,204,0,100000,100000,312000,241,438,201,messaging_apps
31.13.80.48 10.0.2.16 5222 39050 6,40,81,395,0,41,229,564000,563771,703566,41,160,235,messaging_apps
31.13.80.48 10.0.2.16 5222 34246 6,40,281,631,0,204,0,100000,100000,312000,241,438,193,messaging_apps
31.13.80.48 10.0.2.16 443 59666 6,40,318,723,0,278,255,416000,415745,591507,278,563,160,messaging_apps
10.0.2.16 31.13.80.48 40818 5222 6,40,82,428,3,42,469,100000,99531,238505,42,208,220,messaging_apps
10.0.2.16 31.13.80.48 60444 5222 6,40,123,469,3,80,510,100000,99490,288621,83,188,281,messaging_apps
31.13.80.48 10.0.2.16 5222 55620 6,40,165,486,0,125,247,100000,99753,256234,125,285,201,messaging_apps
31.13.80.48 10.0.2.16 5222 36370 6,40,81,395,0,41,280,100000,99720,251168,41,160,235,messaging_apps
31.13.80.48 10.0.2.16 5222 53986 6,40,165,486,0,125,241,100000,99759,246830,125,285,201,messaging_apps
31.13.80.48 10.0.2.16 443 37902 6,40,165,486,0,125,0,271706,271706,479706,125,285,201,messaging_apps
10.0.2.16 31.13.80.48 38222 5222 6,40,123,469,3,80,367,252000,251633,435460,83,188,281,messaging_apps
31.13.80.48 10.0.2.16 5222 43090 6,40,81,434,0,41,0,280718,280718,496718,41,201,233,messaging_apps
31.13.80.48 10.0.2.16 443 44938 6,40,81,395,0,41,264,100000,99736,247285,41,160,235,messaging_apps
10.0.2.16 31.13.80.48 58918 443 6,40,75,386,0,35,0,100000,100000,362349,35,185,201,messaging_apps
31.13.80.48 10.0.2.16 5222 40346 6,40,81,398,0,41,372,256000,255628,434460,41,197,201,messaging_apps
10.0.2.16 31.13.80.48 41954 5222 6,40,123,469,3,83,0,268039,268039,396039,83,223,246,messaging_apps
31.13.80.48 10.0.2.16 5222 58500 6,40,165,482,0,125,0,100000,100000,260000,125,322,160,messaging_apps
31.13.80.48 10.0.2.16 443 49776 6,40,81,395,0,41,254,100000,99746,255662,41,160,235,messaging_apps
10.0.2.16 31.13.80.48 39260 443 6,40,82,428,3,42,559,100000,99441,264640,42,208,220,messaging_apps
10.0.2.16 31.13.80.48 37200 5222 6,40,82,428,3,42,0,100000,100000,228000,42,208,220,messaging_apps
31.13.80.48 10.0.2.16 5222 37200 6,40,165,486,0,125,0,100000,100000,228000,125,285,201,messaging_apps
10.0.2.16 31.13.80.48 57000 5222 6,40,123,469,3,83,560,260000,259440,417869,83,223,246,messaging_apps
31.13.80.48 10.0.2.16 5222 59068 6,40,81,395,0,41,0,271075,271075,399075,41,160,235,messaging_apps
