Flow ID,Min Packet Length,Max Packet Length,Packet Length Total,Min differential Packet Length,Max differential Packet Length,IAT min,IAT max,IAT Range,Flow Duration,Packet Length Range,First4Sum,Last4Sum,Label
1.1.1.43 2.2.2.43 46123 1194 17,104,1312,2599,8,1208,3737,138655,134918,435201000,1208,838,1761,multimedia_apps
2.2.2.43 1.1.1.43 1194 46123 17,104,1312,2765,8,1122,0,108951,108951,319798000,1208,831,1934,multimedia_apps
1.1.1.44 2.2.2.44 46123 1194 17,104,1312,3911,0,1208,1,89458,89457,104308000,1208,1640,2271,multimedia_apps
2.2.2.44 1.1.1.44 1194 46123 17,104,1312,3488,0,1208,0,84572,84572,111727000,1208,1808,1680,multimedia_apps
1.1.1.45 2.2.2.45 46123 1194 17,104,514,1507,0,233,1,106490,106489,121227000,410,448,1059,multimedia_apps
2.2.2.45 1.1.1.45 1194 46123 17,104,1381,3281,0,1269,0,99985,99985,109839000,1277,440,2841,multimedia_apps
1.1.1.46 2.2.2.46 46123 1194 17,104,1312,2305,0,1200,1,46698,46697,57675000,1208,1648,657,multimedia_apps
2.2.2.46 1.1.1.46 1194 46123 17,104,1381,4489,0,1277,0,57966,57966,68657000,1277,448,4041,multimedia_apps
1.1.1.47 2.2.2.47 46123 1194 17,104,1312,2484,0,1208,195,71833,71638,172415000,1208,432,2052,multimedia_apps
2.2.2.47 1.1.1.47 1194 46123 17,104,1312,2297,0,1200,0,141569,141569,185360000,1208,1648,649,multimedia_apps
1.1.1.48 2.2.2.48 46123 1194 17,104,1312,2482,0,1208,11,75459,75448,123667000,1208,432,2050,multimedia_apps
2.2.2.48 1.1.1.48 1194 46123 17,104,1312,2466,0,1039,0,119968,119968,136791000,1208,448,2018,multimedia_apps
1.1.1.49 2.2.2.49 46123 1194 17,104,1312,2482,0,1200,1,109291,109290,116278000,1208,1648,834,multimedia_apps
2.2.2.49 1.1.1.49 1194 46123 17,104,1312,2296,0,1200,0,119633,119633,131572000,1208,448,1848,multimedia_apps
1.1.1.50 2.2.2.50 46123 1194 17,104,1312,2484,0,1208,12,79510,79498,166241000,1208,432,2052,multimedia_apps
2.2.2.50 1.1.1.50 1194 46123 17,104,1312,2296,0,1200,0,139819,139819,177809000,1208,448,1848,multimedia_apps
1.1.1.51 2.2.2.51 46123 1194 17,104,1312,2482,0,1208,27,173967,173940,262308000,1208,432,2050,multimedia_apps
2.2.2.51 1.1.1.51 1194 46123 17,104,1312,2296,0,1200,0,239179,239179,268213000,1208,448,1848,multimedia_apps
9.9.9.39 10.10.10.39 44387 1194 17,121,1410,7413,0,1289,21,69110,69089,94125000,1289,5640,1773,multimedia_apps
10.10.10.39 9.9.9.39 1194 44387 17,1410,1410,11280,0,0,9,6340,6331,16489000,0,5640,5640,multimedia_apps
9.9.9.40 10.10.10.40 44387 1194 17,121,1410,8702,0,1289,41,99635,99594,195207000,1289,4351,4351,multimedia_apps
10.10.10.40 9.9.9.40 1194 44387 17,385,1410,9433,0,1025,15,95035,95020,187566000,1025,4615,4818,multimedia_apps
9.9.9.41 10.10.10.41 44387 1194 17,121,1410,7413,0,1289,13,180715,180702,302927000,1289,5640,1773,multimedia_apps
10.10.10.41 9.9.9.41 1194 44387 17,1410,1410,11280,0,0,0,6003,6003,11413000,0,5640,5640,multimedia_apps
9.9.9.42 10.10.10.42 44387 1194 17,121,1410,9991,0,1289,1739,71452,69713,100355000,1289,5640,4351,multimedia_apps
10.10.10.42 9.9.9.42 1194 44387 17,1410,1410,11280,0,0,2,6271,6269,11847000,0,5640,5640,multimedia_apps
9.9.9.43 10.10.10.43 44387 1194 17,104,150,953,0,46,2,404804,404802,708770000,46,428,525,multimedia_apps
10.10.10.43 9.9.9.43 1194 44387 17,104,184,1082,0,80,22,298544,298522,633014000,80,569,513,multimedia_apps
9.9.9.44 10.10.10.44 44387 1194 17,121,1410,8702,0,1289,10,87271,87261,147159000,1289,5640,3062,multimedia_apps
10.10.10.44 9.9.9.44 1194 44387 17,1410,1410,11280,0,0,3,5817,5814,9490000,0,5640,5640,multimedia_apps
9.9.9.45 10.10.10.45 44387 1194 17,121,1410,8702,0,1289,15,326944,326929,331636000,1289,5640,3062,multimedia_apps
10.10.10.45 9.9.9.45 1194 44387 17,68,1410,9938,0,1342,13,67144,67131,77169000,1342,4298,5640,multimedia_apps
9.9.9.46 10.10.10.46 1194 44387 17,68,1410,9938,0,1342,2,518288,518286,530036000,1342,4298,5640,multimedia_apps
10.10.10.46 9.9.9.46 44387 1194 17,68,1410,8649,0,1342,27,414943,414916,563483000,1342,4298,4351,multimedia_apps
9.9.9.47 10.10.10.47 1194 44387 17,152,1410,9257,0,1258,11,3147889,3147878,3558459000,1258,3617,5640,multimedia_apps
10.10.10.47 9.9.9.47 44387 1194 17,121,1410,7979,0,1289,1349,3275600,3274251,3504998000,1289,3628,4351,multimedia_apps
9.9.9.48 10.10.10.48 44387 1194 17,121,1410,9991,0,1289,108,215034,214926,310356000,1289,5640,4351,multimedia_apps
10.10.10.48 9.9.9.48 1194 44387 17,1410,1410,11280,0,0,4,5958,5954,11531000,0,5640,5640,multimedia_apps
9.9.9.49 10.10.10.49 1194 44387 17,103,1410,9973,0,1307,2,124876,124874,141779000,1307,4333,5640,multimedia_apps
10.10.10.49 9.9.9.49 44387 1194 17,121,1410,7423,0,1289,2,211424,211422,213624000,1289,4361,3062,multimedia_apps
9.9.9.50 10.10.10.50 1194 44387 17,68,1410,9938,0,1342,3,1779740,1779737,1829690000,1342,4298,5640,multimedia_apps
10.10.10.50 9.9.9.50 44387 1194 17,121,1410,6124,0,1289,3002,65538,62536,145952000,1289,5640,484,multimedia_apps
9.9.9.51 10.10.10.51 1194 44387 17,68,1410,9938,0,1342,3,1148169,1148166,1211198000,1342,4298,5640,multimedia_apps
10.10.10.51 9.9.9.51 44387 1194 17,68,1410,6071,0,1342,12,1057123,1057111,1308662000,1342,4298,1773,multimedia_apps
15.15.15.44 16.16.16.44 46316 1194 17,92,1312,3258,0,1208,11,88330,88319,184408000,1220,2832,426,multimedia_apps
16.16.16.44 15.15.15.44 1194 46316 17,104,1312,2495,2,1208,2,26004,26002,36255000,1208,1801,694,multimedia_apps
15.15.15.45 16.16.16.45 46316 1194 17,104,1330,3825,0,1218,9,60339,60330,92973000,1226,2884,941,multimedia_apps
16.16.16.45 15.15.15.45 1194 46316 17,112,1330,6986,0,1218,22,10947,10925,48356000,1218,1666,5320,multimedia_apps
15.15.15.46 16.16.16.46 46316 1194 17,104,1330,3825,0,1218,10,57750,57740,67713000,1226,2884,941,multimedia_apps
16.16.16.46 15.15.15.46 1194 46316 17,112,1330,6986,0,1218,22,16391,16369,32980000,1218,1666,5320,multimedia_apps
15.15.15.47 16.16.16.47 46316 1194 17,104,1330,3825,0,1218,8,84598,84590,87593000,1226,2884,941,multimedia_apps
16.16.16.47 15.15.15.47 1194 46316 17,112,1330,6986,0,1218,20,11044,11024,28594000,1218,1666,5320,multimedia_apps
15.15.15.48 16.16.16.48 46316 1194 17,104,1330,3825,0,1218,13,48340,48327,52465000,1226,2884,941,multimedia_apps
16.16.16.48 15.15.15.48 1194 46316 17,112,1330,6986,0,1218,12,6387,6375,27825000,1218,1666,5320,multimedia_apps
15.15.15.49 16.16.16.49 46316 1194 17,104,1330,3825,0,1218,7,46696,46689,53544000,1226,2884,941,multimedia_apps
16.16.16.49 15.15.15.49 1194 46316 17,112,1330,6986,0,1218,0,9894,9894,27615000,1218,1666,5320,multimedia_apps
15.15.15.50 16.16.16.50 46316 1194 17,104,1330,3825,0,1218,11,96061,96050,150737000,1226,2884,941,multimedia_apps
16.16.16.50 15.15.15.50 1194 46316 17,112,1330,6986,0,1218,0,6097,6097,16163000,1218,1666,5320,multimedia_apps
1.1.1.52 2.2.2.52 1194 46247 17,104,1303,3694,8,1191,0,1624334,1624334,2074225000,1199,1795,1899,multimedia_apps
2.2.2.52 1.1.1.52 46247 1194 17,92,628,2080,0,536,8,1553982,1553974,2149058000,536,924,1156,multimedia_apps
1.1.1.53 2.2.2.53 1194 46247 17,104,1381,6460,0,1277,0,198032,198032,251677000,1277,2856,3604,multimedia_apps
2.2.2.53 1.1.1.53 46247 1194 17,104,1381,5313,0,1151,22,19354,19332,32238000,1277,940,4373,multimedia_apps
1.1.1.54 2.2.2.54 46247 1194 17,104,1312,2305,0,1208,10,97280,97270,216315000,1208,432,1873,multimedia_apps
2.2.2.54 1.1.1.54 1194 46247 17,104,1312,2297,0,1200,0,160271,160271,228373000,1208,448,1849,multimedia_apps
1.1.1.55 2.2.2.55 46247 1194 17,104,1312,2528,0,1208,11,64515,64504,180299000,1208,432,2096,multimedia_apps
2.2.2.55 1.1.1.55 1194 46247 17,104,1312,2289,0,1200,0,120681,120681,179682000,1208,1648,641,multimedia_apps
1.1.1.56 2.2.2.56 46247 1194 17,104,1312,2297,0,1208,9,165416,165407,346549000,1208,1640,657,multimedia_apps
2.2.2.56 1.1.1.56 1194 46247 17,104,1381,3566,0,1277,0,232697,232697,261650000,1277,1857,1709,multimedia_apps
1.1.1.57 2.2.2.57 46247 1194 17,104,1312,2305,0,1208,8,55492,55484,105690000,1208,432,1873,multimedia_apps
2.2.2.57 1.1.1.57 1194 46247 17,104,1312,2296,0,1200,0,77939,77939,115013000,1208,448,1848,multimedia_apps
1.1.1.58 2.2.2.58 46247 1194 17,104,1312,2482,0,1208,11,59772,59761,84952000,1208,432,2050,multimedia_apps
2.2.2.58 1.1.1.58 1194 46247 17,104,1312,2297,0,1200,0,69421,69421,91587000,1208,448,1849,multimedia_apps
1.1.1.59 2.2.2.59 46247 1194 17,112,1312,4496,0,1200,11,534050,534039,918895000,1200,1648,2848,multimedia_apps
2.2.2.59 1.1.1.59 1194 46247 17,112,1312,3505,0,1200,0,189539,189539,238778000,1200,448,3057,multimedia_apps
1.1.1.60 2.2.2.60 46247 1194 17,104,514,1507,0,402,10,56850,56840,143814000,410,432,1075,multimedia_apps
2.2.2.60 1.1.1.60 1194 46247 17,104,1381,2366,0,1052,0,99828,99828,152544000,1277,448,1918,multimedia_apps
1.1.1.61 2.2.2.61 46247 1194 17,104,1312,2305,0,1208,1,100633,100632,161378000,1208,432,1873,multimedia_apps
2.2.2.61 1.1.1.61 1194 46247 17,104,1312,2297,0,983,0,178041,178041,195037000,1208,448,1849,multimedia_apps
1.1.1.62 2.2.2.62 46247 1194 17,104,1312,2715,0,1208,2,69214,69212,147428000,1208,1640,1075,multimedia_apps
2.2.2.62 1.1.1.62 1194 46247 17,104,1312,2297,0,1200,0,123649,123649,139433000,1208,440,1857,multimedia_apps
1.1.1.63 2.2.2.63 46247 1194 17,104,1312,2305,0,1208,338,92647,92309,227986000,1208,432,1873,multimedia_apps
2.2.2.63 1.1.1.63 1194 46247 17,104,1312,2297,0,1200,0,137015,137015,237893000,1208,1648,649,multimedia_apps
1.1.1.64 2.2.2.64 46247 1194 17,104,1312,2759,0,1208,11,86035,86024,254558000,1208,432,2327,multimedia_apps
2.2.2.64 1.1.1.64 1194 46247 17,104,1312,2506,0,1200,0,120527,120527,178417000,1208,1809,697,multimedia_apps
1.1.1.65 2.2.2.65 46247 1194 17,104,1312,2482,0,1208,23,59586,59563,166717000,1208,432,2050,multimedia_apps
2.2.2.65 1.1.1.65 1194 46247 17,104,1312,2297,0,1200,0,138433,138433,167930000,1208,1648,649,multimedia_apps
1.1.1.66 2.2.2.66 46247 1194 17,104,1312,2078,0,1208,25,974103,974078,1094671000,1208,438,1640,multimedia_apps
2.2.2.66 1.1.1.66 1194 46247 17,112,1312,2320,0,1200,0,961894,961894,1069873000,1200,464,1856,multimedia_apps
1.1.1.67 2.2.2.67 46247 1194 17,104,1312,2305,0,1208,25,90347,90322,166259000,1208,432,1873,multimedia_apps
2.2.2.67 1.1.1.67 1194 46247 17,104,1312,2296,0,1200,0,158237,158237,170112000,1208,1648,648,multimedia_apps
1.1.1.68 2.2.2.68 46247 1194 17,104,1312,2305,0,1208,11,92238,92227,112628000,1208,432,1873,multimedia_apps
2.2.2.68 1.1.1.68 1194 46247 17,104,1312,2297,0,1200,0,91048,91048,109881000,1208,1648,649,multimedia_apps
1.1.1.69 2.2.2.69 1194 46247 17,112,1312,2333,0,1200,0,98963,98963,182122000,1200,476,1857,multimedia_apps
2.2.2.69 1.1.1.69 46247 1194 17,104,1312,2397,0,1208,430,52556,52126,110321000,1208,524,1873,multimedia_apps
11.11.11.40 12.12.12.40 45370 1194 17,104,515,1520,0,360,9,1152959,1152950,2464077000,411,440,1080,multimedia_apps
12.12.12.40 11.11.11.40 1194 45370 17,104,284,1185,0,180,0,1134007,1134007,2818126000,180,565,620,multimedia_apps
11.11.11.41 12.12.12.41 45370 1194 17,104,304,1048,0,200,11,995156,995145,1600551000,200,632,416,multimedia_apps
12.12.12.41 11.11.11.41 1194 45370 17,104,1381,5127,0,1277,0,924073,924073,1466273000,1277,1713,3414,multimedia_apps
11.11.11.42 12.12.12.42 1194 45370 17,104,1381,6854,0,1277,0,743885,743885,784846000,1277,4247,2607,multimedia_apps
12.12.12.42 11.11.11.42 45370 1194 17,104,1321,2391,0,1217,10,613959,613949,1125607000,1217,416,1975,multimedia_apps
11.11.11.43 12.12.12.43 45370 1194 17,104,1062,2097,8,927,10,194116,194106,418872000,958,641,1456,multimedia_apps
12.12.12.43 11.11.11.43 1194 45370 17,104,890,1794,0,786,1,148895,148894,410064000,786,580,1214,multimedia_apps
11.11.11.44 12.12.12.44 45370 1194 17,92,621,1858,0,529,10,86019,86009,180865000,529,949,909,multimedia_apps
12.12.12.44 11.11.11.44 1194 45370 17,104,1381,4062,0,1277,0,55942,55942,100194000,1277,906,3156,multimedia_apps
11.11.11.45 12.12.12.45 1194 45370 17,104,177,953,0,61,0,178021,178021,207519000,73,513,440,multimedia_apps
12.12.12.45 11.11.11.45 45370 1194 17,104,143,927,0,31,1,103300,103299,108370000,39,448,479,multimedia_apps
11.11.11.46 12.12.12.46 45370 1194 17,104,112,872,0,8,1,69379,69378,90870000,8,448,424,multimedia_apps
12.12.12.46 11.11.11.46 1194 45370 17,104,1381,2149,0,1277,0,51217,51217,104602000,1277,448,1701,multimedia_apps
11.11.11.47 12.12.12.47 1194 45370 17,104,578,1812,0,474,0,2272272,2272272,2283806000,474,1364,448,multimedia_apps
12.12.12.47 11.11.11.47 45370 1194 17,104,112,864,0,8,11,2121107,2121096,2222075000,8,432,432,multimedia_apps
11.11.11.48 12.12.12.48 45370 1194 17,104,112,872,0,8,11,81160,81149,112286000,8,440,432,multimedia_apps
12.12.12.48 11.11.11.48 1194 45370 17,104,1381,3426,0,1277,0,98317,98317,157583000,1277,448,2978,multimedia_apps
11.11.11.49 12.12.12.49 45370 1194 17,104,112,872,0,8,0,74575,74575,83097000,8,448,424,multimedia_apps
12.12.12.49 11.11.11.49 1194 45370 17,104,112,872,0,8,0,65783,65783,98922000,8,448,424,multimedia_apps
11.11.11.50 12.12.12.50 45370 1194 17,104,112,864,0,8,1,115111,115110,115378000,8,448,416,multimedia_apps
12.12.12.50 11.11.11.50 1194 45370 17,104,1381,3418,0,1277,0,115936,115936,130543000,1277,448,2970,multimedia_apps
11.11.11.51 12.12.12.51 45370 1194 17,104,112,872,0,8,12,88153,88141,101664000,8,448,424,multimedia_apps
12.12.12.51 11.11.11.51 1194 45370 17,104,1381,3426,0,1277,0,89199,89199,104795000,1277,448,2978,multimedia_apps
11.11.11.52 12.12.12.52 45370 1194 17,104,621,1381,0,509,11,84616,84605,118496000,517,440,941,multimedia_apps
12.12.12.52 11.11.11.52 1194 45370 17,104,1381,2141,0,1277,0,87064,87064,131985000,1277,448,1693,multimedia_apps
11.11.11.53 12.12.12.53 45370 1194 17,104,112,864,0,8,9,81112,81103,86221000,8,448,416,multimedia_apps
12.12.12.53 11.11.11.53 1194 45370 17,68,1381,2105,0,1277,0,177947,177947,263446000,1313,404,1701,multimedia_apps
11.11.11.54 12.12.12.54 45370 1194 17,104,112,864,0,8,1,90785,90784,97360000,8,448,416,multimedia_apps
12.12.12.54 11.11.11.54 1194 45370 17,104,1381,3611,0,1277,1,205601,205600,221959000,1277,448,3163,multimedia_apps
11.11.11.55 12.12.12.55 45370 1194 17,104,112,872,0,8,10,57399,57389,84046000,8,448,424,multimedia_apps
12.12.12.55 11.11.11.55 1194 45370 17,104,1381,2149,0,1277,0,50103,50103,104507000,1277,448,1701,multimedia_apps
11.11.11.56 12.12.12.56 45370 1194 17,104,621,1381,0,517,2,78784,78782,100830000,517,440,941,multimedia_apps
12.12.12.56 11.11.11.56 1194 45370 17,104,1381,3418,0,1277,0,75569,75569,107933000,1277,448,2970,multimedia_apps
11.11.11.57 12.12.12.57 45370 1194 17,104,112,864,0,8,1,104750,104749,107741000,8,448,416,multimedia_apps
12.12.12.57 11.11.11.57 1194 45370 17,104,1381,3603,0,1277,0,139160,139160,154815000,1277,448,3155,multimedia_apps
11.11.11.58 12.12.12.58 45370 1194 17,104,621,1373,0,517,10,109569,109559,249249000,517,440,933,multimedia_apps
12.12.12.58 11.11.11.58 1194 45370 17,68,1381,3568,0,1277,0,136656,136656,223884000,1313,404,3164,multimedia_apps
11.11.11.59 12.12.12.59 45370 1194 17,104,621,1890,0,517,1,102383,102382,114617000,517,440,1450,multimedia_apps
12.12.12.59 11.11.11.59 1194 45370 17,68,1381,3374,0,1277,0,106372,106372,203750000,1313,404,2970,multimedia_apps
3.3.3.54 4.4.4.54 39128 1194 17,112,1332,8216,0,1220,4845,417392,412547,1028269000,1220,2888,5328,multimedia_apps
4.4.4.54 3.3.3.54 1194 39128 17,112,1312,3760,48,1200,0,72043,72043,131908000,1200,1880,1880,multimedia_apps
3.3.3.55 4.4.4.55 39128 1194 17,112,1332,5776,0,1220,29,623279,623250,1038717000,1220,2888,2888,multimedia_apps
4.4.4.55 3.3.3.55 1194 39128 17,104,1312,4765,0,1017,0,141910,141910,222909000,1208,4231,534,multimedia_apps
3.3.3.56 4.4.4.56 1194 48383 17,256,1312,8544,0,1056,0,142,142,145000,1056,4352,4192,multimedia_apps
4.4.4.56 3.3.3.56 48383 1194 17,114,1332,7788,0,1218,112,615443,615331,945632000,1218,4110,3678,multimedia_apps
3.3.3.57 4.4.4.57 48383 1194 17,104,1332,4933,8,1228,12,100136,100124,226427000,1228,2061,2872,multimedia_apps
4.4.4.57 3.3.3.57 1194 48383 17,104,1312,2322,0,1200,0,85294,85294,128785000,1208,1879,443,multimedia_apps
3.3.3.58 4.4.4.58 48383 1194 17,104,1332,7099,0,1228,51,146998,146947,234382000,1228,4108,2991,multimedia_apps
4.4.4.58 3.3.3.58 1194 48383 17,112,1312,3764,44,1200,0,107781,107781,227626000,1200,1880,1884,multimedia_apps
3.3.3.59 4.4.4.59 48383 1194 17,104,1332,4558,0,1228,13,83805,83792,233133000,1228,1652,2906,multimedia_apps
4.4.4.59 3.3.3.59 1194 48383 17,112,1312,3764,44,1200,0,103220,103220,141603000,1200,1880,1884,multimedia_apps
3.3.3.60 4.4.4.60 48383 1194 17,92,1332,3681,0,1240,10,90025,90015,209396000,1240,2061,1620,multimedia_apps
4.4.4.60 3.3.3.60 1194 48383 17,104,1312,3748,56,1208,0,90392,90392,115331000,1208,1879,1869,multimedia_apps
3.3.3.61 4.4.4.61 1194 48383 17,104,1381,3628,8,1277,0,2118624,2118624,2205877000,1277,1688,1940,multimedia_apps
4.4.4.61 3.3.3.61 48383 1194 17,104,1332,3523,0,1228,21,1924203,1924182,2093327000,1228,1652,1871,multimedia_apps
3.3.3.62 4.4.4.62 48383 1194 17,104,1332,4317,0,1228,36,84036,84000,215284000,1228,1652,2665,multimedia_apps
4.4.4.62 3.3.3.62 1194 48383 17,112,1312,3764,44,1200,0,111314,111314,120080000,1200,1880,1884,multimedia_apps
3.3.3.63 4.4.4.63 1194 48383 17,104,1381,5988,0,1277,1,1143215,1143214,1225956000,1277,4048,1940,multimedia_apps
4.4.4.63 3.3.3.63 48383 1194 17,104,1332,3465,0,1220,10,912928,912918,1017013000,1228,2700,765,multimedia_apps
3.3.3.64 4.4.4.64 48383 1194 17,104,1332,4751,8,1228,10,74408,74398,183846000,1228,1879,2872,multimedia_apps
4.4.4.64 3.3.3.64 1194 48383 17,104,1312,2399,0,1200,0,71010,71010,95923000,1208,1880,519,multimedia_apps
3.3.3.65 4.4.4.65 48383 1194 17,104,1332,4751,8,1228,12,76475,76463,198443000,1228,1879,2872,multimedia_apps
4.4.4.65 3.3.3.65 1194 48383 17,104,1312,2399,0,1200,0,77481,77481,92975000,1208,1880,519,multimedia_apps
3.3.3.66 4.4.4.66 48383 1194 17,104,1330,3916,40,1218,1,119545,119544,124646000,1226,1699,2217,multimedia_apps
4.4.4.66 3.3.3.66 1194 48383 17,104,1330,3079,0,1218,0,92066,92066,134351000,1226,2566,513,multimedia_apps
3.3.3.67 4.4.4.67 48383 1194 17,104,1332,5979,0,1228,10,101985,101975,151506000,1228,1879,4100,multimedia_apps
4.4.4.67 3.3.3.67 1194 48383 17,104,1381,5824,0,1277,0,100382,100382,111862000,1277,1880,3944,multimedia_apps
3.3.3.68 4.4.4.68 48383 1194 17,104,1332,4991,0,1228,10,109185,109175,218593000,1228,1879,3112,multimedia_apps
4.4.4.68 3.3.3.68 1194 48383 17,104,1381,5823,0,1277,0,103882,103882,113612000,1277,1879,3944,multimedia_apps
3.3.3.69 4.4.4.69 48383 1194 17,104,1332,4700,0,1228,11,78795,78784,226409000,1228,1652,3048,multimedia_apps
4.4.4.69 3.3.3.69 1194 48383 17,112,1312,3762,44,1200,0,100827,100827,130220000,1200,1879,1883,multimedia_apps
15.15.15.51 16.16.16.51 39281 1194 17,104,1330,3825,0,1218,1,90025,90024,118032000,1226,2884,941,multimedia_apps
16.16.16.51 15.15.15.51 1194 39281 17,104,1330,5760,0,1226,0,104087,104087,145500000,1226,2884,2876,multimedia_apps
15.15.15.52 16.16.16.52 39281 1194 17,104,1330,3825,0,1218,2,101238,101236,101922000,1226,2884,941,multimedia_apps
16.16.16.52 15.15.15.52 1194 39281 17,112,1330,6986,0,1218,0,11115,11115,23137000,1218,1666,5320,multimedia_apps
15.15.15.53 16.16.16.53 17500 17500 17,161,161,1288,0,0,30003995,30006663,2668,2.10E+11,0,644,644,multimedia_apps
15.15.15.53 16.16.16.53 39281 1194 17,104,1330,3116,0,1218,1,57828,57827,58209000,1226,1666,1450,multimedia_apps
16.16.16.53 15.15.15.53 1194 39281 17,104,1330,4534,0,1226,0,32322,32322,61428000,1226,1666,2868,multimedia_apps
15.15.15.54 16.16.16.54 39281 1194 17,104,1330,3308,0,1218,10,94423,94413,104736000,1226,2884,424,multimedia_apps
16.16.16.54 15.15.15.54 1194 39281 17,112,1330,6986,0,1218,0,11096,11096,23205000,1218,1666,5320,multimedia_apps
15.15.15.55 16.16.16.55 39281 1194 17,104,1330,5051,0,1218,1,69017,69016,72685000,1226,2884,2167,multimedia_apps
16.16.16.55 15.15.15.55 1194 39281 17,104,1330,5760,0,1226,1,37392,37391,86062000,1226,4102,1658,multimedia_apps
15.15.15.56 16.16.16.56 39281 1194 17,104,1330,3825,0,1218,1,48771,48770,55371000,1226,2884,941,multimedia_apps
16.16.16.56 15.15.15.56 1194 39281 17,112,1330,6986,0,1218,0,11345,11345,23522000,1218,1666,5320,multimedia_apps
9.9.9.52 10.10.10.52 1194 51009 17,104,1410,7362,0,1306,0,2527688,2527688,3076355000,1306,1722,5640,multimedia_apps
10.10.10.52 9.9.9.52 51009 1194 17,92,1410,7326,0,1318,15,2382728,2382713,2392567000,1318,1686,5640,multimedia_apps
9.9.9.53 10.10.10.53 1194 51009 17,68,1410,9938,0,1342,0,781385,781385,847446000,1342,4298,5640,multimedia_apps
10.10.10.53 9.9.9.53 51009 1194 17,68,1410,6071,0,1342,10,639889,639879,844884000,1342,4298,1773,multimedia_apps
9.9.9.54 10.10.10.54 51009 1194 17,68,1410,8649,0,1342,13,211459,211446,330095000,1342,4298,4351,multimedia_apps
10.10.10.54 9.9.9.54 1194 51009 17,68,1410,9938,0,1342,0,272359,272359,304957000,1342,4298,5640,multimedia_apps
9.9.9.55 10.10.10.55 51009 1194 17,68,1410,6071,0,1342,4,832963,832959,1069053000,1342,4298,1773,multimedia_apps
10.10.10.55 9.9.9.55 1194 51009 17,68,1410,9938,0,1342,0,904405,904405,926706000,1342,4298,5640,multimedia_apps
9.9.9.56 10.10.10.56 1194 51009 17,68,1410,9938,0,1342,0,1413480,1413480,1423740000,1342,4298,5640,multimedia_apps
10.10.10.56 9.9.9.56 51009 1194 17,68,1410,6071,0,1342,1,699914,699913,967987000,1342,4298,1773,multimedia_apps
9.9.9.57 10.10.10.57 51009 1194 17,121,1410,6124,0,1289,11,100926,100915,301869000,1289,5640,484,multimedia_apps
10.10.10.57 9.9.9.57 1194 51009 17,68,1410,9938,0,1342,0,75637,75637,97791000,1342,4298,5640,multimedia_apps
9.9.9.58 10.10.10.58 51009 1194 17,68,1410,8649,0,1342,7456,1609612,1602156,1865120000,1342,4298,4351,multimedia_apps
10.10.10.58 9.9.9.58 1194 51009 17,68,1410,9938,0,1342,0,1686831,1686831,1703994000,1342,4298,5640,multimedia_apps
9.9.9.59 10.10.10.59 51009 1194 17,68,1410,6071,0,1342,1,1222639,1222638,1411030000,1342,4298,1773,multimedia_apps
10.10.10.59 9.9.9.59 1194 51009 17,68,1410,9938,0,1342,0,1293893,1293893,1310427000,1342,4298,5640,multimedia_apps
9.9.9.60 10.10.10.60 51009 1194 17,121,1410,4835,0,1289,13,196136,196123,261663000,1289,3062,1773,multimedia_apps
10.10.10.60 9.9.9.60 1194 51009 17,68,1410,8906,0,1342,0,170105,170105,252788000,1342,4298,4608,multimedia_apps
9.9.9.61 10.10.10.61 1194 51009 17,104,1410,8692,0,1306,0,4414867,4414867,4784025000,1306,3052,5640,multimedia_apps
10.10.10.61 9.9.9.61 51009 1194 17,121,1410,8713,0,1289,335,4424441,4424106,4652061000,1289,4362,4351,multimedia_apps
9.9.9.62 10.10.10.62 51009 1194 17,68,1410,8649,0,1342,11,820727,820716,986432000,1342,4298,4351,multimedia_apps
10.10.10.62 9.9.9.62 1194 51009 17,68,1410,9938,0,1342,0,886025,886025,897429000,1342,4298,5640,multimedia_apps
9.9.9.63 10.10.10.63 1194 51009 17,68,1410,9938,0,1342,1,1572379,1572378,1591315000,1342,4298,5640,multimedia_apps
10.10.10.63 9.9.9.63 51009 1194 17,68,1410,6071,0,1342,1,920571,920570,1086754000,1342,4298,1773,multimedia_apps
9.9.9.64 10.10.10.64 51009 1194 17,121,1410,8702,0,1289,1,140543,140542,199753000,1289,5640,3062,multimedia_apps
10.10.10.64 9.9.9.64 1194 51009 17,68,1410,9938,0,1342,0,14892,14892,21085000,1342,4298,5640,multimedia_apps
9.9.9.65 10.10.10.65 1194 51009 17,68,1410,9938,0,1342,0,2255202,2255202,2271268000,1342,4298,5640,multimedia_apps
10.10.10.65 9.9.9.65 51009 1194 17,68,1410,6071,0,1342,29,1541601,1541572,1779187000,1342,4298,1773,multimedia_apps
9.9.9.66 10.10.10.66 51009 1194 17,68,1410,4782,0,1342,12,192661,192649,407914000,1342,4298,484,multimedia_apps
10.10.10.66 9.9.9.66 1194 51009 17,68,1410,8914,0,1342,0,272599,272599,382613000,1342,4298,4616,multimedia_apps
9.9.9.67 10.10.10.67 1194 51009 17,68,1410,9938,0,1342,0,1863483,1863483,1875462000,1342,4298,5640,multimedia_apps
10.10.10.67 9.9.9.67 51009 1194 17,121,1410,8702,0,1289,11,161312,161301,231536000,1289,5640,3062,multimedia_apps
15.15.15.57 16.16.16.57 1194 51573 17,104,1330,4708,0,1218,0,2469860,2469860,3729410000,1226,606,4102,multimedia_apps
